# percentile = weighted fraction of best-lr count mass with lr <= target
# percentile values are fractions in [0, 1]
# run = cifar_line_search9_bs125.log
  step         gt_lr      gt_lr_x2       log_pct    log_x2_pct   log_count
    45     0.0394375      0.078875          0.12         0.384         125
    46      0.039425       0.07885         0.096         0.408         125
    47     0.0394125      0.078825         0.104          0.48         125
    48        0.0394        0.0788         0.064          0.28         125
    49     0.0393875      0.078775          0.08          0.36         125
    50      0.039375       0.07875         0.072          0.32         125
    51     0.0393625      0.078725          0.08         0.328         125
    52       0.03935        0.0787          0.12         0.456         125
    53     0.0393375      0.078675         0.032         0.312         125
    54      0.039325       0.07865         0.096         0.328         125
    55     0.0393125      0.078625         0.088         0.344         125
    56        0.0393        0.0786         0.096         0.312         125
    57     0.0392875      0.078575          0.08         0.216         125
    58      0.039275       0.07855         0.096         0.304         125
    59     0.0392625      0.078525         0.088         0.296         125
    60       0.03925        0.0785         0.112         0.248         125
    61     0.0392375      0.078475         0.056          0.28         125
    62      0.039225       0.07845          0.04         0.152         125
    63     0.0392125      0.078425          0.12         0.288         125
    64        0.0392        0.0784         0.112         0.256         125
    65     0.0391875      0.078375          0.12         0.304         125
    66      0.039175       0.07835         0.112         0.336         125
    67     0.0391625      0.078325         0.136         0.344         125
    68       0.03915        0.0783         0.088          0.28         125
    69     0.0391375      0.078275         0.104         0.328         125
    70      0.039125       0.07825         0.096         0.304         125
    71     0.0391125      0.078225         0.112          0.28         125
    72        0.0391        0.0782         0.144         0.272         125
    73     0.0390875      0.078175          0.08         0.288         125
    74      0.039075       0.07815         0.064         0.248         125
    75     0.0390625      0.078125          0.12         0.264         125
    76       0.03905        0.0781         0.096         0.328         125
    77     0.0390375      0.078075         0.104         0.296         125
    78      0.039025       0.07805         0.096         0.296         125
    79     0.0390125      0.078025          0.08         0.272         125
    80         0.039         0.078          0.08         0.248         125
    81     0.0389875      0.077975         0.088         0.272         125
    82      0.038975       0.07795         0.104         0.288         125
    83     0.0389625      0.077925         0.152         0.352         125
    84       0.03895        0.0779         0.104         0.304         125
    85     0.0389375      0.077875         0.112         0.336         125
    86      0.038925       0.07785         0.136         0.272         125
    87     0.0389125      0.077825          0.08         0.304         125
    88        0.0389        0.0778         0.128         0.336         125
    89     0.0388875      0.077775         0.096         0.304         125
    90      0.038875       0.07775         0.096         0.248         125
    91     0.0388625      0.077725         0.112          0.24         125
    92       0.03885        0.0777         0.056         0.232         125
    93     0.0388375      0.077675          0.16         0.408         125
    94      0.038825       0.07765         0.136         0.304         125
    95     0.0388125      0.077625          0.08         0.288         125
    96        0.0388        0.0776         0.112         0.336         125
    97     0.0387875      0.077575         0.104         0.304         125
    98      0.038775       0.07755         0.064         0.256         125
    99     0.0387625      0.077525         0.096         0.296         125
   100       0.03875        0.0775         0.144         0.264         125
   101     0.0387375      0.077475         0.168         0.336         125
   102      0.038725       0.07745          0.08         0.288         125
   103     0.0387125      0.077425         0.096          0.24         125
   104        0.0387        0.0774          0.04         0.256         125
   105     0.0386875      0.077375         0.144          0.36         125
   106      0.038675       0.07735         0.152         0.248         125
   107     0.0386625      0.077325         0.064           0.2         125
   108       0.03865        0.0773         0.096         0.224         125
   109     0.0386375      0.077275         0.128         0.328         125
   110      0.038625       0.07725         0.104          0.28         125
   111     0.0386125      0.077225         0.168         0.408         125
   112        0.0386        0.0772         0.136           0.4         125
   113     0.0385875      0.077175         0.072         0.264         125
   114      0.038575       0.07715         0.072          0.32         125
   115     0.0385625      0.077125         0.088         0.296         125
   116       0.03855        0.0771          0.08         0.288         125
   117     0.0385375      0.077075         0.104          0.32         125
   118      0.038525       0.07705         0.096         0.336         125
   119     0.0385125      0.077025          0.12         0.336         125
   120        0.0385         0.077         0.104          0.32         125
   121     0.0384875      0.076975         0.096         0.264         125
   122      0.038475       0.07695         0.104         0.304         125
   123     0.0384625      0.076925         0.088         0.312         125
   124       0.03845        0.0769          0.12         0.304         125
   125     0.0384375      0.076875         0.128          0.32         125
   126      0.038425       0.07685          0.16         0.328         125
   127     0.0384125      0.076825         0.088         0.304         125
   128        0.0384        0.0768         0.152         0.344         125
   129     0.0383875      0.076775         0.136         0.296         125
   130      0.038375       0.07675          0.16         0.408         125
   131     0.0383625      0.076725         0.072         0.312         125
   132       0.03835        0.0767         0.048         0.248         125
   133     0.0383375      0.076675          0.08          0.28         125
   134      0.038325       0.07665         0.088         0.416         125
   135     0.0383125      0.076625         0.088         0.328         125
   136        0.0383        0.0766         0.136           0.4         125
   137     0.0382875      0.076575         0.128         0.312         125
   138      0.038275       0.07655         0.064         0.328         125
   139     0.0382625      0.076525         0.128         0.352         125
   140       0.03825        0.0765         0.112         0.408         125
   141     0.0382375      0.076475         0.136         0.392         125
   142      0.038225       0.07645         0.136         0.368         125
   143     0.0382125      0.076425         0.096         0.296         125
   144        0.0382        0.0764         0.104         0.264         125
   145     0.0381875      0.076375         0.096          0.24         125
   146      0.038175       0.07635         0.136         0.336         125
   147     0.0381625      0.076325          0.12         0.336         125
   148       0.03815        0.0763         0.144         0.416         125
   149     0.0381375      0.076275         0.104          0.32         125
   150      0.038125       0.07625         0.104         0.384         125
   151     0.0381125      0.076225         0.168         0.448         125
   152        0.0381        0.0762          0.16         0.392         125
   153     0.0380875      0.076175          0.16           0.4         125
   154      0.038075       0.07615          0.16          0.44         125
   155     0.0380625      0.076125         0.152         0.408         125
   156       0.03805        0.0761          0.12         0.416         125
   157     0.0380375      0.076075         0.056         0.288         125
   158      0.038025       0.07605         0.088         0.376         125
   159     0.0380125      0.076025         0.136         0.344         125
   160         0.038         0.076         0.128          0.36         125
   161     0.0379875      0.075975         0.128         0.392         125
   162      0.037975       0.07595         0.096         0.336         125
   163     0.0379625      0.075925          0.12         0.344         125
   164       0.03795        0.0759          0.08         0.328         125
   165     0.0379375      0.075875         0.136         0.344         125
   166      0.037925       0.07585         0.128         0.424         125
   167     0.0379125      0.075825          0.16         0.384         125
   168        0.0379        0.0758         0.088         0.328         125
   169     0.0378875      0.075775          0.08         0.304         125
   170      0.037875       0.07575          0.16         0.392         125
   171     0.0378625      0.075725         0.112         0.384         125
   172       0.03785        0.0757         0.144         0.368         125
   173     0.0378375      0.075675         0.136         0.408         125
   174      0.037825       0.07565         0.072         0.288         125
   175     0.0378125      0.075625         0.176         0.416         125
   176        0.0378        0.0756         0.144         0.376         125
   177     0.0377875      0.075575         0.184         0.424         125
   178      0.037775       0.07555         0.088         0.328         125
   179     0.0377625      0.075525         0.104         0.304         125
   180       0.03775        0.0755         0.088         0.344         125
   181     0.0377375      0.075475         0.144         0.424         125
   182      0.037725       0.07545         0.112         0.376         125
   183     0.0377125      0.075425         0.104         0.392         125
   184        0.0377        0.0754         0.104         0.408         125
   185     0.0376875      0.075375         0.088         0.352         125
   186      0.037675       0.07535         0.144         0.408         125
   187     0.0376625      0.075325         0.128         0.272         125
   188       0.03765        0.0753         0.128           0.4         125
   189     0.0376375      0.075275         0.104         0.384         125
   190      0.037625       0.07525         0.136         0.392         125
   191     0.0376125      0.075225         0.104         0.328         125
   192        0.0376        0.0752         0.064         0.384         125
   193     0.0375875      0.075175          0.12         0.336         125
   194      0.037575       0.07515          0.12         0.376         125
   195     0.0375625      0.075125          0.12          0.32         125
   196       0.03755        0.0751         0.112         0.416         125
   197     0.0375375      0.075075         0.168         0.424         125
   198      0.037525       0.07505         0.152         0.424         125
   199     0.0375125      0.075025          0.16           0.4         125
   200        0.0375         0.075         0.096         0.408         125
   201     0.0374875      0.074975         0.152         0.456         125
   202      0.037475       0.07495         0.048          0.24         125
   203     0.0374625      0.074925         0.096         0.384         125
   204       0.03745        0.0749          0.12         0.344         125
   205     0.0374375      0.074875         0.112          0.36         125
   206      0.037425       0.07485         0.184         0.504         125
   207     0.0374125      0.074825         0.096         0.472         125
   208        0.0374        0.0748         0.176         0.432         125
   209     0.0373875      0.074775         0.064          0.32         125
   210      0.037375       0.07475         0.144         0.384         125
   211     0.0373625      0.074725         0.136           0.4         125
   212       0.03735        0.0747          0.16         0.392         125
   213     0.0373375      0.074675         0.152           0.4         125
   214      0.037325       0.07465         0.088         0.424         125
   215     0.0373125      0.074625         0.112         0.344         125
   216        0.0373        0.0746          0.16         0.416         125
   217     0.0372875      0.074575         0.088          0.36         125
   218      0.037275       0.07455         0.096         0.408         125
   219     0.0372625      0.074525         0.104          0.36         125
   220       0.03725        0.0745         0.112         0.472         125
   221     0.0372375      0.074475         0.112         0.456         125
   222      0.037225       0.07445         0.112         0.456         125
   223     0.0372125      0.074425         0.088          0.36         125
   224        0.0372        0.0744         0.104         0.416         125
   225     0.0371875      0.074375         0.104         0.368         125
   226      0.037175       0.07435          0.12         0.424         125
   227     0.0371625      0.074325         0.128         0.432         125
   228       0.03715        0.0743         0.136         0.384         125
   229     0.0371375      0.074275         0.112         0.384         125
   230      0.037125       0.07425          0.16          0.48         125
   231     0.0371125      0.074225         0.096         0.336         125
   232        0.0371        0.0742         0.104         0.416         125
   233     0.0370875      0.074175         0.168         0.464         125
   234      0.037075       0.07415         0.168         0.424         125
   235     0.0370625      0.074125          0.12         0.408         125
   236       0.03705        0.0741         0.104         0.384         125
   237     0.0370375      0.074075          0.08         0.352         125
   238      0.037025       0.07405          0.12         0.408         125
   239     0.0370125      0.074025         0.104          0.44         125
   240         0.037         0.074          0.16         0.456         125
   241     0.0369875      0.073975         0.136           0.4         125
   242      0.036975       0.07395          0.12          0.48         125
   243     0.0369625      0.073925         0.136         0.416         125
   244       0.03695        0.0739         0.104          0.44         125
   245     0.0369375      0.073875         0.152         0.432         125
   246      0.036925       0.07385         0.136         0.448         125
   247     0.0369125      0.073825          0.12         0.344         125
   248        0.0369        0.0738         0.072         0.328         125
   249     0.0368875      0.073775         0.128         0.528         125
   250      0.036875       0.07375         0.136         0.408         125
   251     0.0368625      0.073725         0.224          0.48         125
   252       0.03685        0.0737          0.12         0.432         125
   253     0.0368375      0.073675         0.104         0.352         125
   254      0.036825       0.07365         0.136          0.48         125
   255     0.0368125      0.073625         0.184         0.488         125
   256        0.0368        0.0736         0.096         0.368         125
   257     0.0367875      0.073575         0.192          0.52         125
   258      0.036775       0.07355         0.128         0.448         125
   259     0.0367625      0.073525         0.176         0.488         125
   260       0.03675        0.0735         0.088         0.456         125
   261     0.0367375      0.073475         0.136         0.368         125
   262      0.036725       0.07345         0.176         0.432         125
   263     0.0367125      0.073425         0.056         0.424         125
   264        0.0367        0.0734         0.136         0.384         125
   265     0.0366875      0.073375         0.104         0.392         125
   266      0.036675       0.07335          0.12         0.336         125
   267     0.0366625      0.073325          0.08         0.464         125
   268       0.03665        0.0733         0.104         0.392         125
   269     0.0366375      0.073275         0.104         0.432         125
   270      0.036625       0.07325         0.104         0.408         125
   271     0.0366125      0.073225          0.16         0.456         125
   272        0.0366        0.0732         0.136         0.432         125
   273     0.0365875      0.073175          0.16         0.504         125
   274      0.036575       0.07315         0.224         0.512         125
   275     0.0365625      0.073125          0.12         0.384         125
   276       0.03655        0.0731         0.152         0.424         125
   277     0.0365375      0.073075         0.168         0.448         125
   278      0.036525       0.07305         0.128          0.44         125
   279     0.0365125      0.073025          0.12         0.496         125
   280        0.0365         0.073         0.136         0.408         125
   281     0.0364875      0.072975         0.112         0.424         125
   282      0.036475       0.07295         0.184         0.576         125
   283     0.0364625      0.072925         0.152         0.472         125
   284       0.03645        0.0729         0.144         0.456         125
   285     0.0364375      0.072875         0.112         0.376         125
   286      0.036425       0.07285         0.136          0.44         125
   287     0.0364125      0.072825         0.104         0.432         125
   288        0.0364        0.0728         0.104         0.344         125
   289     0.0363875      0.072775          0.16         0.488         125
   290      0.036375       0.07275         0.136         0.424         125
   291     0.0363625      0.072725          0.16          0.56         125
   292       0.03635        0.0727          0.08         0.424         125
   293     0.0363375      0.072675         0.112         0.472         125
   294      0.036325       0.07265         0.128         0.448         125
   295     0.0363125      0.072625         0.128         0.472         125
   296        0.0363        0.0726          0.16          0.56         125
   297     0.0362875      0.072575         0.144         0.424         125
   298      0.036275       0.07255          0.16         0.416         125
   299     0.0362625      0.072525         0.088         0.376         125
   300       0.03625        0.0725         0.184          0.56         125
   301     0.0362375      0.072475         0.176         0.464         125
   302      0.036225       0.07245         0.208         0.432         125
   303     0.0362125      0.072425         0.152         0.472         125
   304        0.0362        0.0724         0.128         0.416         125
   305     0.0361875      0.072375         0.152         0.504         125
   306      0.036175       0.07235          0.04         0.408         125
   307     0.0361625      0.072325         0.104         0.384         125
   308       0.03615        0.0723          0.16         0.464         125
   309     0.0361375      0.072275         0.136         0.432         125
   310      0.036125       0.07225         0.184          0.48         125
   311     0.0361125      0.072225         0.152         0.456         125
   312        0.0361        0.0722         0.136         0.472         125
   313     0.0360875      0.072175         0.216         0.512         125
   314      0.036075       0.07215         0.144         0.528         125
   315     0.0360625      0.072125         0.152         0.472         125
   316       0.03605        0.0721           0.2         0.568         125
   317     0.0360375      0.072075         0.144         0.448         125
   318      0.036025       0.07205           0.2         0.544         125
   319     0.0360125      0.072025         0.168          0.56         125
   320         0.036         0.072          0.16         0.392         125
   321     0.0359875      0.071975         0.176         0.488         125
   322      0.035975       0.07195         0.152         0.448         125
   323     0.0359625      0.071925         0.208          0.56         125
   324       0.03595        0.0719         0.192         0.456         125
   325     0.0359375      0.071875         0.168         0.416         125
   326      0.035925       0.07185         0.176         0.496         125
   327     0.0359125      0.071825         0.168         0.416         125
   328        0.0359        0.0718         0.192          0.44         125
   329     0.0358875      0.071775         0.168          0.44         125
   330      0.035875       0.07175         0.192         0.472         125
   331     0.0358625      0.071725         0.224         0.432         125
   332       0.03585        0.0717         0.168         0.432         125
   333     0.0358375      0.071675          0.12         0.504         125
   334      0.035825       0.07165         0.176         0.488         125
   335     0.0358125      0.071625         0.144         0.448         125
   336        0.0358        0.0716         0.176         0.472         125
   337     0.0357875      0.071575         0.208         0.488         125
   338      0.035775       0.07155         0.208          0.48         125
   339     0.0357625      0.071525         0.136         0.504         125
   340       0.03575        0.0715         0.192         0.528         125
   341     0.0357375      0.071475         0.152         0.384         125
   342      0.035725       0.07145         0.176         0.408         125
   343     0.0357125      0.071425         0.144         0.488         125
   344        0.0357        0.0714         0.192         0.552         125
   345     0.0356875      0.071375         0.168         0.416         125
   346      0.035675       0.07135         0.216         0.536         125
   347     0.0356625      0.071325          0.16         0.424         125
   348       0.03565        0.0713          0.16          0.48         125
   349     0.0356375      0.071275          0.12          0.48         125
   350      0.035625       0.07125         0.216         0.472         125
   351     0.0356125      0.071225           0.2          0.44         125
   352        0.0356        0.0712         0.136         0.536         125
   353     0.0355875      0.071175         0.152         0.448         125
   354      0.035575       0.07115         0.128         0.352         125
   355     0.0355625      0.071125           0.2         0.464         125
   356       0.03555        0.0711         0.224         0.528         125
   357     0.0355375      0.071075         0.152         0.496         125
   358      0.035525       0.07105          0.16         0.464         125
   359     0.0355125      0.071025         0.104          0.44         125
   360        0.0355         0.071         0.136         0.424         125
   361     0.0354875      0.070975         0.208         0.568         125
   362      0.035475       0.07095         0.152         0.504         125
   363     0.0354625      0.070925           0.2         0.448         125
   364       0.03545        0.0709         0.208          0.48         125
   365     0.0354375      0.070875         0.208         0.504         125
   366      0.035425       0.07085         0.216         0.592         125
   367     0.0354125      0.070825         0.224          0.52         125
   368        0.0354        0.0708          0.12         0.424         125
   369     0.0353875      0.070775         0.248         0.488         125
   370      0.035375       0.07075         0.168         0.576         125
   371     0.0353625      0.070725         0.176         0.512         125
   372       0.03535        0.0707          0.24         0.552         125
   373     0.0353375      0.070675         0.144          0.52         125
   374      0.035325       0.07065          0.16          0.48         125
   375     0.0353125      0.070625           0.2         0.528         125
   376        0.0353        0.0706         0.256         0.504         125
   377     0.0352875      0.070575         0.144         0.472         125
   378      0.035275       0.07055         0.208         0.448         125
   379     0.0352625      0.070525          0.16          0.56         125
   380       0.03525        0.0705         0.192         0.528         125
   381     0.0352375      0.070475         0.248         0.608         125
   382      0.035225       0.07045         0.216         0.528         125
   383     0.0352125      0.070425         0.224         0.552         125
   384        0.0352        0.0704         0.144         0.384         125
   385     0.0351875      0.070375         0.232         0.472         125
   386      0.035175       0.07035         0.152         0.448         125
   387     0.0351625      0.070325         0.272         0.632         125
   388       0.03515        0.0703         0.232         0.536         125
   389     0.0351375      0.070275         0.224         0.488         125
   390      0.035125       0.07025         0.208         0.536         125
   391     0.0351125      0.070225         0.264         0.504         125
   392        0.0351        0.0702         0.192         0.536         125
   393     0.0350875      0.070175         0.208         0.536         125
   394      0.035075       0.07015         0.208          0.48         125
   395     0.0350625      0.070125         0.216         0.512         125
   396       0.03505        0.0701         0.152         0.456         125
   397     0.0350375      0.070075         0.248         0.576         125
   398      0.035025       0.07005         0.176         0.456         125
   399     0.0350125      0.070025         0.232          0.44         125
   400         0.035          0.07          0.16          0.56         125
   401     0.0349875      0.069975         0.224         0.528         125
   402      0.034975       0.06995         0.144         0.536         125
   403     0.0349625      0.069925          0.16         0.456         125
   404       0.03495        0.0699         0.144          0.48         125
   405     0.0349375      0.069875         0.184         0.496         125
   406      0.034925       0.06985          0.16         0.384         125
   407     0.0349125      0.069825         0.192         0.512         125
   408        0.0349        0.0698         0.168         0.464         125
   409     0.0348875      0.069775         0.152         0.512         125
   410      0.034875       0.06975         0.184         0.496         125
   411     0.0348625      0.069725         0.144          0.44         125
   412       0.03485        0.0697         0.248         0.576         125
   413     0.0348375      0.069675         0.232         0.496         125
   414      0.034825       0.06965         0.176         0.416         125
   415     0.0348125      0.069625         0.152         0.464         125
   416        0.0348        0.0696         0.208         0.464         125
   417     0.0347875      0.069575         0.232          0.48         125
   418      0.034775       0.06955         0.192         0.504         125
   419     0.0347625      0.069525           0.2         0.472         125
   420       0.03475        0.0695         0.208          0.48         125
   421     0.0347375      0.069475           0.2         0.536         125
   422      0.034725       0.06945         0.152         0.528         125
   423     0.0347125      0.069425         0.176         0.432         125
   424        0.0347        0.0694         0.168         0.496         125
   425     0.0346875      0.069375         0.176         0.448         125
   426      0.034675       0.06935         0.192         0.576         125
   427     0.0346625      0.069325         0.208          0.56         125
   428       0.03465        0.0693         0.144         0.496         125
   429     0.0346375      0.069275         0.216         0.592         125
   430      0.034625       0.06925         0.176         0.488         125
   431     0.0346125      0.069225         0.168         0.536         125
   432        0.0346        0.0692         0.184         0.528         125
   433     0.0345875      0.069175          0.12         0.432         125
   434      0.034575       0.06915         0.208         0.576         125
   435     0.0345625      0.069125         0.208          0.52         125
   436       0.03455        0.0691         0.304         0.664         125
   437     0.0345375      0.069075         0.152         0.488         125
   438      0.034525       0.06905           0.2         0.512         125
   439     0.0345125      0.069025         0.248         0.496         125
   440        0.0345         0.069         0.176         0.544         125
   441     0.0344875      0.068975         0.176         0.512         125
   442      0.034475       0.06895         0.168         0.448         125
   443     0.0344625      0.068925         0.216         0.512         125
   444       0.03445        0.0689         0.216         0.624         125
   445     0.0344375      0.068875         0.208          0.56         125
   446      0.034425       0.06885         0.192         0.504         125
   447     0.0344125      0.068825         0.224          0.56         125
   448        0.0344        0.0688         0.208         0.488         125
   449     0.0343875      0.068775         0.152         0.544         125
   450      0.034375       0.06875         0.192         0.592         125
   451     0.0343625      0.068725         0.208         0.488         125
   452       0.03435        0.0687         0.168         0.432         125
   453     0.0343375      0.068675         0.144         0.496         125
   454      0.034325       0.06865         0.184         0.504         125
   455     0.0343125      0.068625         0.328          0.56         125
   456        0.0343        0.0686         0.224         0.608         125
   457     0.0342875      0.068575         0.208         0.576         125
   458      0.034275       0.06855         0.192           0.6         125
   459     0.0342625      0.068525         0.232         0.576         125
   460       0.03425        0.0685         0.176         0.464         125
   461     0.0342375      0.068475         0.176         0.488         125
   462      0.034225       0.06845          0.28         0.552         125
   463     0.0342125      0.068425           0.2         0.536         125
   464        0.0342        0.0684         0.264           0.6         125
   465     0.0341875      0.068375         0.224         0.584         125
   466      0.034175       0.06835          0.24         0.584         125
   467     0.0341625      0.068325         0.208         0.504         125
   468       0.03415        0.0683         0.176         0.472         125
   469     0.0341375      0.068275         0.224          0.56         125
   470      0.034125       0.06825         0.224         0.536         125
   471     0.0341125      0.068225         0.216         0.552         125
   472        0.0341        0.0682         0.248         0.608         125
   473     0.0340875      0.068175         0.184         0.552         125
   474      0.034075       0.06815         0.272         0.552         125
   475     0.0340625      0.068125          0.24         0.584         125
   476       0.03405        0.0681         0.208         0.568         125
   477     0.0340375      0.068075         0.232         0.616         125
   478      0.034025       0.06805         0.216         0.544         125
   479     0.0340125      0.068025          0.16           0.4         125
   480         0.034         0.068         0.248         0.552         125
   481     0.0339875      0.067975         0.152          0.44         125
   482      0.033975       0.06795         0.224         0.552         125
   483     0.0339625      0.067925         0.232         0.576         125
   484       0.03395        0.0679           0.2          0.56         125
   485     0.0339375      0.067875         0.208         0.616         125
   486      0.033925       0.06785         0.224          0.56         125
   487     0.0339125      0.067825         0.248          0.52         125
   488        0.0339        0.0678         0.256          0.52         125
   489     0.0338875      0.067775         0.144         0.456         125
   490      0.033875       0.06775         0.264         0.576         125
   491     0.0338625      0.067725          0.24         0.576         125
   492       0.03385        0.0677         0.192         0.576         125
   493     0.0338375      0.067675          0.24         0.592         125
   494      0.033825       0.06765         0.216         0.488         125
   495     0.0338125      0.067625         0.216         0.576         125
   496        0.0338        0.0676           0.2         0.512         125
   497     0.0337875      0.067575         0.248         0.528         125
   498      0.033775       0.06755           0.2         0.552         125
   499     0.0337625      0.067525         0.216         0.568         125
   500       0.03375        0.0675         0.184         0.504         125
   501     0.0337375      0.067475         0.288         0.696         125
   502      0.033725       0.06745         0.264         0.592         125
   503     0.0337125      0.067425         0.128         0.536         125
   504        0.0337        0.0674         0.168         0.488         125
   505     0.0336875      0.067375         0.192         0.528         125
   506      0.033675       0.06735           0.2         0.552         125
   507     0.0336625      0.067325          0.28         0.576         125
   508       0.03365        0.0673         0.184          0.56         125
   509     0.0336375      0.067275         0.376         0.672         125
   510      0.033625       0.06725         0.224          0.48         125
   511     0.0336125      0.067225         0.136         0.608         125
   512        0.0336        0.0672         0.168          0.52         125
   513     0.0335875      0.067175         0.184          0.52         125
   514      0.033575       0.06715         0.208         0.544         125
   515     0.0335625      0.067125          0.28          0.68         125
   516       0.03355        0.0671         0.216           0.6         125
   517     0.0335375      0.067075         0.216          0.64         125
   518      0.033525       0.06705         0.176         0.616         125
   519     0.0335125      0.067025         0.256         0.616         125
   520        0.0335         0.067          0.16         0.584         125
   521     0.0334875      0.066975           0.2         0.552         125
   522      0.033475       0.06695         0.296         0.584         125
   523     0.0334625      0.066925         0.192         0.568         125
   524       0.03345        0.0669         0.272         0.544         125
   525     0.0334375      0.066875         0.304         0.576         125
   526      0.033425       0.06685         0.272         0.624         125
   527     0.0334125      0.066825         0.224           0.6         125
   528        0.0334        0.0668         0.288         0.568         125
   529     0.0333875      0.066775         0.192         0.552         125
   530      0.033375       0.06675         0.216         0.536         125
   531     0.0333625      0.066725         0.264         0.608         125
   532       0.03335        0.0667         0.152         0.496         125
   533     0.0333375      0.066675         0.168         0.488         125
   534      0.033325       0.06665         0.264         0.576         125
   535     0.0333125      0.066625         0.176         0.392         125
   536        0.0333        0.0666         0.184         0.552         125
   537     0.0332875      0.066575         0.208         0.568         125
   538      0.033275       0.06655         0.304         0.544         125
   539     0.0332625      0.066525         0.272         0.648         125
   540       0.03325        0.0665         0.136         0.544         125
   541     0.0332375      0.066475         0.184          0.56         125
   542      0.033225       0.06645         0.136         0.544         125
   543     0.0332125      0.066425         0.264         0.616         125
   544        0.0332        0.0664         0.232         0.592         125
   545     0.0331875      0.066375         0.224         0.504         125
   546      0.033175       0.06635         0.216         0.528         125
   547     0.0331625      0.066325         0.248         0.552         125
   548       0.03315        0.0663         0.208         0.512         125
   549     0.0331375      0.066275          0.16         0.488         125
   550      0.033125       0.06625         0.136         0.512         125
   551     0.0331125      0.066225          0.24         0.608         125
   552        0.0331        0.0662           0.2         0.536         125
   553     0.0330875      0.066175          0.28         0.648         125
   554      0.033075       0.06615         0.232          0.52         125
   555     0.0330625      0.066125          0.28         0.608         125
   556       0.03305        0.0661         0.184         0.536         125
   557     0.0330375      0.066075          0.16          0.44         125
   558      0.033025       0.06605          0.32         0.632         125
   559     0.0330125      0.066025          0.28         0.552         125
   560         0.033         0.066          0.24         0.624         125
   561     0.0329875      0.065975         0.128         0.504         125
   562      0.032975       0.06595         0.224         0.568         125
   563     0.0329625      0.065925         0.224         0.616         125
   564       0.03295        0.0659         0.208         0.576         125
   565     0.0329375      0.065875         0.184         0.544         125
   566      0.032925       0.06585         0.232         0.552         125
   567     0.0329125      0.065825         0.184         0.528         125
   568        0.0329        0.0658         0.256          0.56         125
   569     0.0328875      0.065775         0.208         0.552         125
   570      0.032875       0.06575         0.136         0.448         125
   571     0.0328625      0.065725         0.176         0.512         125
   572       0.03285        0.0657           0.2          0.56         125
   573     0.0328375      0.065675         0.248         0.544         125
   574      0.032825       0.06565         0.256         0.536         125
   575     0.0328125      0.065625         0.144         0.512         125
   576        0.0328        0.0656           0.2         0.528         125
   577     0.0327875      0.065575          0.24          0.56         125
   578      0.032775       0.06555         0.136         0.456         125
   579     0.0327625      0.065525         0.248         0.544         125
   580       0.03275        0.0655          0.28         0.616         125
   581     0.0327375      0.065475           0.2          0.56         125
   582      0.032725       0.06545         0.208          0.56         125
   583     0.0327125      0.065425         0.216         0.544         125
   584        0.0327        0.0654         0.152         0.552         125
   585     0.0326875      0.065375         0.264         0.624         125
   586      0.032675       0.06535         0.304         0.616         125
   587     0.0326625      0.065325         0.232          0.52         125
