run,batch_size,interval_scheduler,search_step,start_muon_lr,end_muon_lr,muon_lr,muon_momentum,interval_loss,final_loss
7,10000,linear,1,0.2,0.043,0.043,0.6,0.880267,0.880267
7,10000,linear,1,0.2,0.026,0.026,0.5,0.8778,0.8778
7,10000,linear,1,0.2,0.026,0.026,0.6,0.875974,0.875974
7,10000,linear,1,0.2,0.026,0.026,0.7,0.874451,0.874451
7,10000,linear,1,0.2,0.016,0.016,0.5,0.875894,0.875894
7,10000,linear,1,0.2,0.016,0.016,0.6,0.873157,0.873157
7,10000,linear,1,0.2,0.016,0.016,0.7,0.87253,0.87253
7,10000,linear,1,0.2,0.016,0.016,0.8,0.87331,0.87331
7,10000,linear,1,0.2,0.0093,0.0093,0.6,0.872985,0.872985
7,10000,linear,1,0.2,0.0093,0.0093,0.7,0.872564,0.872564
7,10000,linear,1,0.12,0.33,0.33,0.6,1.132886,1.132886
7,10000,linear,1,0.12,0.2,0.2,0.6,0.987368,0.987368
7,10000,linear,1,0.12,0.12,0.12,0.5,0.930589,0.930589
7,10000,linear,1,0.12,0.12,0.12,0.6,0.913118,0.913118
7,10000,linear,1,0.12,0.12,0.12,0.7,0.918448,0.918448
7,10000,linear,1,0.12,0.072,0.072,0.6,0.896586,0.896586
7,10000,linear,1,0.12,0.043,0.043,0.6,0.884775,0.884775
7,10000,linear,1,0.12,0.026,0.026,0.6,0.878406,0.878406
7,10000,linear,1,0.12,0.026,0.026,0.7,0.87725,0.87725
7,10000,linear,1,0.12,0.016,0.016,0.6,0.875747,0.875747
7,10000,linear,1,0.12,0.016,0.016,0.7,0.874309,0.874309
7,10000,linear,1,0.12,0.0093,0.0093,0.6,0.874729,0.874729
7,10000,linear,1,0.12,0.0093,0.0093,0.7,0.873067,0.873067
7,10000,linear,1,0.072,0.2,0.2,0.6,0.998595,0.998595
7,10000,linear,1,0.072,0.12,0.12,0.6,0.937504,0.937504
7,10000,linear,1,0.072,0.072,0.072,0.6,0.909247,0.909247
8,10000,constant,1,0.33,0.33,0.33,0.6,1.120185,1.120185
8,10000,constant,1,0.2,0.2,0.2,0.5,0.990721,0.990721
8,10000,constant,1,0.2,0.2,0.2,0.6,0.981112,0.981112
8,10000,constant,1,0.2,0.2,0.2,0.7,0.963061,0.963061
8,10000,constant,1,0.12,0.12,0.12,0.5,0.924697,0.924697
8,10000,constant,1,0.12,0.12,0.12,0.6,0.930065,0.930065
8,10000,constant,1,0.12,0.12,0.12,0.7,0.928437,0.928437
8,10000,constant,1,0.12,0.12,0.12,0.8,0.917606,0.917606
8,10000,constant,1,0.12,0.12,0.12,0.9,0.904347,0.904347
8,10000,constant,1,0.072,0.072,0.072,0.5,0.922739,0.922739
8,10000,constant,1,0.072,0.072,0.072,0.6,0.917774,0.917774
8,10000,constant,1,0.072,0.072,0.072,0.7,0.900332,0.900332
8,10000,constant,1,0.072,0.072,0.072,0.8,0.898444,0.898444
8,10000,constant,1,0.072,0.072,0.072,0.9,0.888883,0.888883
8,10000,constant,1,0.072,0.072,0.072,0.95,0.890848,0.890848
8,10000,constant,1,0.043,0.043,0.043,0.6,0.9135,0.9135
8,10000,constant,1,0.043,0.043,0.043,0.7,0.909164,0.909164
8,10000,constant,1,0.043,0.043,0.043,0.8,0.898868,0.898868
8,10000,constant,1,0.043,0.043,0.043,0.9,0.895774,0.895774
