search,batch_size,update,k,muon_lr,initial_muon_lr,train25_loss,val_acc,tta_val_acc,time_seconds,selected
18,2000,contra_fast_soft_aurora_half,0.0,0.22,0.22,0.902,0.93,0.9397,12.1395,True
18,2000,contra_fast_soft_aurora_half,1.0,0.18,0.22,0.8999,0.9311,0.9385,12.1397,False
19,2000,ns4_qr_aurora_half_blend,-2.0,0.28,0.18,0.908,0.9319,0.9393,12.6585,False
19,2000,ns4_qr_aurora_half_blend,-1.0,0.22,0.18,0.9028,0.9313,0.9409,12.662,True
19,2000,ns4_qr_aurora_half_blend,0.0,0.18,0.18,0.9011,0.9303,0.9402,12.6599,False
19,2000,ns4_qr_aurora_half_blend,1.0,0.14,0.18,0.9041,0.9268,0.9349,12.6573,False
20,2000,adamw_precond_norm,-1.0,0.076,0.061,0.9799,0.9016,0.9123,10.4044,False
20,2000,adamw_precond_norm,0.0,0.061,0.061,0.9816,0.9071,0.9174,10.3984,True
20,2000,adamw_precond_norm,1.0,0.049,0.061,0.9998,0.9006,0.909,10.4071,False
21,2000,adamh_radial_precond,-1.0,0.076,0.061,0.9777,0.9042,0.9155,10.5351,False
21,2000,adamh_radial_precond,0.0,0.061,0.061,0.9829,0.9039,0.9157,10.5375,True
21,2000,adamh_radial_precond,1.0,0.049,0.061,0.9996,0.9024,0.9106,10.5397,False
22,2000,adafactor_norm,-1.0,0.076,0.061,0.9904,0.9007,0.9105,10.464,False
22,2000,adafactor_norm,0.0,0.061,0.061,0.9918,0.9035,0.9144,10.4622,True
22,2000,adafactor_norm,1.0,0.049,0.061,1.0045,0.8986,0.9097,10.46,False
23,2000,adafactor_clipped_norm,-1.0,0.076,0.061,0.9896,0.8997,0.9096,10.4905,False
23,2000,adafactor_clipped_norm,0.0,0.061,0.061,0.9914,0.9029,0.9146,10.4975,True
23,2000,adafactor_clipped_norm,1.0,0.049,0.061,1.0053,0.8978,0.9088,10.4982,False
24,2000,signum_norm,-6.0,0.095,0.025,0.9829,0.9009,0.9106,10.3851,False
24,2000,signum_norm,-5.0,0.076,0.025,0.9854,0.9034,0.9142,10.3952,True
24,2000,signum_norm,-4.0,0.061,0.025,1.0003,0.8963,0.9076,10.3938,False
24,2000,signum_norm,-3.0,0.049,0.025,1.02,0.8941,0.9055,10.3914,False
24,2000,signum_norm,-2.0,0.039,0.025,1.0435,0.8874,0.9,10.3987,False
24,2000,signum_norm,-1.0,0.031,0.025,1.0705,0.8802,0.8914,10.4076,False
24,2000,signum_norm,0.0,0.025,0.025,1.0952,0.8753,0.8855,10.3963,False
24,2000,signum_norm,1.0,0.02,0.025,1.1228,0.8646,0.8763,10.4022,False
25,2000,lion_sign_norm,-4.0,0.061,0.025,0.9912,0.9024,0.9112,10.3985,False
25,2000,lion_sign_norm,-3.0,0.049,0.025,0.9856,0.9083,0.9154,10.4052,True
25,2000,lion_sign_norm,-2.0,0.039,0.025,0.9925,0.903,0.9103,10.396,False
25,2000,lion_sign_norm,-1.0,0.031,0.025,1.0054,0.898,0.9069,10.3996,False
25,2000,lion_sign_norm,0.0,0.025,0.025,1.0244,0.8943,0.9039,10.4001,False
25,2000,lion_sign_norm,1.0,0.02,0.025,1.0444,0.8895,0.8973,10.3923,False
26,2000,signum_rms_hybrid,-3.0,0.096,0.049,0.999,0.8946,0.903,10.4313,False
26,2000,signum_rms_hybrid,-2.0,0.077,0.049,0.9757,0.9076,0.9165,10.4337,True
26,2000,signum_rms_hybrid,-1.0,0.061,0.049,0.9859,0.904,0.9146,10.4349,False
26,2000,signum_rms_hybrid,0.0,0.049,0.049,1.0038,0.9001,0.9086,10.4333,False
26,2000,signum_rms_hybrid,1.0,0.039,0.049,1.024,0.8958,0.9062,10.4312,False
27,2000,raw_shampoo_norm,-4.0,0.15,0.061,0.9043,0.9293,0.9379,53.8489,False
27,2000,raw_shampoo_norm,-3.0,0.12,0.061,0.9107,0.9277,0.938,53.8365,True
27,2000,raw_shampoo_norm,-2.0,0.095,0.061,0.9253,0.9229,0.9315,53.8249,False
27,2000,raw_shampoo_norm,-1.0,0.076,0.061,0.944,0.9199,0.929,53.8356,False
27,2000,raw_shampoo_norm,0.0,0.061,0.061,0.9668,0.9154,0.9252,53.7391,False
27,2000,raw_shampoo_norm,1.0,0.049,0.061,0.9886,0.9082,0.9197,53.8315,False
28,2000,spectral_descent_raw,-3.0,0.12,0.061,0.9085,0.9268,0.9346,45.3958,False
28,2000,spectral_descent_raw,-2.0,0.095,0.061,0.9218,0.9259,0.9347,45.3502,True
28,2000,spectral_descent_raw,-1.0,0.076,0.061,0.9417,0.9203,0.9303,45.293,False
28,2000,spectral_descent_raw,0.0,0.061,0.061,0.9645,0.913,0.9254,45.3221,False
28,2000,spectral_descent_raw,1.0,0.049,0.061,0.9875,0.9068,0.917,45.3261,False
29,2000,raw_soap_norm,-3.0,0.12,0.061,0.9195,0.9199,0.9284,14.9752,False
29,2000,raw_soap_norm,-2.0,0.095,0.061,0.9348,0.9152,0.929,14.9617,True
29,2000,raw_soap_norm,-1.0,0.076,0.061,0.956,0.9142,0.9244,14.9594,False
29,2000,raw_soap_norm,0.0,0.061,0.061,0.9793,0.9058,0.9164,14.9899,False
29,2000,raw_soap_norm,1.0,0.049,0.061,1.0054,0.8979,0.91,14.969,False
30,2000,raw_kl_soap_norm,-4.0,0.15,0.061,0.9123,0.9217,0.9311,14.9284,False
30,2000,raw_kl_soap_norm,-3.0,0.12,0.061,0.9177,0.9236,0.9329,14.9491,True
30,2000,raw_kl_soap_norm,-2.0,0.095,0.061,0.9295,0.9203,0.9297,14.9615,False
30,2000,raw_kl_soap_norm,-1.0,0.076,0.061,0.947,0.9148,0.9264,14.9967,False
30,2000,raw_kl_soap_norm,0.0,0.061,0.061,0.9663,0.9135,0.9247,14.9995,False
30,2000,raw_kl_soap_norm,1.0,0.049,0.061,0.9877,0.9082,0.9182,14.9949,False
31,2000,sinksoap_raw_norm,-6.0,0.23,0.061,0.9099,0.9238,0.9301,15.1621,False
31,2000,sinksoap_raw_norm,-5.0,0.19,0.061,0.9035,0.9234,0.9327,15.1831,True
31,2000,sinksoap_raw_norm,-4.0,0.15,0.061,0.9049,0.92,0.9321,15.2249,False
31,2000,sinksoap_raw_norm,-3.0,0.12,0.061,0.9131,0.9225,0.9313,15.2308,False
31,2000,sinksoap_raw_norm,-2.0,0.095,0.061,0.9311,0.9161,0.9265,15.2325,False
31,2000,sinksoap_raw_norm,-1.0,0.076,0.061,0.953,0.9114,0.9235,15.2431,False
31,2000,sinksoap_raw_norm,0.0,0.061,0.061,0.9776,0.9036,0.9158,15.2456,False
31,2000,sinksoap_raw_norm,1.0,0.049,0.061,1.0038,0.9034,0.9122,15.2503,False
32,2000,psgd_kron_whiten_norm,-5.0,0.19,0.061,0.9205,0.9249,0.9335,53.0059,False
32,2000,psgd_kron_whiten_norm,-4.0,0.15,0.061,0.9153,0.9249,0.9341,53.3115,True
32,2000,psgd_kron_whiten_norm,-3.0,0.12,0.061,0.9163,0.9253,0.9323,53.4517,False
32,2000,psgd_kron_whiten_norm,-2.0,0.095,0.061,0.9249,0.9218,0.9295,53.579,False
32,2000,psgd_kron_whiten_norm,-1.0,0.076,0.061,0.9398,0.9165,0.9281,53.6893,False
32,2000,psgd_kron_whiten_norm,0.0,0.061,0.061,0.9608,0.9166,0.9262,53.7088,False
32,2000,psgd_kron_whiten_norm,1.0,0.049,0.061,0.9823,0.9109,0.9207,53.6739,False
33,2000,pmuon_bilateral_power_raw,-3.0,0.12,0.061,0.9439,0.914,0.9265,53.0502,False
33,2000,pmuon_bilateral_power_raw,-2.0,0.095,0.061,0.9416,0.9149,0.9278,53.212,True
33,2000,pmuon_bilateral_power_raw,-1.0,0.076,0.061,0.9522,0.9171,0.927,53.3174,False
33,2000,pmuon_bilateral_power_raw,0.0,0.061,0.061,0.9665,0.9162,0.9242,53.4626,False
33,2000,pmuon_bilateral_power_raw,1.0,0.049,0.061,0.9873,0.9098,0.9209,53.6061,False
34,2000,right_newton_cov_raw,-5.0,0.19,0.061,0.903,0.925,0.9354,48.0178,False
34,2000,right_newton_cov_raw,-4.0,0.15,0.061,0.904,0.9236,0.9366,48.23,True
34,2000,right_newton_cov_raw,-3.0,0.12,0.061,0.9098,0.9237,0.9333,48.4458,False
34,2000,right_newton_cov_raw,-2.0,0.095,0.061,0.925,0.9184,0.9295,48.5235,False
34,2000,right_newton_cov_raw,-1.0,0.076,0.061,0.946,0.918,0.9274,48.5389,False
34,2000,right_newton_cov_raw,0.0,0.061,0.061,0.9706,0.9094,0.9217,48.577,False
34,2000,right_newton_cov_raw,1.0,0.049,0.061,0.9937,0.9034,0.9166,48.7438,False
35,2000,left_newton_cov_raw,-5.0,0.19,0.061,0.9408,0.9145,0.9264,16.6605,False
35,2000,left_newton_cov_raw,-4.0,0.15,0.061,0.933,0.9192,0.9289,16.594,True
35,2000,left_newton_cov_raw,-3.0,0.12,0.061,0.9334,0.9179,0.9275,16.5038,False
35,2000,left_newton_cov_raw,-2.0,0.095,0.061,0.9396,0.9197,0.9274,16.4256,False
35,2000,left_newton_cov_raw,-1.0,0.076,0.061,0.9538,0.9172,0.927,16.3029,False
35,2000,left_newton_cov_raw,0.0,0.061,0.061,0.9715,0.9128,0.924,16.2533,False
35,2000,left_newton_cov_raw,1.0,0.049,0.061,0.9922,0.9086,0.9206,16.1758,False
36,2000,adam_soda_anchor,-3.0,0.12,0.061,1.0194,0.8911,0.8998,10.5032,False
36,2000,adam_soda_anchor,-2.0,0.095,0.061,1.0018,0.9014,0.912,10.497,True
36,2000,adam_soda_anchor,-1.0,0.076,0.061,1.0046,0.8998,0.9107,10.456,False
36,2000,adam_soda_anchor,0.0,0.061,0.061,1.0191,0.8971,0.9068,10.4782,False
36,2000,adam_soda_anchor,1.0,0.049,0.061,1.0413,0.8885,0.901,10.4906,False
37,2000,adam_radial_brake,-2.0,0.095,0.061,1.0082,0.8926,0.9035,10.5387,False
37,2000,adam_radial_brake,-1.0,0.076,0.061,0.9795,0.9077,0.9178,10.5423,True
37,2000,adam_radial_brake,0.0,0.061,0.061,0.984,0.9038,0.9159,10.5388,False
37,2000,adam_radial_brake,1.0,0.049,0.061,0.9993,0.9039,0.9126,10.5391,False
38,2000,muloco_update_extrap,-1.0,0.076,0.061,1.001,0.8974,0.9083,10.4754,False
38,2000,muloco_update_extrap,0.0,0.061,0.061,0.9896,0.9042,0.9127,10.4767,False
38,2000,muloco_update_extrap,1.0,0.049,0.061,0.9892,0.9065,0.9164,10.4774,True
38,2000,muloco_update_extrap,2.0,0.039,0.061,0.9998,0.9045,0.9127,10.4894,False
39,2000,late_rre_update_extrap,-1.0,0.076,0.061,1.0127,0.9001,0.9077,10.4257,False
39,2000,late_rre_update_extrap,0.0,0.061,0.061,1.0054,0.9027,0.9115,10.4227,True
39,2000,late_rre_update_extrap,1.0,0.049,0.061,1.0154,0.8985,0.9075,10.4338,False
