run,momentum_config,search_momentum,muon_nesterov,interval_index,start_step,muon_lr,muon_momentum,interval_loss,best_cooldown_muon_lr,best_cooldown_muon_momentum,best_final_loss
0,fixed_m0p6_nesterov,False,True,12,24,0.002,0.6,0.869205,0.0012,0.6,0.868854
0,fixed_m0p6_nesterov,False,True,13,26,0.0093,0.6,0.869993,0.002,0.6,0.868722
0,fixed_m0p6_nesterov,False,True,13,26,0.0056,0.6,0.86918,0.002,0.6,0.86852
0,fixed_m0p6_nesterov,False,True,13,26,0.0034,0.6,0.869107,0.002,0.6,0.868426
0,fixed_m0p6_nesterov,False,True,13,26,0.002,0.6,0.868845,0.0012,0.6,0.868502
0,fixed_m0p6_nesterov,False,True,14,28,0.0056,0.6,0.86895,0.002,0.6,0.868274
0,fixed_m0p6_nesterov,False,True,14,28,0.0034,0.6,0.868514,0.0012,0.6,0.868188
0,fixed_m0p6_nesterov,False,True,14,28,0.002,0.6,0.868431,0.0012,0.6,0.868146
0,fixed_m0p6_nesterov,False,True,14,28,0.0012,0.6,0.86853,0.0012,0.6,0.868262
0,fixed_m0p6_nesterov,False,True,15,30,0.0034,0.6,0.868311,0.0012,0.6,0.868
0,fixed_m0p6_nesterov,False,True,15,30,0.002,0.6,0.868194,0.0012,0.6,0.867975
0,fixed_m0p6_nesterov,False,True,15,30,0.0012,0.6,0.868146,0.0012,0.6,0.867988
0,fixed_m0p6_nesterov,False,True,16,32,0.016,0.6,0.87121,0.0056,0.6,0.868394
0,fixed_m0p6_nesterov,False,True,16,32,0.0093,0.6,0.870263,0.002,0.6,0.867688
0,fixed_m0p6_nesterov,False,True,16,32,0.0056,0.6,0.868394,0.002,0.6,0.867783
0,fixed_m0p6_nesterov,False,True,16,32,0.0034,0.6,0.868145,0.0012,0.6,0.867836
0,fixed_m0p6_nesterov,False,True,16,32,0.002,0.6,0.868031,0.0012,0.6,0.867841
0,fixed_m0p6_nesterov,False,True,16,32,0.0012,0.6,0.867976,0.00073,0.6,0.867845
0,fixed_m0p6_nesterov,False,True,17,34,0.016,0.6,0.8714,0.0034,0.6,0.867912
0,fixed_m0p6_nesterov,False,True,17,34,0.0093,0.6,0.86934,0.0093,0.6,0.868934
0,fixed_m0p6_nesterov,False,True,17,34,0.0056,0.6,0.86855,0.0012,0.6,0.86756
0,fixed_m0p6_nesterov,False,True,17,34,0.0034,0.6,0.868096,0.0012,0.6,0.867464
0,fixed_m0p6_nesterov,False,True,17,34,0.002,0.6,0.867719,0.0012,0.6,0.867454
0,fixed_m0p6_nesterov,False,True,17,34,0.0012,0.6,0.867939,0.00073,0.6,0.867575
0,fixed_m0p6_nesterov,False,True,18,36,0.0034,0.6,0.867657,0.00073,0.6,0.867396
0,fixed_m0p6_nesterov,False,True,18,36,0.002,0.6,0.867499,0.0012,0.6,0.867365
0,fixed_m0p6_nesterov,False,True,18,36,0.0012,0.6,0.867447,0.00073,0.6,0.867358
0,fixed_m0p6_nesterov,False,True,18,36,0.00073,0.6,0.867486,0.00073,0.6,0.867396
0,fixed_m0p6_nesterov,False,True,19,38,0.002,0.6,0.867476,0.0012,0.6,0.867323
0,fixed_m0p6_nesterov,False,True,19,38,0.0012,0.6,0.867393,0.00073,0.6,0.867308
0,fixed_m0p6_nesterov,False,True,19,38,0.00073,0.6,0.86736,0.00073,0.6,0.867308
0,fixed_m0p6_nesterov,False,True,19,38,0.00044,0.6,0.867385,0.00073,0.6,0.867332
0,fixed_m0p6_nesterov,False,True,20,40,0.0056,0.6,0.867691,0.002,0.6,0.867286
0,fixed_m0p6_nesterov,False,True,20,40,0.0034,0.6,0.86779,0.0012,0.6,0.86723
0,fixed_m0p6_nesterov,False,True,20,40,0.002,0.6,0.867392,0.0012,0.6,0.867235
0,fixed_m0p6_nesterov,False,True,20,40,0.0012,0.6,0.867319,0.00073,0.6,0.867236
0,fixed_m0p6_nesterov,False,True,20,40,0.00073,0.6,0.867307,0.00073,0.6,0.867264
0,fixed_m0p6_nesterov,False,True,20,40,0.00044,0.6,0.867317,0.00073,0.6,0.867273
0,fixed_m0p6_nesterov,False,True,21,42,0.0056,0.6,0.867823,0.0056,0.6,0.867871
0,fixed_m0p6_nesterov,False,True,21,42,0.0034,0.6,0.867469,0.0034,0.6,0.867383
0,fixed_m0p6_nesterov,False,True,21,42,0.002,0.6,0.867426,0.00073,0.6,0.867153
0,fixed_m0p6_nesterov,False,True,21,42,0.0012,0.6,0.867243,0.00073,0.6,0.867168
0,fixed_m0p6_nesterov,False,True,22,44,0.0034,0.6,0.86739,0.00073,0.6,0.867149
0,fixed_m0p6_nesterov,False,True,22,44,0.002,0.6,0.867438,0.00073,0.6,0.867128
0,fixed_m0p6_nesterov,False,True,22,44,0.0012,0.6,0.867216,0.00044,0.6,0.867125
0,fixed_m0p6_nesterov,False,True,22,44,0.00073,0.6,0.867157,0.00044,0.6,0.867124
0,fixed_m0p6_nesterov,False,True,22,44,0.00044,0.6,0.867174,0.00073,0.6,0.867133
0,fixed_m0p6_nesterov,False,True,23,46,0.0012,0.6,0.867152,0.00073,0.6,0.867105
0,fixed_m0p6_nesterov,False,True,23,46,0.00073,0.6,0.86713,0.00044,0.6,0.867102
0,fixed_m0p6_nesterov,False,True,23,46,0.00044,0.6,0.867123,0.00044,0.6,0.867105
0,fixed_m0p6_nesterov,False,True,24,48,0.0012,0.6,0.867121,,,0.867121
0,fixed_m0p6_nesterov,False,True,24,48,0.00073,0.6,0.867109,,,0.867109
0,fixed_m0p6_nesterov,False,True,24,48,0.00044,0.6,0.867103,,,0.867103
0,fixed_m0p6_nesterov,False,True,24,48,0.00026,0.6,0.86711,,,0.86711
1,search_momentum,True,False,0,0,0.33,0.5,2.225813,0.2,0.9,1.560715
1,search_momentum,True,False,0,0,0.33,0.6,2.227077,0.12,0.9,1.589582
1,search_momentum,True,False,0,0,0.2,0.4,2.204552,0.12,0.9,1.518984
1,search_momentum,True,False,0,0,0.2,0.5,2.205484,0.12,0.9,1.49623
1,search_momentum,True,False,0,0,0.2,0.6,2.20645,0.12,0.9,1.525789
1,search_momentum,True,False,0,0,0.2,0.7,2.207523,0.12,0.9,1.535886
1,search_momentum,True,False,0,0,0.12,0.4,2.204948,0.12,0.9,1.497974
1,search_momentum,True,False,0,0,0.12,0.5,2.205312,0.12,0.9,1.489844
1,search_momentum,True,False,0,0,0.12,0.6,2.206,0.12,0.9,1.501913
1,search_momentum,True,False,0,0,0.072,0.5,2.229404,0.12,0.9,1.527
1,search_momentum,True,False,1,2,0.2,0.5,1.76172,0.072,0.4,1.166255
1,search_momentum,True,False,1,2,0.12,0.4,1.622045,0.043,0.2,1.165328
1,search_momentum,True,False,1,2,0.12,0.5,1.458721,0.043,0.6,1.067623
1,search_momentum,True,False,1,2,0.12,0.6,1.573025,0.072,0.9,1.105618
1,search_momentum,True,False,1,2,0.072,0.5,1.569443,0.043,0.4,1.18659
1,search_momentum,True,False,2,4,0.2,0.5,1.624723,0.072,0.5,1.007723
1,search_momentum,True,False,2,4,0.12,0.4,1.286112,0.043,0.4,0.969286
1,search_momentum,True,False,2,4,0.12,0.5,1.221831,0.043,0.5,0.966981
1,search_momentum,True,False,2,4,0.12,0.6,1.201338,0.072,0.6,0.969591
1,search_momentum,True,False,2,4,0.072,0.4,1.102065,0.043,0.4,0.949255
1,search_momentum,True,False,2,4,0.072,0.5,1.110998,0.043,0.5,0.949942
1,search_momentum,True,False,2,4,0.072,0.6,1.107871,0.043,0.6,0.942189
1,search_momentum,True,False,2,4,0.043,0.4,1.070489,0.026,0.5,0.938444
1,search_momentum,True,False,2,4,0.043,0.5,1.088661,0.026,0.5,0.940139
1,search_momentum,True,False,2,4,0.043,0.6,1.070868,0.026,0.6,0.930354
1,search_momentum,True,False,2,4,0.043,0.7,1.085492,0.026,0.7,0.931742
1,search_momentum,True,False,2,4,0.026,0.5,1.111768,0.026,0.6,0.955756
1,search_momentum,True,False,2,4,0.026,0.6,1.104591,0.043,0.6,0.948877
1,search_momentum,True,False,3,6,0.072,0.6,1.047644,0.016,0.6,0.918197
1,search_momentum,True,False,3,6,0.043,0.5,0.942423,0.026,0.5,0.89918
1,search_momentum,True,False,3,6,0.043,0.6,0.961746,0.026,0.6,0.902429
1,search_momentum,True,False,3,6,0.043,0.7,0.952404,0.026,0.7,0.901807
1,search_momentum,True,False,3,6,0.026,0.5,0.944453,0.016,0.5,0.896912
1,search_momentum,True,False,3,6,0.026,0.6,0.936789,0.016,0.6,0.894878
1,search_momentum,True,False,3,6,0.026,0.7,0.943032,0.016,0.7,0.896205
1,search_momentum,True,False,3,6,0.016,0.5,0.959781,0.016,0.6,0.902762
1,search_momentum,True,False,3,6,0.016,0.6,0.954941,0.026,0.8,0.893433
1,search_momentum,True,False,3,6,0.016,0.7,0.959675,0.026,0.6,0.897665
1,search_momentum,True,False,3,6,0.0093,0.6,0.977052,0.026,0.9,0.896404
1,search_momentum,True,False,4,8,0.043,0.6,0.954306,0.026,0.6,0.891632
1,search_momentum,True,False,4,8,0.026,0.5,0.90189,0.016,0.5,0.887846
1,search_momentum,True,False,4,8,0.026,0.6,0.89595,0.0056,0.6,0.883505
1,search_momentum,True,False,4,8,0.026,0.7,0.905988,0.016,0.6,0.884845
1,search_momentum,True,False,4,8,0.016,0.5,0.900733,0.0093,0.6,0.885388
1,search_momentum,True,False,4,8,0.016,0.6,0.900819,0.0093,0.6,0.883597
1,search_momentum,True,False,4,8,0.016,0.7,0.90132,0.0093,0.7,0.883757
1,search_momentum,True,False,4,8,0.0093,0.6,0.908839,0.0093,0.7,0.88802
1,search_momentum,True,False,5,10,0.043,0.6,0.965606,0.026,0.6,0.895117
1,search_momentum,True,False,5,10,0.026,0.5,0.903861,0.016,0.5,0.880404
1,search_momentum,True,False,5,10,0.026,0.6,0.903489,0.016,0.6,0.878225
1,search_momentum,True,False,5,10,0.026,0.7,0.90319,0.016,0.7,0.879881
1,search_momentum,True,False,5,10,0.016,0.5,0.887817,0.0093,0.5,0.876495
1,search_momentum,True,False,5,10,0.016,0.6,0.885371,0.0093,0.5,0.877148
1,search_momentum,True,False,5,10,0.016,0.7,0.887195,0.0093,0.7,0.875439
1,search_momentum,True,False,5,10,0.016,0.8,0.889003,0.0093,0.8,0.875742
1,search_momentum,True,False,5,10,0.0093,0.6,0.88466,0.0056,0.6,0.877062
1,search_momentum,True,False,5,10,0.0093,0.7,0.882962,0.0056,0.7,0.876141
1,search_momentum,True,False,6,12,0.026,0.7,0.899479,0.016,0.7,0.876527
1,search_momentum,True,False,6,12,0.016,0.6,0.882416,0.0093,0.6,0.873165
1,search_momentum,True,False,6,12,0.016,0.7,0.887008,0.0056,0.7,0.873388
1,search_momentum,True,False,6,12,0.016,0.8,0.885969,0.0093,0.8,0.87361
1,search_momentum,True,False,6,12,0.0093,0.6,0.882055,0.0034,0.6,0.87412
1,search_momentum,True,False,6,12,0.0093,0.7,0.876151,0.0056,0.7,0.872044
1,search_momentum,True,False,6,12,0.0093,0.8,0.883002,0.0056,0.8,0.874036
1,search_momentum,True,False,6,12,0.0056,0.7,0.877254,0.0034,0.7,0.873487
1,search_momentum,True,False,7,14,0.016,0.7,0.880032,0.0034,0.7,0.871366
1,search_momentum,True,False,7,14,0.0093,0.6,0.874037,0.0056,0.6,0.870552
1,search_momentum,True,False,7,14,0.0093,0.7,0.874204,0.0056,0.7,0.870214
1,search_momentum,True,False,7,14,0.0093,0.8,0.874235,0.0056,0.8,0.870461
1,search_momentum,True,False,7,14,0.0056,0.7,0.87179,0.0056,0.7,0.870366
1,search_momentum,True,False,8,16,0.016,0.7,0.884321,0.0093,0.7,0.871309
1,search_momentum,True,False,8,16,0.0093,0.6,0.874025,0.0056,0.6,0.869456
1,search_momentum,True,False,8,16,0.0093,0.7,0.87555,0.0056,0.7,0.869778
1,search_momentum,True,False,8,16,0.0093,0.8,0.875219,0.0056,0.8,0.869532
1,search_momentum,True,False,8,16,0.0056,0.6,0.872036,0.0034,0.6,0.86967
1,search_momentum,True,False,8,16,0.0056,0.7,0.870667,0.0034,0.7,0.8692
1,search_momentum,True,False,8,16,0.0056,0.8,0.872329,0.0034,0.8,0.869585
1,search_momentum,True,False,8,16,0.0034,0.7,0.87082,0.002,0.7,0.869671
1,search_momentum,True,False,9,18,0.0093,0.7,0.87236,0.0056,0.7,0.868768
1,search_momentum,True,False,9,18,0.0056,0.6,0.870232,0.0034,0.6,0.868635
1,search_momentum,True,False,9,18,0.0056,0.7,0.870501,0.0034,0.7,0.868641
1,search_momentum,True,False,9,18,0.0056,0.8,0.87042,0.0034,0.8,0.868545
1,search_momentum,True,False,9,18,0.0034,0.6,0.869749,0.0034,0.6,0.868732
1,search_momentum,True,False,9,18,0.0034,0.7,0.869128,0.0034,0.7,0.868493
1,search_momentum,True,False,9,18,0.0034,0.8,0.869885,0.0034,0.8,0.868751
1,search_momentum,True,False,9,18,0.002,0.7,0.869595,0.0034,0.7,0.868887
1,search_momentum,True,False,10,20,0.0056,0.7,0.869542,0.0034,0.7,0.868309
1,search_momentum,True,False,10,20,0.0056,0.8,0.869191,0.002,0.7,0.868229
1,search_momentum,True,False,10,20,0.0034,0.6,0.868727,0.002,0.6,0.86818
1,search_momentum,True,False,10,20,0.0034,0.7,0.868597,0.0012,0.5,0.868205
1,search_momentum,True,False,10,20,0.0034,0.8,0.868719,0.0034,0.8,0.868019
1,search_momentum,True,False,10,20,0.0034,0.9,0.868798,0.002,0.9,0.868093
1,search_momentum,True,False,10,20,0.002,0.7,0.868739,0.0034,0.6,0.868242
1,search_momentum,True,False,10,20,0.002,0.8,0.868736,0.0034,0.8,0.868108
1,search_momentum,True,False,11,22,0.0056,0.8,0.868945,0.0034,0.8,0.867928
1,search_momentum,True,False,11,22,0.0056,0.9,0.868732,0.0056,0.9,0.868383
1,search_momentum,True,False,11,22,0.0034,0.7,0.868196,0.002,0.7,0.867837
1,search_momentum,True,False,11,22,0.0034,0.8,0.868127,0.0034,0.8,0.867654
1,search_momentum,True,False,11,22,0.0034,0.9,0.868204,0.0034,0.9,0.867577
1,search_momentum,True,False,11,22,0.002,0.8,0.868021,0.002,0.7,0.867749
1,search_momentum,True,False,11,22,0.002,0.9,0.868036,0.0034,0.9,0.867643
1,search_momentum,True,False,12,24,0.0056,0.9,0.869062,0.002,0.9,0.867502
1,search_momentum,True,False,12,24,0.0034,0.8,0.868455,0.0012,0.8,0.867536
1,search_momentum,True,False,12,24,0.0034,0.9,0.868402,0.002,0.9,0.86748
1,search_momentum,True,False,12,24,0.002,0.8,0.868129,0.0012,0.8,0.867605
1,search_momentum,True,False,12,24,0.002,0.9,0.8677,0.0034,0.9,0.867475
1,search_momentum,True,False,12,24,0.0012,0.9,0.867737,0.00073,0.9,0.867597
1,search_momentum,True,False,13,26,0.0034,0.8,0.867767,0.002,0.8,0.867334
1,search_momentum,True,False,13,26,0.0034,0.9,0.867779,0.0012,0.9,0.867311
1,search_momentum,True,False,13,26,0.002,0.7,0.86759,0.0012,0.7,0.867361
1,search_momentum,True,False,13,26,0.002,0.8,0.867624,0.002,0.8,0.8673
1,search_momentum,True,False,13,26,0.002,0.9,0.867765,0.0012,0.9,0.8674
1,search_momentum,True,False,13,26,0.0012,0.8,0.867485,0.0012,0.8,0.867379
1,search_momentum,True,False,13,26,0.0012,0.9,0.867494,0.002,0.9,0.867308
1,search_momentum,True,False,14,28,0.0034,0.8,0.868113,0.0012,0.8,0.867322
1,search_momentum,True,False,14,28,0.002,0.7,0.867674,0.002,0.7,0.867278
1,search_momentum,True,False,14,28,0.002,0.8,0.867692,0.002,0.8,0.867258
1,search_momentum,True,False,14,28,0.002,0.9,0.867704,0.0012,0.9,0.867272
1,search_momentum,True,False,14,28,0.0012,0.8,0.867382,0.00073,0.8,0.867275
1,search_momentum,True,False,15,30,0.0034,0.8,0.868905,0.002,0.8,0.867276
1,search_momentum,True,False,15,30,0.002,0.7,0.867749,0.0012,0.7,0.867261
1,search_momentum,True,False,15,30,0.002,0.8,0.867741,0.0012,0.8,0.867255
1,search_momentum,True,False,15,30,0.002,0.9,0.867757,0.0012,0.9,0.867252
1,search_momentum,True,False,15,30,0.0012,0.7,0.867395,0.00044,0.7,0.867256
1,search_momentum,True,False,15,30,0.0012,0.8,0.867313,0.00073,0.8,0.867215
1,search_momentum,True,False,15,30,0.0012,0.9,0.867401,0.00073,0.9,0.867253
1,search_momentum,True,False,15,30,0.00073,0.8,0.867306,0.00044,0.8,0.867251
1,search_momentum,True,False,16,32,0.0034,0.8,0.867731,0.002,0.8,0.867185
1,search_momentum,True,False,16,32,0.002,0.7,0.867235,0.00073,0.9,0.867136
1,search_momentum,True,False,16,32,0.002,0.8,0.867303,0.0012,0.8,0.867127
1,search_momentum,True,False,16,32,0.002,0.9,0.867492,0.00073,0.9,0.867178
1,search_momentum,True,False,16,32,0.0012,0.7,0.867276,0.0012,0.7,0.867159
1,search_momentum,True,False,16,32,0.0012,0.8,0.867363,0.0012,0.8,0.867166
1,search_momentum,True,False,16,32,0.0012,0.9,0.867283,0.0012,0.9,0.867139
1,search_momentum,True,False,16,32,0.00073,0.8,0.867221,0.00073,0.8,0.867165
1,search_momentum,True,False,17,34,0.0034,0.8,0.867996,0.0012,0.8,0.867157
1,search_momentum,True,False,17,34,0.002,0.7,0.867365,0.0012,0.7,0.867104
1,search_momentum,True,False,17,34,0.002,0.8,0.867574,0.0012,0.8,0.86712
1,search_momentum,True,False,17,34,0.002,0.9,0.867482,0.0012,0.9,0.867116
1,search_momentum,True,False,17,34,0.0012,0.7,0.867282,0.0012,0.7,0.867103
1,search_momentum,True,False,17,34,0.0012,0.8,0.867163,0.0012,0.8,0.867077
1,search_momentum,True,False,17,34,0.0012,0.9,0.867295,0.00073,0.9,0.867112
1,search_momentum,True,False,17,34,0.00073,0.8,0.867172,0.0012,0.8,0.867109
1,search_momentum,True,False,18,36,0.002,0.8,0.867345,0.00073,0.8,0.86707
1,search_momentum,True,False,18,36,0.002,0.9,0.867315,0.00073,0.9,0.867068
1,search_momentum,True,False,18,36,0.0012,0.7,0.867151,0.00073,0.7,0.867062
1,search_momentum,True,False,18,36,0.0012,0.8,0.86716,0.0012,0.8,0.867043
1,search_momentum,True,False,18,36,0.0012,0.9,0.867184,0.0012,0.9,0.867035
1,search_momentum,True,False,18,36,0.00073,0.8,0.867088,0.00044,0.8,0.867056
1,search_momentum,True,False,18,36,0.00073,0.9,0.867098,0.00044,0.9,0.867052
1,search_momentum,True,False,19,38,0.002,0.9,0.867535,0.002,0.9,0.867087
1,search_momentum,True,False,19,38,0.0012,0.8,0.86722,0.00073,0.8,0.867045
1,search_momentum,True,False,19,38,0.0012,0.9,0.867203,0.00073,0.9,0.867038
1,search_momentum,True,False,19,38,0.00073,0.8,0.867114,0.00044,0.8,0.867047
1,search_momentum,True,False,19,38,0.00073,0.9,0.86707,0.00044,0.9,0.867029
1,search_momentum,True,False,19,38,0.00044,0.9,0.867066,0.00016,0.9,0.867046
1,search_momentum,True,False,20,40,0.002,0.9,0.867234,0.0012,0.9,0.867015
1,search_momentum,True,False,20,40,0.0012,0.8,0.867056,0.00073,0.8,0.867002
1,search_momentum,True,False,20,40,0.0012,0.9,0.867127,0.0012,0.9,0.866998
1,search_momentum,True,False,20,40,0.00073,0.8,0.86707,0.00073,0.8,0.867001
1,search_momentum,True,False,20,40,0.00073,0.9,0.867094,0.00044,0.9,0.867014
1,search_momentum,True,False,20,40,0.00044,0.9,0.867038,0.00073,0.9,0.867007
1,search_momentum,True,False,21,42,0.002,0.9,0.867572,0.0012,0.9,0.86702
1,search_momentum,True,False,21,42,0.0012,0.8,0.867156,0.00073,0.8,0.867004
1,search_momentum,True,False,21,42,0.0012,0.9,0.867144,0.00073,0.9,0.866998
1,search_momentum,True,False,21,42,0.00073,0.8,0.867044,0.00044,0.8,0.866997
1,search_momentum,True,False,21,42,0.00073,0.9,0.867021,0.00044,0.9,0.866992
1,search_momentum,True,False,21,42,0.00044,0.9,0.867013,0.00016,0.9,0.866998
1,search_momentum,True,False,22,44,0.0012,0.8,0.867052,0.00044,0.8,0.866972
1,search_momentum,True,False,22,44,0.0012,0.9,0.867117,0.00073,0.9,0.866978
1,search_momentum,True,False,22,44,0.00073,0.7,0.867026,0.00044,0.7,0.866976
1,search_momentum,True,False,22,44,0.00073,0.8,0.867035,0.00073,0.8,0.866967
1,search_momentum,True,False,22,44,0.00073,0.9,0.867055,0.00073,0.9,0.866972
1,search_momentum,True,False,22,44,0.00044,0.8,0.866994,0.00044,0.8,0.866975
1,search_momentum,True,False,22,44,0.00044,0.9,0.866997,0.00026,0.9,0.866976
1,search_momentum,True,False,23,46,0.0012,0.8,0.867186,0.00073,0.8,0.866975
1,search_momentum,True,False,23,46,0.00073,0.7,0.867034,0.00073,0.7,0.866972
1,search_momentum,True,False,23,46,0.00073,0.8,0.867031,0.00044,0.8,0.866972
1,search_momentum,True,False,23,46,0.00073,0.9,0.867035,0.00044,0.9,0.866971
1,search_momentum,True,False,23,46,0.00044,0.7,0.866992,0.00026,0.7,0.866971
1,search_momentum,True,False,23,46,0.00044,0.8,0.866983,0.00026,0.8,0.866968
1,search_momentum,True,False,23,46,0.00044,0.9,0.866993,0.00026,0.9,0.866971
1,search_momentum,True,False,23,46,0.00026,0.8,0.866982,0.00016,0.8,0.866972
1,search_momentum,True,False,24,48,0.00073,0.8,0.866982,,,0.866982
1,search_momentum,True,False,24,48,0.00044,0.7,0.866978,,,0.866978
1,search_momentum,True,False,24,48,0.00044,0.8,0.866989,,,0.866989
1,search_momentum,True,False,24,48,0.00044,0.9,0.866979,,,0.866979
1,search_momentum,True,False,24,48,0.00026,0.7,0.866976,,,0.866976
1,search_momentum,True,False,24,48,0.00026,0.8,0.86697,,,0.86697
1,search_momentum,True,False,24,48,0.00026,0.9,0.866977,,,0.866977
1,search_momentum,True,False,24,48,0.00016,0.8,0.866971,,,0.866971
