# percentile = weighted fraction of best-lr count mass with lr <= target
# percentile values are fractions in [0, 1]
# run = cifar_line_search9_bs500.log
  step         gt_lr      gt_lr_x2       log_pct    log_x2_pct   log_count
   553    0.02439125     0.0487825         0.248          0.57         500
   554     0.0242925      0.048585         0.204         0.546         500
   555    0.02419375     0.0483875          0.23         0.572         500
   556      0.024095       0.04819         0.216         0.526         500
   557    0.02399625     0.0479925         0.234         0.548         500
   558     0.0238975      0.047795         0.256         0.532         500
   559    0.02379875     0.0475975         0.218          0.54         500
   560        0.0237        0.0474         0.198         0.512         500
   561    0.02360125     0.0472025         0.206         0.538         500
   562     0.0235025      0.047005          0.22          0.53         500
   563    0.02340375     0.0468075         0.224          0.56         500
   564      0.023305       0.04661         0.218         0.512         500
   565    0.02320625     0.0464125         0.238         0.554         500
   566     0.0231075      0.046215         0.214         0.536         500
   567    0.02300875     0.0460175         0.272         0.574         500
   568       0.02291       0.04582         0.208         0.498         500
   569    0.02281125     0.0456225          0.28         0.532         500
   570     0.0227125      0.045425         0.272         0.538         500
   571    0.02261375     0.0452275         0.218         0.482         500
   572      0.022515       0.04503         0.272         0.532         500
   573    0.02241625     0.0448325         0.272         0.548         500
   574     0.0223175      0.044635          0.25          0.54         500
   575    0.02221875     0.0444375         0.174         0.436         500
   576       0.02212       0.04424         0.204          0.49         500
   577    0.02202125     0.0440425         0.274          0.54         500
   578     0.0219225      0.043845         0.238         0.526         500
   579    0.02182375     0.0436475           0.2         0.468         500
   580      0.021725       0.04345          0.28         0.552         500
   581    0.02162625     0.0432525          0.21         0.512         500
   582     0.0215275      0.043055         0.236         0.496         500
   583    0.02142875     0.0428575         0.208         0.518         500
   584       0.02133       0.04266         0.256         0.524         500
   585    0.02123125     0.0424625         0.248          0.58         500
   586     0.0211325      0.042265         0.214         0.546         500
   587    0.02103375     0.0420675         0.278         0.592         500
   588      0.020935       0.04187         0.224         0.542         500
   589    0.02083625     0.0416725         0.264         0.544         500
   590     0.0207375      0.041475          0.22         0.548         500
   591    0.02063875     0.0412775         0.254         0.596         500
   592       0.02054       0.04108          0.18         0.548         500
   593    0.02044125     0.0408825         0.164         0.542         500
   594     0.0203425      0.040685         0.194         0.546         500
   595    0.02024375     0.0404875         0.172         0.508         500
   596      0.020145       0.04029         0.164         0.522         500
   597    0.02004625     0.0400925         0.182         0.438         500
   598     0.0199475      0.039895           0.2         0.434         500
   599    0.01984875     0.0396975         0.222         0.448         500
   600       0.01975        0.0395         0.182         0.472         500
   601    0.01965125     0.0393025          0.21         0.488         500
   602     0.0195525      0.039105         0.178         0.464         500
   603    0.01945375     0.0389075         0.198         0.446         500
   604      0.019355       0.03871          0.17         0.444         500
   605    0.01925625     0.0385125         0.158         0.454         500
   606     0.0191575      0.038315         0.194         0.498         500
   607    0.01905875     0.0381175         0.216         0.516         500
   608       0.01896       0.03792         0.182         0.484         500
   609    0.01886125     0.0377225         0.144         0.482         500
   610     0.0187625      0.037525         0.174         0.498         500
   611    0.01866375     0.0373275         0.162         0.428         500
   612      0.018565       0.03713          0.16         0.492         500
   613    0.01846625     0.0369325         0.166         0.458         500
   614     0.0183675      0.036735         0.222           0.5         500
   615    0.01826875     0.0365375         0.232         0.514         500
   616       0.01817       0.03634         0.204         0.452         500
   617    0.01807125     0.0361425          0.24         0.486         500
   618     0.0179725      0.035945         0.226          0.55         500
   619    0.01787375     0.0357475          0.21         0.478         500
   620      0.017775       0.03555         0.194         0.476         500
   621    0.01767625     0.0353525         0.196         0.476         500
   622     0.0175775      0.035155         0.176         0.408         500
   623    0.01747875     0.0349575         0.216          0.49         500
   624       0.01738       0.03476         0.226         0.496         500
   625    0.01728125     0.0345625         0.188          0.53         500
   626     0.0171825      0.034365         0.222          0.53         500
   627    0.01708375     0.0341675         0.166         0.456         500
   628      0.016985       0.03397         0.178         0.422         500
   629    0.01688625     0.0337725         0.238         0.534         500
   630     0.0167875      0.033575          0.21         0.526         500
   631    0.01668875     0.0333775         0.212         0.518         500
   632       0.01659       0.03318         0.202         0.456         500
   633    0.01649125     0.0329825         0.142         0.422         500
   634     0.0163925      0.032785         0.168          0.52         500
   635    0.01629375     0.0325875         0.144         0.468         500
   636      0.016195       0.03239         0.166         0.526         500
   637    0.01609625     0.0321925         0.178         0.414         500
   638     0.0159975      0.031995         0.184         0.394         500
   639    0.01589875     0.0317975         0.156          0.32         500
   640        0.0158        0.0316         0.136         0.366         500
   641    0.01570125     0.0314025         0.138         0.336         500
   642     0.0156025      0.031205         0.162         0.368         500
   643    0.01550375     0.0310075         0.156         0.412         500
   644      0.015405       0.03081         0.198         0.402         500
   645    0.01530625     0.0306125          0.17          0.41         500
   646     0.0152075      0.030415          0.15          0.34         500
   647    0.01510875     0.0302175         0.202         0.406         500
   648       0.01501       0.03002          0.15          0.38         500
   649    0.01491125     0.0298225         0.178         0.426         500
   650     0.0148125      0.029625         0.172         0.412         500
   651    0.01471375     0.0294275         0.194         0.408         500
   652      0.014615       0.02923         0.176         0.394         500
   653    0.01451625     0.0290325         0.172         0.406         500
   654     0.0144175      0.028835         0.162          0.38         500
   655    0.01431875     0.0286375         0.212          0.43         500
   656       0.01422       0.02844         0.168         0.382         500
   657    0.01412125     0.0282425         0.216         0.406         500
   658     0.0140225      0.028045          0.19         0.402         500
   659    0.01392375     0.0278475         0.184          0.38         500
   660      0.013825       0.02765         0.166          0.34         500
   661    0.01372625     0.0274525         0.192         0.448         500
   662     0.0136275      0.027255         0.162         0.382         500
   663    0.01352875     0.0270575         0.168          0.38         500
   664       0.01343       0.02686         0.156         0.382         500
   665    0.01333125     0.0266625         0.182         0.428         500
   666     0.0132325      0.026465         0.176           0.4         500
   667    0.01313375     0.0262675         0.114         0.402         500
   668      0.013035       0.02607          0.16          0.45         500
   669    0.01293625     0.0258725         0.138         0.414         500
   670     0.0128375      0.025675          0.15         0.286         500
   671    0.01273875     0.0254775         0.148         0.242         500
   672       0.01264       0.02528         0.144           0.3         500
   673    0.01254125     0.0250825         0.154          0.28         500
   674     0.0124425      0.024885          0.16          0.31         500
   675    0.01234375     0.0246875         0.108          0.26         500
   676      0.012245       0.02449          0.09          0.24         500
   677    0.01214625     0.0242925         0.138         0.318         500
   678     0.0120475      0.024095          0.13          0.27         500
   679    0.01194875     0.0238975         0.156         0.332         500
   680       0.01185        0.0237         0.154         0.296         500
   681    0.01175125     0.0235025         0.156         0.282         500
   682     0.0116525      0.023305         0.146         0.304         500
   683    0.01155375     0.0231075         0.222         0.376         500
   684      0.011455       0.02291         0.178         0.348         500
   685    0.01135625     0.0227125         0.106         0.256         500
   686     0.0112575      0.022515         0.174         0.292         500
   687    0.01115875     0.0223175          0.14         0.286         500
   688       0.01106       0.02212          0.17         0.306         500
   689    0.01096125     0.0219225         0.148         0.246         500
   690     0.0108625      0.021725          0.14         0.326         500
   691    0.01076375     0.0215275         0.118         0.278         500
   692      0.010665       0.02133         0.152         0.296         500
   693    0.01056625     0.0211325         0.156         0.326         500
   694     0.0104675      0.020935         0.118         0.282         500
   695    0.01036875     0.0207375         0.154         0.294         500
   696       0.01027       0.02054         0.122          0.24         500
   697    0.01017125     0.0203425         0.102         0.176         500
   698     0.0100725      0.020145         0.144          0.24         500
   699    0.00997375     0.0199475         0.142         0.242         500
   700      0.009875       0.01975         0.126         0.236         500
   701    0.00977625     0.0195525         0.144         0.276         500
   702     0.0096775      0.019355          0.15         0.258         500
   703    0.00957875     0.0191575         0.134         0.246         500
   704       0.00948       0.01896         0.116         0.222         500
   705    0.00938125     0.0187625         0.138         0.306         500
   706     0.0092825      0.018565          0.16         0.268         500
   707    0.00918375     0.0183675          0.12         0.244         500
   708      0.009085       0.01817          0.14          0.24         500
   709    0.00898625     0.0179725         0.122         0.198         500
   710     0.0088875      0.017775         0.154         0.244         500
   711    0.00878875     0.0175775         0.138         0.252         500
   712       0.00869       0.01738         0.134         0.268         500
   713    0.00859125     0.0171825         0.136          0.26         500
   714     0.0084925      0.016985         0.126         0.266         500
   715    0.00839375     0.0167875          0.13         0.286         500
   716      0.008295       0.01659         0.134         0.264         500
   717    0.00819625     0.0163925         0.124         0.188         500
   718     0.0080975      0.016195         0.126         0.192         500
   719    0.00799875     0.0159975         0.112         0.164         500
   720        0.0079        0.0158         0.118         0.206         500
   721    0.00780125     0.0156025          0.09         0.172         500
   722     0.0077025      0.015405          0.14         0.214         500
   723    0.00760375     0.0152075         0.108         0.178         500
   724      0.007505       0.01501         0.116         0.182         500
   725    0.00740625     0.0148125         0.122         0.186         500
   726     0.0073075      0.014615         0.112          0.18         500
   727    0.00720875     0.0144175          0.12         0.176         500
   728       0.00711       0.01422         0.128         0.184         500
   729    0.00701125     0.0140225         0.118          0.19         500
   730     0.0069125      0.013825          0.15         0.216         500
   731    0.00681375     0.0136275          0.11         0.196         500
   732      0.006715       0.01343         0.124         0.218         500
   733    0.00661625     0.0132325         0.098         0.182         500
   734     0.0065175      0.013035         0.102          0.14         500
   735    0.00641875     0.0128375         0.112         0.184         500
   736       0.00632       0.01264           0.1         0.126         500
   737    0.00622125     0.0124425         0.118          0.17         500
   738     0.0061225      0.012245          0.09         0.144         500
   739    0.00602375     0.0120475         0.106         0.132         500
   740      0.005925       0.01185         0.092          0.13         500
   741    0.00582625     0.0116525         0.112          0.16         500
   742     0.0057275      0.011455         0.128         0.164         500
   743    0.00562875     0.0112575          0.11         0.154         500
   744       0.00553       0.01106         0.106         0.164         500
   745    0.00543125     0.0108625           0.1         0.132         500
   746     0.0053325      0.010665         0.114         0.184         500
   747    0.00523375     0.0104675         0.094         0.128         500
   748      0.005135       0.01027         0.074         0.114         500
   749    0.00503625     0.0100725         0.094         0.126         500
   750     0.0049375      0.009875         0.122         0.154         500
   751    0.00483875     0.0096775         0.096         0.128         500
   752       0.00474       0.00948         0.132         0.162         500
   753    0.00464125     0.0092825         0.102          0.13         500
   754     0.0045425      0.009085         0.112         0.146         500
   755    0.00444375     0.0088875         0.116          0.15         500
   756      0.004345       0.00869          0.11         0.144         500
   757    0.00424625     0.0084925          0.08         0.104         500
   758     0.0041475      0.008295         0.126         0.154         500
   759    0.00404875     0.0080975         0.134          0.16         500
   760       0.00395        0.0079         0.088         0.114         500
   761    0.00385125     0.0077025         0.096          0.11         500
   762     0.0037525      0.007505         0.104         0.124         500
   763    0.00365375     0.0073075         0.092         0.104         500
   764      0.003555       0.00711         0.096         0.116         500
   765    0.00345625     0.0069125         0.094         0.108         500
   766     0.0033575      0.006715         0.086         0.112         500
   767    0.00325875     0.0065175         0.094          0.11         500
   768       0.00316       0.00632         0.124         0.144         500
   769    0.00306125     0.0061225         0.102         0.122         500
   770     0.0029625      0.005925         0.102         0.118         500
   771    0.00286375     0.0057275         0.136         0.158         500
   772      0.002765       0.00553         0.106          0.12         500
   773    0.00266625     0.0053325         0.098          0.11         500
   774     0.0025675      0.005135         0.108          0.12         500
   775    0.00246875     0.0049375         0.084         0.098         500
   776       0.00237       0.00474           0.1         0.112         500
   777    0.00227125     0.0045425         0.092         0.104         500
   778     0.0021725      0.004345         0.108         0.122         500
   779    0.00207375     0.0041475         0.082         0.098         500
   780      0.001975       0.00395         0.102         0.108         500
   781    0.00187625     0.0037525         0.084         0.094         500
   782     0.0017775      0.003555         0.124         0.134         500
   783    0.00167875     0.0033575          0.13         0.138         500
   784       0.00158       0.00316         0.104         0.112         500
   785    0.00148125     0.0029625          0.12         0.124         500
   786     0.0013825      0.002765         0.102         0.116         500
   787    0.00128375     0.0025675         0.064          0.08         500
   788      0.001185       0.00237         0.098         0.102         500
   789    0.00108625     0.0021725         0.094         0.104         500
   790     0.0009875      0.001975         0.096         0.104         500
   791    0.00088875     0.0017775         0.068          0.08         500
   792       0.00079       0.00158         0.092         0.096         500
   793    0.00069125     0.0013825          0.05         0.056         500
   794     0.0005925      0.001185         0.066         0.072         500
   795    0.00049375     0.0009875          0.08         0.092         500
   796      0.000395       0.00079         0.082          0.09         500
   797    0.00029625     0.0005925          0.04          0.07         500
   798     0.0001975      0.000395         0.074         0.096         500
   799     9.875e-05     0.0001975         0.026         0.026         500
