round,candidate,step,lr_mult,loss,avg3
65,4,646,0.0277612,3.37845,3.352522
65,4,647,0.0277612,3.312066,3.34668
65,4,648,0.0277612,3.347497,3.346004
65,4,649,0.0277612,3.32209,3.327218
65,4,650,0.0277612,3.359186,3.342924
66,2,651,0.0222089,3.299436,3.299436
66,2,652,0.0222089,3.359965,3.329701
66,2,653,0.0222089,3.388268,3.349223
66,2,654,0.0222089,3.369944,3.372726
66,2,655,0.0222089,3.367264,3.375159
66,2,656,0.0222089,3.289417,3.342208
66,2,657,0.0222089,3.2822,3.31296
66,2,658,0.0222089,3.350774,3.307464
66,2,659,0.0222089,3.348273,3.327082
66,2,660,0.0222089,3.351493,3.35018
67,3,661,0.0222089,3.374847,3.374847
67,3,662,0.0222089,3.354009,3.364428
67,3,663,0.0222089,3.335906,3.354921
67,3,664,0.0222089,3.301401,3.330439
67,3,665,0.0222089,3.405879,3.347729
67,3,666,0.0222089,3.290316,3.332532
67,3,667,0.0222089,3.33291,3.343035
67,3,668,0.0222089,3.332286,3.318504
67,3,669,0.0222089,3.332599,3.332598
67,3,670,0.0222089,3.331248,3.332044
68,3,671,0.0222089,3.343695,3.343695
68,3,672,0.0222089,3.340619,3.342157
68,3,673,0.0222089,3.358672,3.347662
68,3,674,0.0222089,3.320276,3.339856
68,3,675,0.0222089,3.38247,3.353806
68,3,676,0.0222089,3.336472,3.346406
68,3,677,0.0222089,3.323197,3.34738
68,3,678,0.0222089,3.362884,3.340851
68,3,679,0.0222089,3.422896,3.369659
68,3,680,0.0222089,3.373608,3.386463
69,2,681,0.0177671,3.335218,3.335218
69,2,682,0.0177671,3.30476,3.319989
69,2,683,0.0177671,3.394978,3.344986
69,2,684,0.0177671,3.365774,3.355171
69,2,685,0.0177671,3.2939,3.351551
69,2,686,0.0177671,3.305498,3.321724
69,2,687,0.0177671,3.344104,3.314501
69,2,688,0.0177671,3.285631,3.311744
69,2,689,0.0177671,3.394037,3.341257
69,2,690,0.0177671,3.305532,3.3284
70,3,691,0.0177671,3.374794,3.374794
70,3,692,0.0177671,3.372568,3.373681
70,3,693,0.0177671,3.36038,3.369248
70,3,694,0.0177671,3.3436,3.358849
70,3,695,0.0177671,3.356355,3.353445
70,3,696,0.0177671,3.339031,3.346329
70,3,697,0.0177671,3.289667,3.328351
70,3,698,0.0177671,3.361708,3.330135
70,3,699,0.0177671,3.307698,3.319691
70,3,700,0.0177671,3.344946,3.338118
71,4,701,0.0213206,3.356619,3.356619
71,4,702,0.0213206,3.346498,3.351559
71,4,703,0.0213206,3.337218,3.346778
71,4,704,0.0213206,3.244663,3.30946
71,4,705,0.0213206,3.329984,3.303955
71,4,706,0.0213206,3.319316,3.297988
71,4,707,0.0213206,3.444107,3.364469
71,4,708,0.0213206,3.333451,3.365625
71,4,709,0.0213206,3.361377,3.379645
71,4,710,0.0213206,3.321893,3.338907
72,3,711,0.0213206,3.285607,3.285607
72,3,712,0.0213206,3.245947,3.265777
72,3,713,0.0213206,3.345001,3.292185
72,3,714,0.0213206,3.32286,3.304602
72,3,715,0.0213206,3.292444,3.320101
72,3,716,0.0213206,3.365275,3.32686
72,3,717,0.0213206,3.387527,3.348415
72,3,718,0.0213206,3.329448,3.36075
72,3,719,0.0213206,3.35938,3.358785
72,3,720,0.0213206,3.300341,3.329723
73,2,721,0.0170565,3.335926,3.335926
73,2,722,0.0170565,3.307811,3.321868
73,2,723,0.0170565,3.269792,3.304509
73,2,724,0.0170565,3.275625,3.284409
73,2,725,0.0170565,3.353301,3.299572
73,2,726,0.0170565,3.321287,3.316737
73,2,727,0.0170565,3.265293,3.313293
73,2,728,0.0170565,3.339443,3.308674
73,2,729,0.0170565,3.311313,3.30535
73,2,730,0.0170565,3.305347,3.318701
74,3,731,0.0170565,3.358101,3.358101
74,3,732,0.0170565,3.330076,3.344089
74,3,733,0.0170565,3.274046,3.320741
74,3,734,0.0170565,3.282518,3.295547
74,3,735,0.0170565,3.371189,3.309251
74,3,736,0.0170565,3.289305,3.314337
74,3,737,0.0170565,3.294836,3.318443
74,3,738,0.0170565,3.267454,3.283865
74,3,739,0.0170565,3.257691,3.273327
74,3,740,0.0170565,3.273299,3.266148
75,3,741,0.0170565,3.289588,3.289588
75,3,742,0.0170565,3.380551,3.33507
75,3,743,0.0170565,3.364443,3.344861
75,3,744,0.0170565,3.33068,3.358558
75,3,745,0.0170565,3.300696,3.33194
75,3,746,0.0170565,3.303833,3.311736
75,3,747,0.0170565,3.304222,3.302917
75,3,748,0.0170565,3.316926,3.308327
75,3,749,0.0170565,3.324108,3.315085
75,3,750,0.0170565,3.250634,3.297222
76,4,751,0.0204678,3.335183,3.335183
76,4,752,0.0204678,3.249155,3.292169
76,4,753,0.0204678,3.336873,3.30707
76,4,754,0.0204678,3.264177,3.283401
76,4,755,0.0204678,3.310873,3.303974
76,4,756,0.0204678,3.256183,3.277078
76,4,757,0.0204678,3.31841,3.295155
76,4,758,0.0204678,3.344592,3.306395
76,4,759,0.0204678,3.353359,3.338787
76,4,760,0.0204678,3.401227,3.366393
77,2,761,0.0163742,3.322296,3.322296
77,2,762,0.0163742,3.304694,3.313495
77,2,763,0.0163742,3.365336,3.330775
77,2,764,0.0163742,3.320585,3.330205
77,2,765,0.0163742,3.345564,3.343828
77,2,766,0.0163742,3.313342,3.326497
77,2,767,0.0163742,3.381682,3.346863
77,2,768,0.0163742,3.298093,3.331039
77,2,769,0.0163742,3.322215,3.333997
77,2,770,0.0163742,3.355597,3.325302
78,4,771,0.019649,3.316295,3.316295
78,4,772,0.019649,3.33274,3.324517
78,4,773,0.019649,3.254155,3.301063
78,4,774,0.019649,3.303414,3.29677
78,4,775,0.019649,3.304953,3.287507
78,4,776,0.019649,3.360831,3.323066
78,4,777,0.019649,3.276727,3.31417
78,4,778,0.019649,3.300935,3.312831
78,4,779,0.019649,3.282625,3.286762
78,4,780,0.019649,3.263039,3.2822
79,3,781,0.019649,3.370016,3.370016
79,3,782,0.019649,3.298658,3.334337
79,3,783,0.019649,3.292078,3.320251
79,3,784,0.019649,3.360015,3.316917
79,3,785,0.019649,3.336132,3.329408
79,3,786,0.019649,3.268214,3.321454
79,3,787,0.019649,3.345863,3.316736
79,3,788,0.019649,3.329607,3.314562
79,3,789,0.019649,3.312871,3.329447
79,3,790,0.019649,3.329329,3.323936
80,3,791,0.019649,3.333706,3.333706
80,3,792,0.019649,3.31042,3.322063
80,3,793,0.019649,3.312288,3.318805
80,3,794,0.019649,3.379338,3.334015
80,3,795,0.019649,3.311586,3.334404
80,3,796,0.019649,3.175504,3.288809
80,3,797,0.019649,3.254653,3.247248
80,3,798,0.019649,3.326258,3.252138
80,3,799,0.019649,3.325426,3.302112
80,3,800,0.019649,3.278949,3.310211
81,3,801,0.019649,3.302026,3.302026
81,3,802,0.019649,3.28541,3.293718
81,3,803,0.019649,3.305805,3.297747
81,3,804,0.019649,3.309417,3.300211
81,3,805,0.019649,3.327431,3.314218
81,3,806,0.019649,3.346529,3.327792
81,3,807,0.019649,3.301952,3.325304
81,3,808,0.019649,3.334959,3.327813
81,3,809,0.019649,3.352042,3.329651
81,3,810,0.019649,3.280899,3.322633
82,2,811,0.0157192,3.304181,3.304181
82,2,812,0.0157192,3.358373,3.331277
82,2,813,0.0157192,3.296485,3.31968
82,2,814,0.0157192,3.300957,3.318605
82,2,815,0.0157192,3.312342,3.303261
82,2,816,0.0157192,3.29584,3.303046
82,2,817,0.0157192,3.337581,3.315255
82,2,818,0.0157192,3.277171,3.303531
82,2,819,0.0157192,3.245681,3.286811
82,2,820,0.0157192,3.327981,3.283611
83,4,821,0.0188631,3.290919,3.290919
83,4,822,0.0188631,3.320055,3.305487
83,4,823,0.0188631,3.225311,3.278762
83,4,824,0.0188631,3.23069,3.258685
83,4,825,0.0188631,3.295108,3.25037
83,4,826,0.0188631,3.342928,3.289575
83,4,827,0.0188631,3.287026,3.308354
83,4,828,0.0188631,3.308988,3.312981
83,4,829,0.0188631,3.281859,3.292624
83,4,830,0.0188631,3.309883,3.300243
84,3,831,0.0188631,3.311645,3.311645
84,3,832,0.0188631,3.279882,3.295763
84,3,833,0.0188631,3.267994,3.286507
84,3,834,0.0188631,3.332291,3.293389
84,3,835,0.0188631,3.34038,3.313555
84,3,836,0.0188631,3.292055,3.321575
84,3,837,0.0188631,3.283897,3.305444
84,3,838,0.0188631,3.325295,3.300416
84,3,839,0.0188631,3.252594,3.287262
84,3,840,0.0188631,3.3148,3.297563
85,3,841,0.0188631,3.322976,3.322976
85,3,842,0.0188631,3.305958,3.314467
85,3,843,0.0188631,3.307189,3.312041
85,3,844,0.0188631,3.213837,3.275661
85,3,845,0.0188631,3.322262,3.281096
85,3,846,0.0188631,3.26827,3.268123
85,3,847,0.0188631,3.350715,3.313749
85,3,848,0.0188631,3.357096,3.32536
85,3,849,0.0188631,3.351926,3.353245
85,3,850,0.0188631,3.303453,3.337492
86,2,851,0.0150905,3.275298,3.275298
86,2,852,0.0150905,3.264742,3.27002
86,2,853,0.0150905,3.30501,3.281683
86,2,854,0.0150905,3.302694,3.290815
86,2,855,0.0150905,3.277335,3.295013
86,2,856,0.0150905,3.249488,3.276506
86,2,857,0.0150905,3.226778,3.2512
86,2,858,0.0150905,3.311666,3.262644
86,2,859,0.0150905,3.275525,3.271323
86,2,860,0.0150905,3.286388,3.291193
87,3,861,0.0150905,3.315415,3.315415
87,3,862,0.0150905,3.336826,3.326121
87,3,863,0.0150905,3.267718,3.306653
87,3,864,0.0150905,3.301484,3.302009
87,3,865,0.0150905,3.275958,3.28172
87,3,866,0.0150905,3.248194,3.275212
87,3,867,0.0150905,3.318724,3.280959
87,3,868,0.0150905,3.317979,3.294966
87,3,869,0.0150905,3.333648,3.32345
87,3,870,0.0150905,3.343901,3.331843
88,3,871,0.0150905,3.274859,3.274859
88,3,872,0.0150905,3.374781,3.32482
88,3,873,0.0150905,3.334553,3.328064
88,3,874,0.0150905,3.251725,3.320353
88,3,875,0.0150905,3.276341,3.28754
88,3,876,0.0150905,3.319158,3.282408
88,3,877,0.0150905,3.359294,3.318265
88,3,878,0.0150905,3.2612,3.313217
88,3,879,0.0150905,3.305475,3.308656
88,3,880,0.0150905,3.315337,3.294004
89,3,881,0.0150905,3.297795,3.297795
89,3,882,0.0150905,3.31661,3.307203
89,3,883,0.0150905,3.281563,3.298656
89,3,884,0.0150905,3.394585,3.330919
89,3,885,0.0150905,3.295008,3.323719
89,3,886,0.0150905,3.343968,3.34452
89,3,887,0.0150905,3.352086,3.330354
89,3,888,0.0150905,3.326788,3.340948
89,3,889,0.0150905,3.224972,3.301282
89,3,890,0.0150905,3.204696,3.252152
90,2,891,0.0120724,3.289572,3.289572
90,2,892,0.0120724,3.272913,3.281243
90,2,893,0.0120724,3.248566,3.27035
90,2,894,0.0120724,3.31649,3.279323
90,2,895,0.0120724,3.329167,3.298074
90,2,896,0.0120724,3.319521,3.321726
90,2,897,0.0120724,3.280433,3.309707
90,2,898,0.0120724,3.307243,3.302399
90,2,899,0.0120724,3.343909,3.310528
90,2,900,0.0120724,3.265182,3.305445
91,4,901,0.0144868,3.35049,3.35049
91,4,902,0.0144868,3.278666,3.314578
91,4,903,0.0144868,3.364222,3.331126
91,4,904,0.0144868,3.273271,3.305386
91,4,905,0.0144868,3.365292,3.334261
91,4,906,0.0144868,3.318027,3.318863
91,4,907,0.0144868,3.294019,3.325779
91,4,908,0.0144868,3.383668,3.331905
91,4,909,0.0144868,3.275325,3.317671
91,4,910,0.0144868,3.304603,3.321199
92,4,911,0.0173842,3.312662,3.312662
92,4,912,0.0173842,3.313613,3.313138
92,4,913,0.0173842,3.31741,3.314562
92,4,914,0.0173842,3.350871,3.327298
92,4,915,0.0173842,3.320888,3.329723
92,4,916,0.0173842,3.279454,3.317071
92,4,917,0.0173842,3.295915,3.298752
92,4,918,0.0173842,3.331789,3.302386
92,4,919,0.0173842,3.249712,3.292472
92,4,920,0.0173842,3.34715,3.30955
93,2,921,0.0139074,3.316669,3.316669
93,2,922,0.0139074,3.308928,3.312799
93,2,923,0.0139074,3.360522,3.328706
93,2,924,0.0139074,3.305626,3.325025
93,2,925,0.0139074,3.344693,3.336947
93,2,926,0.0139074,3.322542,3.324287
93,2,927,0.0139074,3.37287,3.346702
93,2,928,0.0139074,3.271651,3.322354
93,2,929,0.0139074,3.226159,3.290227
93,2,930,0.0139074,3.299042,3.265617
94,3,931,0.0139074,3.256402,3.256402
94,3,932,0.0139074,3.317569,3.286986
94,3,933,0.0139074,3.265511,3.279827
94,3,934,0.0139074,3.323819,3.3023
94,3,935,0.0139074,3.234162,3.274498
94,3,936,0.0139074,3.335004,3.297662
94,3,937,0.0139074,3.307402,3.292189
94,3,938,0.0139074,3.393131,3.345179
94,3,939,0.0139074,3.348531,3.349688
94,3,940,0.0139074,3.239504,3.327055
95,2,941,0.0111259,3.266844,3.266844
95,2,942,0.0111259,3.347233,3.307039
95,2,943,0.0111259,3.368783,3.32762
95,2,944,0.0111259,3.217467,3.311161
95,2,945,0.0111259,3.281635,3.289295
95,2,946,0.0111259,3.293595,3.264232
95,2,947,0.0111259,3.310948,3.295393
95,2,948,0.0111259,3.259824,3.288122
95,2,949,0.0111259,3.34934,3.306704
95,2,950,0.0111259,3.357944,3.32237
96,4,951,0.0133511,3.256738,3.256738
96,4,952,0.0133511,3.24219,3.249464
96,4,953,0.0133511,3.364849,3.287926
96,4,954,0.0133511,3.279095,3.295378
96,4,955,0.0133511,3.349732,3.331225
96,4,956,0.0133511,3.296024,3.308284
96,4,957,0.0133511,3.305166,3.316974
96,4,958,0.0133511,3.368197,3.323129
96,4,959,0.0133511,3.247363,3.306909
96,4,960,0.0133511,3.328754,3.314771
97,3,961,0.0133511,3.29405,3.29405
97,3,962,0.0133511,3.239578,3.266814
97,3,963,0.0133511,3.275999,3.269876
97,3,964,0.0133511,3.250949,3.255509
97,3,965,0.0133511,3.242607,3.256518
97,3,966,0.0133511,3.223558,3.239038
97,3,967,0.0133511,3.286688,3.250951
97,3,968,0.0133511,3.312642,3.274296
97,3,969,0.0133511,3.302553,3.300628
97,3,970,0.0133511,3.253374,3.289523
98,3,971,0.0133511,3.334875,3.334875
98,3,972,0.0133511,3.298299,3.316587
98,3,973,0.0133511,3.323603,3.318926
98,3,974,0.0133511,3.328825,3.316909
98,3,975,0.0133511,3.334734,3.329054
98,3,976,0.0133511,3.274834,3.312798
98,3,977,0.0133511,3.341258,3.316942
98,3,978,0.0133511,3.325222,3.313771
98,3,979,0.0133511,3.316664,3.327715
98,3,980,0.0133511,3.283207,3.308365
99,3,981,0.0133511,3.359539,3.359539
99,3,982,0.0133511,3.281157,3.320348
99,3,983,0.0133511,3.26457,3.301756
99,3,984,0.0133511,3.210876,3.252201
99,3,985,0.0133511,3.295414,3.256954
99,3,986,0.0133511,3.2477,3.25133
99,3,987,0.0133511,3.235991,3.259701
99,3,988,0.0133511,3.291081,3.258257
99,3,989,0.0133511,3.358119,3.295063
99,3,990,0.0133511,3.295223,3.314808
100,3,991,0.0133511,3.230392,3.230392
100,3,992,0.0133511,3.208903,3.219647
100,3,993,0.0133511,3.256367,3.231887
100,3,994,0.0133511,3.294747,3.253339
100,3,995,0.0133511,3.301054,3.284056
100,3,996,0.0133511,3.302642,3.299481
100,3,997,0.0133511,3.317371,3.307023
100,3,998,0.0133511,3.326295,3.315436
100,3,999,0.0133511,3.278474,3.30738
100,3,1000,0.0133511,3.331726,3.312165
101,4,1001,0.0160213,3.219769,3.219769
101,4,1002,0.0160213,3.271665,3.245717
101,4,1003,0.0160213,3.295774,3.262403
101,4,1004,0.0160213,3.306064,3.291168
101,4,1005,0.0160213,3.288462,3.296767
101,4,1006,0.0160213,3.265175,3.286567
101,4,1007,0.0160213,3.327609,3.293749
101,4,1008,0.0160213,3.321557,3.30478
101,4,1009,0.0160213,3.280949,3.310038
101,4,1010,0.0160213,3.299604,3.300703
102,2,1011,0.012817,3.320666,3.320666
102,2,1012,0.012817,3.317261,3.318964
102,2,1013,0.012817,3.342514,3.326814
102,2,1014,0.012817,3.242532,3.300769
102,2,1015,0.012817,3.392782,3.325943
102,2,1016,0.012817,3.276999,3.304104
102,2,1017,0.012817,3.238452,3.302744
102,2,1018,0.012817,3.181787,3.232412
102,2,1019,0.012817,3.324749,3.248329
102,2,1020,0.012817,3.353012,3.286516
103,3,1021,0.012817,3.213181,3.213181
103,3,1022,0.012817,3.306733,3.259957
103,3,1023,0.012817,3.329181,3.283032
103,3,1024,0.012817,3.282881,3.306265
103,3,1025,0.012817,3.259985,3.290683
103,3,1026,0.012817,3.309279,3.284049
103,3,1027,0.012817,3.250277,3.27318
103,3,1028,0.012817,3.282265,3.280607
103,3,1029,0.012817,3.305201,3.279248
103,3,1030,0.012817,3.21722,3.268229
104,2,1031,0.0102536,3.271477,3.271477
104,2,1032,0.0102536,3.35922,3.315348
104,2,1033,0.0102536,3.250675,3.29379
104,2,1034,0.0102536,3.32735,3.312415
104,2,1035,0.0102536,3.267957,3.281994
104,2,1036,0.0102536,3.226737,3.274015
104,2,1037,0.0102536,3.291674,3.262123
104,2,1038,0.0102536,3.33457,3.284327
104,2,1039,0.0102536,3.298926,3.30839
104,2,1040,0.0102536,3.299632,3.311043
105,3,1041,0.0102536,3.327249,3.327249
105,3,1042,0.0102536,3.273427,3.300338
105,3,1043,0.0102536,3.317333,3.306003
105,3,1044,0.0102536,3.261915,3.284225
105,3,1045,0.0102536,3.321371,3.300207
105,3,1046,0.0102536,3.253852,3.279046
105,3,1047,0.0102536,3.304927,3.293383
105,3,1048,0.0102536,3.247975,3.268918
105,3,1049,0.0102536,3.305856,3.286253
105,3,1050,0.0102536,3.322664,3.292165
106,2,1051,0.0082029,3.278022,3.278022
106,2,1052,0.0082029,3.334374,3.306198
106,2,1053,0.0082029,3.24577,3.286055
106,2,1054,0.0082029,3.285415,3.28852
106,2,1055,0.0082029,3.243754,3.258313
106,2,1056,0.0082029,3.338078,3.289082
106,2,1057,0.0082029,3.296093,3.292642
106,2,1058,0.0082029,3.244195,3.292789
106,2,1059,0.0082029,3.281336,3.273874
106,2,1060,0.0082029,3.322206,3.282579
107,5,1061,0.0114841,3.341192,3.341192
107,5,1062,0.0114841,3.208878,3.275035
107,5,1063,0.0114841,3.280506,3.276859
107,5,1064,0.0114841,3.292995,3.260793
107,5,1065,0.0114841,3.226751,3.266751
107,5,1066,0.0114841,3.361077,3.293608
107,5,1067,0.0114841,3.254979,3.280936
107,5,1068,0.0114841,3.251431,3.289162
107,5,1069,0.0114841,3.29953,3.268647
107,5,1070,0.0114841,3.238033,3.262998
108,2,1071,0.00918725,3.312682,3.312682
108,2,1072,0.00918725,3.223668,3.268175
108,2,1073,0.00918725,3.288282,3.274877
108,2,1074,0.00918725,3.204035,3.238662
108,2,1075,0.00918725,3.247862,3.246727
108,2,1076,0.00918725,3.338941,3.263613
108,2,1077,0.00918725,3.312963,3.299922
108,2,1078,0.00918725,3.30653,3.319478
108,2,1079,0.00918725,3.293982,3.304492
108,2,1080,0.00918725,3.231304,3.277272
109,4,1081,0.0110247,3.308111,3.308111
109,4,1082,0.0110247,3.281536,3.294824
109,4,1083,0.0110247,3.288528,3.292725
109,4,1084,0.0110247,3.312182,3.294082
109,4,1085,0.0110247,3.271978,3.290896
109,4,1086,0.0110247,3.248067,3.277409
109,4,1087,0.0110247,3.313523,3.277856
109,4,1088,0.0110247,3.282469,3.281353
109,4,1089,0.0110247,3.27641,3.2908
109,4,1090,0.0110247,3.337047,3.298642
110,3,1091,0.0110247,3.313171,3.313171
110,3,1092,0.0110247,3.300319,3.306745
110,3,1093,0.0110247,3.263795,3.292428
110,3,1094,0.0110247,3.303322,3.289145
110,3,1095,0.0110247,3.255559,3.274225
110,3,1096,0.0110247,3.268092,3.275658
110,3,1097,0.0110247,3.257665,3.260439
110,3,1098,0.0110247,3.308723,3.27816
110,3,1099,0.0110247,3.298783,3.28839
110,3,1100,0.0110247,3.258168,3.288558
111,3,1101,0.0110247,3.321432,3.321432
111,3,1102,0.0110247,3.274121,3.297777
111,3,1103,0.0110247,3.259501,3.285018
111,3,1104,0.0110247,3.249703,3.261108
111,3,1105,0.0110247,3.2944,3.267868
111,3,1106,0.0110247,3.265818,3.269974
111,3,1107,0.0110247,3.343543,3.301254
111,3,1108,0.0110247,3.321657,3.310339
111,3,1109,0.0110247,3.300367,3.321855
111,3,1110,0.0110247,3.243786,3.288603
112,2,1111,0.00881976,3.275434,3.275434
112,2,1112,0.00881976,3.274893,3.275164
112,2,1113,0.00881976,3.319808,3.290045
112,2,1114,0.00881976,3.30758,3.30076
112,2,1115,0.00881976,3.243294,3.290227
112,2,1116,0.00881976,3.287469,3.279447
112,2,1117,0.00881976,3.305219,3.278661
112,2,1118,0.00881976,3.284884,3.292524
112,2,1119,0.00881976,3.325688,3.305264
112,2,1120,0.00881976,3.285655,3.298743
113,5,1121,0.0123477,3.279365,3.279365
113,5,1122,0.0123477,3.27064,3.275003
113,5,1123,0.0123477,3.260202,3.270069
113,5,1124,0.0123477,3.307566,3.279469
113,5,1125,0.0123477,3.32344,3.297069
113,5,1126,0.0123477,3.285123,3.305376
113,5,1127,0.0123477,3.326474,3.311679
113,5,1128,0.0123477,3.289277,3.300291
113,5,1129,0.0123477,3.342207,3.319319
113,5,1130,0.0123477,3.314175,3.31522
114,2,1131,0.00987813,3.288391,3.288391
114,2,1132,0.00987813,3.277372,3.282882
114,2,1133,0.00987813,3.262246,3.276003
114,2,1134,0.00987813,3.291094,3.276904
114,2,1135,0.00987813,3.323059,3.292133
114,2,1136,0.00987813,3.281335,3.298496
114,2,1137,0.00987813,3.32626,3.310218
114,2,1138,0.00987813,3.271343,3.292979
114,2,1139,0.00987813,3.230302,3.275968
114,2,1140,0.00987813,3.310243,3.270629
115,4,1141,0.0118538,3.231601,3.231601
115,4,1142,0.0118538,3.335984,3.283792
115,4,1143,0.0118538,3.289208,3.285598
115,4,1144,0.0118538,3.267246,3.29748
115,4,1145,0.0118538,3.326446,3.2943
115,4,1146,0.0118538,3.291872,3.295188
115,4,1147,0.0118538,3.310404,3.309574
115,4,1148,0.0118538,3.27794,3.293406
115,4,1149,0.0118538,3.220137,3.269494
115,4,1150,0.0118538,3.304384,3.267487
116,3,1151,0.0118538,3.225625,3.225625
116,3,1152,0.0118538,3.346837,3.286231
116,3,1153,0.0118538,3.276097,3.282853
116,3,1154,0.0118538,3.293067,3.305334
116,3,1155,0.0118538,3.31553,3.294898
116,3,1156,0.0118538,3.357329,3.321976
116,3,1157,0.0118538,3.360292,3.344384
116,3,1158,0.0118538,3.286041,3.334554
116,3,1159,0.0118538,3.22028,3.288871
116,3,1160,0.0118538,3.321847,3.276056
117,2,1161,0.00948301,3.205834,3.205834
117,2,1162,0.00948301,3.34336,3.274597
117,2,1163,0.00948301,3.266695,3.271963
117,2,1164,0.00948301,3.282214,3.297423
117,2,1165,0.00948301,3.370439,3.30645
117,2,1166,0.00948301,3.283894,3.312183
117,2,1167,0.00948301,3.307716,3.320683
117,2,1168,0.00948301,3.253233,3.281614
117,2,1169,0.00948301,3.218865,3.259938
117,2,1170,0.00948301,3.225777,3.232625
118,4,1171,0.0113796,3.268039,3.268039
118,4,1172,0.0113796,3.293655,3.280847
118,4,1173,0.0113796,3.224237,3.261977
118,4,1174,0.0113796,3.247772,3.255221
118,4,1175,0.0113796,3.252674,3.241561
118,4,1176,0.0113796,3.288756,3.263067
118,4,1177,0.0113796,3.236079,3.25917
118,4,1178,0.0113796,3.347901,3.290912
118,4,1179,0.0113796,3.286321,3.2901
118,4,1180,0.0113796,3.268147,3.30079
119,3,1181,0.0113796,3.320106,3.320106
119,3,1182,0.0113796,3.255715,3.287911
119,3,1183,0.0113796,3.302996,3.292939
119,3,1184,0.0113796,3.350954,3.303222
119,3,1185,0.0113796,3.317201,3.323717
119,3,1186,0.0113796,3.272094,3.313416
119,3,1187,0.0113796,3.356312,3.315202
119,3,1188,0.0113796,3.260511,3.296306
119,3,1189,0.0113796,3.239681,3.285501
119,3,1190,0.0113796,3.234776,3.244989
120,3,1191,0.0113796,3.323804,3.323804
120,3,1192,0.0113796,3.346261,3.335033
120,3,1193,0.0113796,3.316289,3.328785
120,3,1194,0.0113796,3.274443,3.312331
120,3,1195,0.0113796,3.223295,3.271342
120,3,1196,0.0113796,3.288946,3.262228
120,3,1197,0.0113796,3.328151,3.280131
120,3,1198,0.0113796,3.20447,3.273856
120,3,1199,0.0113796,3.236757,3.256459
120,3,1200,0.0113796,3.184443,3.208557
121,2,1201,0.00910369,3.238115,3.238115
121,2,1202,0.00910369,3.341733,3.289924
121,2,1203,0.00910369,3.314221,3.298023
121,2,1204,0.00910369,3.251031,3.302328
121,2,1205,0.00910369,3.246113,3.270455
121,2,1206,0.00910369,3.292257,3.263134
121,2,1207,0.00910369,3.279475,3.272615
121,2,1208,0.00910369,3.33157,3.301101
121,2,1209,0.00910369,3.271802,3.294282
121,2,1210,0.00910369,3.240397,3.281256
122,4,1211,0.0109244,3.317976,3.317976
122,4,1212,0.0109244,3.245816,3.281896
122,4,1213,0.0109244,3.338271,3.300687
122,4,1214,0.0109244,3.257028,3.280372
122,4,1215,0.0109244,3.267227,3.287508
122,4,1216,0.0109244,3.313204,3.279153
122,4,1217,0.0109244,3.254745,3.278392
122,4,1218,0.0109244,3.295984,3.287977
122,4,1219,0.0109244,3.274093,3.27494
122,4,1220,0.0109244,3.250172,3.273416
123,3,1221,0.0109244,3.244801,3.244801
123,3,1222,0.0109244,3.322413,3.283607
123,3,1223,0.0109244,3.288882,3.285365
123,3,1224,0.0109244,3.266492,3.292596
123,3,1225,0.0109244,3.288094,3.281156
123,3,1226,0.0109244,3.240263,3.26495
123,3,1227,0.0109244,3.216059,3.248138
123,3,1228,0.0109244,3.28794,3.248087
123,3,1229,0.0109244,3.242466,3.248822
123,3,1230,0.0109244,3.251271,3.260559
124,2,1231,0.00873954,3.263454,3.263454
124,2,1232,0.00873954,3.216233,3.239844
124,2,1233,0.00873954,3.232731,3.237473
124,2,1234,0.00873954,3.26908,3.239348
124,2,1235,0.00873954,3.287906,3.263239
124,2,1236,0.00873954,3.224366,3.260451
124,2,1237,0.00873954,3.263494,3.258589
124,2,1238,0.00873954,3.176537,3.221466
124,2,1239,0.00873954,3.25612,3.23205
124,2,1240,0.00873954,3.240624,3.224427
125,5,1241,0.0122354,3.279658,3.279658
125,5,1242,0.0122354,3.19589,3.237774
125,5,1243,0.0122354,3.293776,3.256441
125,5,1244,0.0122354,3.288859,3.259508
125,5,1245,0.0122354,3.22315,3.268595
125,5,1246,0.0122354,3.246208,3.252739
125,5,1247,0.0122354,3.288225,3.252528
125,5,1248,0.0122354,3.290092,3.274842
125,5,1249,0.0122354,3.273954,3.28409
125,5,1250,0.0122354,3.268427,3.277491
126,1,1251,0.00734121,3.253232,3.253232
126,1,1252,0.00734121,3.29464,3.273936
126,1,1253,0.00734121,3.273174,3.273682
126,1,1254,0.00734121,3.301222,3.289678
126,1,1255,0.00734121,3.245928,3.273441
126,1,1256,0.00734121,3.284945,3.277365
126,1,1257,0.00734121,3.192225,3.241032
126,1,1258,0.00734121,3.232329,3.236499
126,1,1259,0.00734121,3.253342,3.225965
126,1,1260,0.00734121,3.221379,3.235683
127,4,1261,0.00880946,3.247025,3.247025
127,4,1262,0.00880946,3.278475,3.26275
127,4,1263,0.00880946,3.236179,3.253893
127,4,1264,0.00880946,3.281011,3.265221
127,4,1265,0.00880946,3.303429,3.27354
127,4,1266,0.00880946,3.341124,3.308521
127,4,1267,0.00880946,3.289557,3.31137
127,4,1268,0.00880946,3.287051,3.305911
127,4,1269,0.00880946,3.258173,3.27826
127,4,1270,0.00880946,3.265996,3.270406
