round,candidate,step,lr_mult,loss,avg3
128,3,1271,0.00880946,3.262311,3.262311
128,3,1272,0.00880946,3.199895,3.231103
128,3,1273,0.00880946,3.340581,3.267596
128,3,1274,0.00880946,3.249267,3.263248
128,3,1275,0.00880946,3.245121,3.278323
128,3,1276,0.00880946,3.256043,3.250144
128,3,1277,0.00880946,3.268522,3.256562
128,3,1278,0.00880946,3.308177,3.27758
128,3,1279,0.00880946,3.313562,3.296754
128,3,1280,0.00880946,3.245048,3.288929
129,2,1281,0.00704756,3.25735,3.25735
129,2,1282,0.00704756,3.244672,3.251011
129,2,1283,0.00704756,3.170386,3.224136
129,2,1284,0.00704756,3.364505,3.259855
129,2,1285,0.00704756,3.307065,3.280652
129,2,1286,0.00704756,3.262229,3.311267
129,2,1287,0.00704756,3.309579,3.292958
129,2,1288,0.00704756,3.323064,3.298291
129,2,1289,0.00704756,3.241316,3.29132
129,2,1290,0.00704756,3.25675,3.27371
130,3,1291,0.00704756,3.250389,3.250389
130,3,1292,0.00704756,3.243937,3.247163
130,3,1293,0.00704756,3.210756,3.235027
130,3,1294,0.00704756,3.355964,3.270219
130,3,1295,0.00704756,3.237326,3.268015
130,3,1296,0.00704756,3.251203,3.281498
130,3,1297,0.00704756,3.277324,3.255284
130,3,1298,0.00704756,3.220594,3.249707
130,3,1299,0.00704756,3.290655,3.262858
130,3,1300,0.00704756,3.252801,3.254683
131,5,1301,0.00986659,3.281569,3.281569
131,5,1302,0.00986659,3.191845,3.236707
131,5,1303,0.00986659,3.31667,3.263361
131,5,1304,0.00986659,3.195054,3.234523
131,5,1305,0.00986659,3.269366,3.260363
131,5,1306,0.00986659,3.1785,3.214307
131,5,1307,0.00986659,3.247422,3.231763
131,5,1308,0.00986659,3.362955,3.262959
131,5,1309,0.00986659,3.263577,3.291318
131,5,1310,0.00986659,3.31762,3.314718
132,4,1311,0.0118399,3.364801,3.364801
132,4,1312,0.0118399,3.26726,3.316031
132,4,1313,0.0118399,3.196825,3.276295
132,4,1314,0.0118399,3.264772,3.242952
132,4,1315,0.0118399,3.211073,3.224223
132,4,1316,0.0118399,3.254922,3.243589
132,4,1317,0.0118399,3.271112,3.245702
132,4,1318,0.0118399,3.267423,3.264486
132,4,1319,0.0118399,3.32994,3.289492
132,4,1320,0.0118399,3.242554,3.279972
133,1,1321,0.00710394,3.307303,3.307303
133,1,1322,0.00710394,3.280166,3.293734
133,1,1323,0.00710394,3.215671,3.267713
133,1,1324,0.00710394,3.29583,3.263889
133,1,1325,0.00710394,3.289878,3.267126
133,1,1326,0.00710394,3.255885,3.280531
133,1,1327,0.00710394,3.289719,3.278494
133,1,1328,0.00710394,3.299435,3.28168
133,1,1329,0.00710394,3.267047,3.2854
133,1,1330,0.00710394,3.338203,3.301562
134,4,1331,0.00852473,3.22967,3.22967
134,4,1332,0.00852473,3.299826,3.264748
134,4,1333,0.00852473,3.27215,3.267215
134,4,1334,0.00852473,3.309857,3.293944
134,4,1335,0.00852473,3.228962,3.270323
134,4,1336,0.00852473,3.295697,3.278172
134,4,1337,0.00852473,3.275416,3.266692
134,4,1338,0.00852473,3.263412,3.278175
134,4,1339,0.00852473,3.239714,3.259514
134,4,1340,0.00852473,3.290238,3.264454
135,3,1341,0.00852473,3.301587,3.301587
135,3,1342,0.00852473,3.277234,3.28941
135,3,1343,0.00852473,3.253489,3.277437
135,3,1344,0.00852473,3.257254,3.262659
135,3,1345,0.00852473,3.234221,3.248321
135,3,1346,0.00852473,3.152167,3.214547
135,3,1347,0.00852473,3.310104,3.232164
135,3,1348,0.00852473,3.28037,3.247547
135,3,1349,0.00852473,3.310941,3.300472
135,3,1350,0.00852473,3.245163,3.278825
