# percentile = weighted fraction of best-lr count mass with lr <= target
# percentile values are fractions in [0, 1]
# run = llm_line_search9.log
  step         gt_lr      gt_lr_x2       log_pct    log_x2_pct   log_count
   380          0.06          0.12     0.3996582    0.47685242      131072
   381          0.06          0.12    0.40127563    0.49686432      131072
   382          0.06          0.12    0.47880554    0.55367279      131072
   383          0.06          0.12    0.33737946    0.41874695      131072
   384          0.06          0.12    0.49300385    0.57209015      131072
   385          0.06          0.12    0.32820892    0.40555573      131072
   386          0.06          0.12     0.4394455    0.50508118      131072
   387          0.06          0.12    0.31087494    0.38581085      131072
   388          0.06          0.12    0.50297546    0.58647919      131072
   389          0.06          0.12    0.29376984    0.36437225      131072
   390          0.06          0.12    0.48607635    0.57952118      131072
   391          0.06          0.12     0.2924881    0.36907196      131072
   392          0.06          0.12    0.56824493    0.66429901      131072
   393          0.06          0.12    0.27536774    0.35346985      131072
   394          0.06          0.12    0.53175354    0.62778473      131072
   395          0.06          0.12    0.27903748    0.35284424      131072
   396          0.06          0.12    0.48320007    0.56786346      131072
   397          0.06          0.12    0.34814453    0.43011475      131072
   398          0.06          0.12    0.41287994    0.49523926      131072
   399          0.06          0.12    0.39098358    0.47055054      131072
   400          0.06          0.12    0.39176178    0.47486115      131072
   401          0.06          0.12    0.41238403    0.49851227      131072
   402          0.06          0.12    0.37043762    0.44862366      131072
   403          0.06          0.12    0.41648865    0.49445343      131072
   404          0.06          0.12     0.3423996    0.41525269      131072
   405   0.059981891    0.11996378    0.46481323    0.55892944      131072
   406   0.059921529    0.11984306    0.31398773    0.38552094      131072
   407   0.059861167    0.11972233    0.48041534    0.56702423      131072
   408   0.059800805    0.11960161    0.32819366    0.40557861      131072
   409   0.059740443    0.11948089    0.45948792    0.53613281      131072
   410    0.05968008    0.11936016    0.33029938    0.40007782      131072
   411   0.059619718    0.11923944    0.44149017    0.51676178      131072
   412   0.059559356    0.11911871    0.34508514    0.41659546      131072
   413   0.059498994    0.11899799    0.37795258    0.44546509      131072
   414   0.059438632    0.11887726    0.43097687    0.52764893      131072
   415    0.05937827    0.11875654    0.35821533     0.4371109      131072
   416   0.059317907    0.11863581    0.41423035     0.5209198      131072
   417   0.059257545    0.11851509    0.44142151    0.54024506      131072
   418   0.059197183    0.11839437    0.34516907    0.43546295      131072
   419   0.059136821    0.11827364    0.51566315    0.60348511      131072
   420   0.059076459    0.11815292    0.31507874    0.41007233      131072
   421   0.059016097    0.11803219    0.57235718    0.66605377      131072
   422   0.058955734    0.11791147    0.29081726    0.38097382      131072
   423   0.058895372    0.11779074    0.56022644    0.65585327      131072
   424    0.05883501    0.11767002    0.24877167    0.32012177      131072
   425   0.058774648     0.1175493     0.5304718    0.61328125      131072
   426   0.058714286    0.11742857    0.25122833    0.30899048      131072
   427   0.058653924    0.11730785    0.49466705    0.57148743      131072
   428   0.058593561    0.11718712    0.27620697    0.34398651      131072
   429   0.058533199     0.1170664    0.39285278    0.47277832      131072
   430   0.058472837    0.11694567    0.38208771    0.46880341      131072
   431   0.058412475    0.11682495    0.43572235    0.51279449      131072
   432   0.058352113    0.11670423    0.33511353     0.4131012      131072
   433   0.058291751     0.1165835    0.38421631     0.4588623      131072
   434   0.058231388    0.11646278    0.39375305    0.47360992      131072
   435   0.058171026    0.11634205    0.29624939    0.38612366      131072
   436   0.058110664    0.11622133    0.51776886    0.61924744      131072
   437   0.058050302     0.1161006    0.30767822    0.39411926      131072
   438    0.05798994    0.11597988    0.46429443    0.55819702      131072
   439   0.057929577    0.11585915    0.35641479    0.45095825      131072
   440   0.057869215    0.11573843    0.46222687    0.55352783      131072
   441   0.057808853    0.11561771      0.289505     0.3693161      131072
   442   0.057748491    0.11549698    0.50744629    0.59125519      131072
   443   0.057688129    0.11537626     0.2507019    0.31213379      131072
   444   0.057627767    0.11525553     0.5141449    0.59352112      131072
   445   0.057567404    0.11513481    0.26605225     0.3306427      131072
   446   0.057507042    0.11501408    0.47484589    0.54984283      131072
   447    0.05744668    0.11489336    0.28567505    0.35308075      131072
   448   0.057386318    0.11477264    0.49340057    0.58641815      131072
   449   0.057325956    0.11465191    0.27111816    0.35066223      131072
   450   0.057265594    0.11453119    0.50138855    0.59146118      131072
   451   0.057205231    0.11441046    0.29129028    0.36086273      131072
   452   0.057144869    0.11428974    0.45238495    0.53494263      131072
   453   0.057084507    0.11416901    0.33863831    0.42882538      131072
   454   0.057024145    0.11404829    0.48957062    0.58535004      131072
   455   0.056963783    0.11392757    0.31493378     0.4068222      131072
   456   0.056903421    0.11380684    0.51605988    0.61507416      131072
   457   0.056843058    0.11368612    0.30184174    0.39570618      131072
   458   0.056782696    0.11356539     0.5327301    0.61930847      131072
   459   0.056722334    0.11344467    0.30718994    0.39530182      131072
   460   0.056661972    0.11332394     0.5253067    0.61485291      131072
   461    0.05660161    0.11320322    0.32245636    0.40982056      131072
   462   0.056541247    0.11308249    0.46372986    0.54437256      131072
   463   0.056480885    0.11296177    0.39859009     0.5030899      131072
   464   0.056420523    0.11284105    0.37874603    0.45669556      131072
   465   0.056360161    0.11272032    0.41183472    0.51132965      131072
   466   0.056299799     0.1125996    0.39044189    0.45761108      131072
   467   0.056239437    0.11247887    0.38021851    0.45769501      131072
   468   0.056179074    0.11235815    0.39955902    0.46485901      131072
   469   0.056118712    0.11223742    0.47787476    0.55342865      131072
   470    0.05605835     0.1121167     0.3524704    0.41214752      131072
   471   0.055997988    0.11199598    0.43258667    0.50711823      131072
   472   0.055937626    0.11187525    0.41468811    0.48090363      131072
   473   0.055877264    0.11175453    0.37804413    0.45349884      131072
   474   0.055816901     0.1116338    0.41975403    0.48649597      131072
   475   0.055756539    0.11151308    0.36090851    0.43419647      131072
   476   0.055696177    0.11139235    0.46641541     0.5352478      131072
   477   0.055635815    0.11127163    0.35113525    0.42227936      131072
   478   0.055575453    0.11115091    0.45474243    0.53538513      131072
   479   0.055515091    0.11103018    0.37120819    0.43738556      131072
   480   0.055454728    0.11090946    0.40573883    0.47582245      131072
   481   0.055394366    0.11078873    0.40175629    0.46718597      131072
   482   0.055334004    0.11066801    0.34062958    0.40873718      131072
   483   0.055273642    0.11054728    0.51579285    0.59074402      131072
   484    0.05521328    0.11042656    0.28684998    0.34455872      131072
   485   0.055152918    0.11030584    0.48042297    0.55019379      131072
   486   0.055092555    0.11018511    0.26722717    0.32198334      131072
   487   0.055032193    0.11006439    0.57915497    0.64998627      131072
   488   0.054971831    0.10994366    0.26010132    0.32238007      131072
   489   0.054911469    0.10982294    0.58065033    0.64751434      131072
   490   0.054851107    0.10970221    0.26416779    0.32568359      131072
   491   0.054790744    0.10958149    0.52819824    0.58995819      131072
   492   0.054730382    0.10946076     0.2802887    0.34209442      131072
   493    0.05467002    0.10934004    0.50354767    0.56882477      131072
   494   0.054609658    0.10921932    0.29682159    0.35858917      131072
   495   0.054549296    0.10909859    0.45880127     0.5228653      131072
   496   0.054488934    0.10897787    0.38568878    0.46114349      131072
   497   0.054428571    0.10885714    0.40040588    0.47463989      131072
   498   0.054368209    0.10873642    0.40869904    0.48586273      131072
   499   0.054307847    0.10861569    0.43572998    0.51100159      131072
   500   0.054247485    0.10849497    0.41417694    0.49227905      131072
   501   0.054187123    0.10837425    0.40359497     0.4761734      131072
   502   0.054126761    0.10825352    0.42925262    0.51034546      131072
   503   0.054066398     0.1081328    0.35700989    0.42975616      131072
   504   0.054006036    0.10801207    0.50178528    0.57759857      131072
   505   0.053945674    0.10789135    0.35274506    0.43850708      131072
   506   0.053885312    0.10777062    0.48435974    0.55651093      131072
   507    0.05382495     0.1076499     0.3924942    0.47875214      131072
   508   0.053764588    0.10752918    0.47059631    0.54214478      131072
   509   0.053704225    0.10740845    0.39606476     0.4899292      131072
   510   0.053643863    0.10728773    0.41265869    0.48369598      131072
