source,run,label,momentum_config,search_momentum,muon_nesterov,search_nesterov,step,total_steps,loss,head_lr,muon_lr,muon_momentum,selected_muon_nesterov
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,16,50,0.8742,1072.0,0.0093,0.7,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,17,50,0.8709,1072.0,0.0056,0.7,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,18,50,0.8707,1072.0,0.0056,0.7,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,19,50,0.8696,1072.0,0.0034,0.7,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,20,50,0.8691,1072.0,0.0034,0.7,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,21,50,0.8689,1072.0,0.0034,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,22,50,0.8687,1072.0,0.0034,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,23,50,0.8683,1072.0,0.0034,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,24,50,0.8682,1072.0,0.0034,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,25,50,0.8678,1072.0,0.002,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,26,50,0.8677,1072.0,0.002,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,27,50,0.8675,1072.0,0.002,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,28,50,0.8676,1072.0,0.002,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,29,50,0.8674,1072.0,0.002,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,30,50,0.8677,1072.0,0.002,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,31,50,0.8673,1072.0,0.0012,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,32,50,0.8673,1072.0,0.0012,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,33,50,0.8673,1072.0,0.002,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,34,50,0.8673,1072.0,0.002,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,35,50,0.8671,1072.0,0.0012,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,36,50,0.8672,1072.0,0.0012,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,37,50,0.8671,1072.0,0.0012,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,38,50,0.8672,1072.0,0.0012,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,39,50,0.8671,1072.0,0.00073,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,40,50,0.8671,1072.0,0.00073,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,41,50,0.8671,1072.0,0.0012,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,42,50,0.8671,1072.0,0.0012,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,43,50,0.867,1072.0,0.00073,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,44,50,0.867,1072.0,0.00073,0.9,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,45,50,0.867,1072.0,0.00073,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,46,50,0.867,1072.0,0.00073,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,47,50,0.867,1072.0,0.00044,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,48,50,0.867,1072.0,0.00044,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,49,50,0.867,1072.0,0.00026,0.8,
momentum,1,"momentum: run 1 - search_momentum, nesterov=False",search_momentum,True,False,unknown,50,50,0.867,1072.0,0.00026,0.8,
