run,N,M,final_k_granularity,cooldown_final_k_granularity,step,total_steps,loss,head_lr,muon_lr
8,1,2,0.25,0.25,13,50,0.9111,1072.0,0.016
8,1,2,0.25,0.25,14,50,0.8984,1072.0,0.0093
8,1,2,0.25,0.25,15,50,0.8965,1072.0,0.016
8,1,2,0.25,0.25,16,50,0.8902,1072.0,0.0093
8,1,2,0.25,0.25,17,50,0.8889,1072.0,0.0093
8,1,2,0.25,0.25,18,50,0.8856,1072.0,0.0093
8,1,2,0.25,0.25,19,50,0.8846,1072.0,0.0093
8,1,2,0.25,0.25,20,50,0.8828,1072.0,0.0093
8,1,2,0.25,0.25,21,50,0.8818,1072.0,0.0093
8,1,2,0.25,0.25,22,50,0.881,1072.0,0.0093
8,1,2,0.25,0.25,23,50,0.8799,1072.0,0.0093
8,1,2,0.25,0.25,24,50,0.8768,1072.0,0.0056
8,1,2,0.25,0.25,25,50,0.8795,1072.0,0.0093
8,1,2,0.25,0.25,26,50,0.8754,1072.0,0.0056
8,1,2,0.25,0.25,27,50,0.8756,1072.0,0.0056
8,1,2,0.25,0.25,28,50,0.8743,1072.0,0.0056
8,1,2,0.25,0.25,29,50,0.8733,1072.0,0.0034
8,1,2,0.25,0.25,30,50,0.8735,1072.0,0.0056
8,1,2,0.25,0.25,31,50,0.8733,1072.0,0.0056
8,1,2,0.25,0.25,32,50,0.8732,1072.0,0.0056
8,1,2,0.25,0.25,33,50,0.8729,1072.0,0.0056
8,1,2,0.25,0.25,34,50,0.8727,1072.0,0.0056
8,1,2,0.25,0.25,35,50,0.8725,1072.0,0.0056
8,1,2,0.25,0.25,36,50,0.8712,1072.0,0.0034
8,1,2,0.25,0.25,37,50,0.8713,1072.0,0.0034
8,1,2,0.25,0.25,38,50,0.8706,1072.0,0.002
8,1,2,0.25,0.25,39,50,0.8703,1072.0,0.0034
8,1,2,0.25,0.25,40,50,0.8704,1072.0,0.0034
8,1,2,0.25,0.25,41,50,0.8703,1072.0,0.0034
8,1,2,0.25,0.25,42,50,0.8702,1072.0,0.0034
8,1,2,0.25,0.25,43,50,0.8702,1072.0,0.0034
8,1,2,0.25,0.25,44,50,0.87,1072.0,0.0034
8,1,2,0.25,0.25,45,50,0.87,1072.0,0.0034
8,1,2,0.25,0.25,46,50,0.8698,1072.0,0.0034
8,1,2,0.25,0.25,47,50,0.8698,1072.0,0.0034
8,1,2,0.25,0.25,48,50,0.8697,1072.0,0.0034
8,1,2,0.25,0.25,49,50,0.8691,1072.0,0.0012
8,1,2,0.25,0.25,50,50,0.869,1072.0,9.4e-05
9,2,0,1.0,1.0,0,50,2.3135,1072.0,0.2
9,2,0,1.0,1.0,1,50,2.2279,1072.0,0.2
9,2,0,1.0,1.0,2,50,2.2034,1072.0,0.2
9,2,0,1.0,1.0,3,50,1.866,1072.0,0.072
9,2,0,1.0,1.0,4,50,1.6381,1072.0,0.072
9,2,0,1.0,1.0,5,50,1.4148,1072.0,0.072
9,2,0,1.0,1.0,6,50,1.2739,1072.0,0.072
9,2,0,1.0,1.0,7,50,1.1327,1072.0,0.043
9,2,0,1.0,1.0,8,50,1.0319,1072.0,0.043
9,2,0,1.0,1.0,9,50,0.9645,1072.0,0.026
9,2,0,1.0,1.0,10,50,0.9289,1072.0,0.026
9,2,0,1.0,1.0,11,50,0.9093,1072.0,0.0093
9,2,0,1.0,1.0,12,50,0.898,1072.0,0.0093
9,2,0,1.0,1.0,13,50,0.8898,1072.0,0.0093
9,2,0,1.0,1.0,14,50,0.8862,1072.0,0.0093
9,2,0,1.0,1.0,15,50,0.8822,1072.0,0.0056
9,2,0,1.0,1.0,16,50,0.8803,1072.0,0.0056
9,2,0,1.0,1.0,17,50,0.8782,1072.0,0.0034
9,2,0,1.0,1.0,18,50,0.8769,1072.0,0.0034
9,2,0,1.0,1.0,19,50,0.8755,1072.0,0.0034
9,2,0,1.0,1.0,20,50,0.8751,1072.0,0.0034
9,2,0,1.0,1.0,21,50,0.874,1072.0,0.002
9,2,0,1.0,1.0,22,50,0.8734,1072.0,0.002
9,2,0,1.0,1.0,23,50,0.8728,1072.0,0.002
9,2,0,1.0,1.0,24,50,0.8723,1072.0,0.002
9,2,0,1.0,1.0,25,50,0.8718,1072.0,0.002
9,2,0,1.0,1.0,26,50,0.8714,1072.0,0.002
9,2,0,1.0,1.0,27,50,0.871,1072.0,0.002
9,2,0,1.0,1.0,28,50,0.8708,1072.0,0.002
9,2,0,1.0,1.0,29,50,0.8705,1072.0,0.0012
9,2,0,1.0,1.0,30,50,0.8702,1072.0,0.0012
9,2,0,1.0,1.0,31,50,0.87,1072.0,0.0012
9,2,0,1.0,1.0,32,50,0.8698,1072.0,0.0012
9,2,0,1.0,1.0,33,50,0.8696,1072.0,0.0012
9,2,0,1.0,1.0,34,50,0.8695,1072.0,0.0012
9,2,0,1.0,1.0,35,50,0.8693,1072.0,0.0012
9,2,0,1.0,1.0,36,50,0.8692,1072.0,0.0012
9,2,0,1.0,1.0,37,50,0.869,1072.0,0.00073
9,2,0,1.0,1.0,38,50,0.8689,1072.0,0.00073
9,2,0,1.0,1.0,39,50,0.8688,1072.0,0.00073
9,2,0,1.0,1.0,40,50,0.8687,1072.0,0.00073
9,2,0,1.0,1.0,41,50,0.8686,1072.0,0.0012
9,2,0,1.0,1.0,42,50,0.8686,1072.0,0.0012
9,2,0,1.0,1.0,43,50,0.8684,1072.0,0.00073
9,2,0,1.0,1.0,44,50,0.8684,1072.0,0.00073
9,2,0,1.0,1.0,45,50,0.8683,1072.0,0.00073
9,2,0,1.0,1.0,46,50,0.8682,1072.0,0.00073
9,2,0,1.0,1.0,47,50,0.8681,1072.0,0.00073
9,2,0,1.0,1.0,48,50,0.8681,1072.0,0.00073
9,2,0,1.0,1.0,49,50,0.868,1072.0,0.00073
9,2,0,1.0,1.0,50,50,0.868,1072.0,0.00073
10,2,0,1.0,0.25,0,50,2.3135,1072.0,0.2
10,2,0,1.0,0.25,1,50,2.2279,1072.0,0.2
10,2,0,1.0,0.25,2,50,2.2034,1072.0,0.2
10,2,0,1.0,0.25,3,50,1.866,1072.0,0.072
10,2,0,1.0,0.25,4,50,1.6381,1072.0,0.072
10,2,0,1.0,0.25,5,50,1.4148,1072.0,0.072
10,2,0,1.0,0.25,6,50,1.2739,1072.0,0.072
10,2,0,1.0,0.25,7,50,1.1327,1072.0,0.043
10,2,0,1.0,0.25,8,50,1.0319,1072.0,0.043
10,2,0,1.0,0.25,9,50,0.9645,1072.0,0.026
10,2,0,1.0,0.25,10,50,0.9289,1072.0,0.026
10,2,0,1.0,0.25,11,50,0.9093,1072.0,0.0093
10,2,0,1.0,0.25,12,50,0.898,1072.0,0.0093
10,2,0,1.0,0.25,13,50,0.8898,1072.0,0.0093
10,2,0,1.0,0.25,14,50,0.8862,1072.0,0.0093
10,2,0,1.0,0.25,15,50,0.8822,1072.0,0.0056
10,2,0,1.0,0.25,16,50,0.8803,1072.0,0.0056
10,2,0,1.0,0.25,17,50,0.8782,1072.0,0.0034
10,2,0,1.0,0.25,18,50,0.8769,1072.0,0.0034
10,2,0,1.0,0.25,19,50,0.8755,1072.0,0.0034
10,2,0,1.0,0.25,20,50,0.8751,1072.0,0.0034
10,2,0,1.0,0.25,21,50,0.874,1072.0,0.002
10,2,0,1.0,0.25,22,50,0.8734,1072.0,0.002
10,2,0,1.0,0.25,23,50,0.8728,1072.0,0.002
10,2,0,1.0,0.25,24,50,0.8723,1072.0,0.002
10,2,0,1.0,0.25,25,50,0.8718,1072.0,0.002
10,2,0,1.0,0.25,26,50,0.8714,1072.0,0.002
10,2,0,1.0,0.25,27,50,0.871,1072.0,0.002
10,2,0,1.0,0.25,28,50,0.8708,1072.0,0.002
10,2,0,1.0,0.25,29,50,0.8705,1072.0,0.0012
10,2,0,1.0,0.25,30,50,0.8702,1072.0,0.0012
10,2,0,1.0,0.25,31,50,0.87,1072.0,0.0012
10,2,0,1.0,0.25,32,50,0.8698,1072.0,0.0012
10,2,0,1.0,0.25,33,50,0.8696,1072.0,0.0012
10,2,0,1.0,0.25,34,50,0.8695,1072.0,0.0012
10,2,0,1.0,0.25,35,50,0.8693,1072.0,0.0012
10,2,0,1.0,0.25,36,50,0.8692,1072.0,0.0012
10,2,0,1.0,0.25,37,50,0.869,1072.0,0.00073
10,2,0,1.0,0.25,38,50,0.8689,1072.0,0.00073
10,2,0,1.0,0.25,39,50,0.8688,1072.0,0.00073
10,2,0,1.0,0.25,40,50,0.8687,1072.0,0.00073
10,2,0,1.0,0.25,41,50,0.8686,1072.0,0.0012
10,2,0,1.0,0.25,42,50,0.8686,1072.0,0.0012
10,2,0,1.0,0.25,43,50,0.8684,1072.0,0.00073
10,2,0,1.0,0.25,44,50,0.8684,1072.0,0.00073
10,2,0,1.0,0.25,45,50,0.8683,1072.0,0.00073
10,2,0,1.0,0.25,46,50,0.8682,1072.0,0.00073
10,2,0,1.0,0.25,47,50,0.8681,1072.0,0.00073
10,2,0,1.0,0.25,48,50,0.8681,1072.0,0.00073
10,2,0,1.0,0.25,49,50,0.868,1072.0,0.00073
10,2,0,1.0,0.25,50,50,0.868,1072.0,0.00073
11,2,0,0.25,0.25,0,50,2.3135,1072.0,0.2
11,2,0,0.25,0.25,1,50,2.2249,1072.0,0.18
11,2,0,0.25,0.25,2,50,2.2005,1072.0,0.18
11,2,0,0.25,0.25,3,50,1.8109,1072.0,0.072
11,2,0,0.25,0.25,4,50,1.5715,1072.0,0.072
11,2,0,0.25,0.25,5,50,1.3573,1072.0,0.072
11,2,0,0.25,0.25,6,50,1.2256,1072.0,0.072
11,2,0,0.25,0.25,7,50,1.0832,1072.0,0.033
11,2,0,0.25,0.25,8,50,1.0038,1072.0,0.033
11,2,0,0.25,0.25,9,50,0.9527,1072.0,0.02
11,2,0,0.25,0.25,10,50,0.9224,1072.0,0.02
11,2,0,0.25,0.25,11,50,0.906,1072.0,0.0093
11,2,0,0.25,0.25,12,50,0.895,1072.0,0.0093
11,2,0,0.25,0.25,13,50,0.8897,1072.0,0.0056
11,2,0,0.25,0.25,14,50,0.886,1072.0,0.0056
11,2,0,0.25,0.25,15,50,0.8832,1072.0,0.0034
11,2,0,0.25,0.25,16,50,0.8811,1072.0,0.0034
11,2,0,0.25,0.25,17,50,0.8792,1072.0,0.0034
11,2,0,0.25,0.25,18,50,0.8781,1072.0,0.0034
11,2,0,0.25,0.25,19,50,0.8769,1072.0,0.002
11,2,0,0.25,0.25,20,50,0.876,1072.0,0.002
11,2,0,0.25,0.25,21,50,0.8752,1072.0,0.002
11,2,0,0.25,0.25,22,50,0.8745,1072.0,0.002
11,2,0,0.25,0.25,23,50,0.8738,1072.0,0.002
11,2,0,0.25,0.25,24,50,0.8734,1072.0,0.002
11,2,0,0.25,0.25,25,50,0.8729,1072.0,0.0016
11,2,0,0.25,0.25,26,50,0.8725,1072.0,0.0016
11,2,0,0.25,0.25,27,50,0.872,1072.0,0.0016
11,2,0,0.25,0.25,28,50,0.8718,1072.0,0.0016
11,2,0,0.25,0.25,29,50,0.8714,1072.0,0.0012
11,2,0,0.25,0.25,30,50,0.8712,1072.0,0.0012
11,2,0,0.25,0.25,31,50,0.8709,1072.0,0.0012
11,2,0,0.25,0.25,32,50,0.8707,1072.0,0.0012
11,2,0,0.25,0.25,33,50,0.8704,1072.0,0.0012
11,2,0,0.25,0.25,34,50,0.8703,1072.0,0.0012
11,2,0,0.25,0.25,35,50,0.8701,1072.0,0.00094
11,2,0,0.25,0.25,36,50,0.8699,1072.0,0.00094
11,2,0,0.25,0.25,37,50,0.8697,1072.0,0.00094
11,2,0,0.25,0.25,38,50,0.8696,1072.0,0.00094
11,2,0,0.25,0.25,39,50,0.8694,1072.0,0.00094
11,2,0,0.25,0.25,40,50,0.8693,1072.0,0.00094
11,2,0,0.25,0.25,41,50,0.8692,1072.0,0.00073
11,2,0,0.25,0.25,42,50,0.8691,1072.0,0.00073
11,2,0,0.25,0.25,43,50,0.869,1072.0,0.00073
11,2,0,0.25,0.25,44,50,0.8689,1072.0,0.00073
11,2,0,0.25,0.25,45,50,0.8688,1072.0,0.00073
11,2,0,0.25,0.25,46,50,0.8687,1072.0,0.00073
11,2,0,0.25,0.25,47,50,0.8687,1072.0,0.00056
11,2,0,0.25,0.25,48,50,0.8686,1072.0,0.00056
11,2,0,0.25,0.25,49,50,0.8685,1072.0,0.00056
11,2,0,0.25,0.25,50,50,0.8685,1072.0,0.00056
12,2,1,1.0,1.0,0,50,2.3135,1072.0,0.2
12,2,1,1.0,1.0,1,50,2.2279,1072.0,0.2
12,2,1,1.0,1.0,2,50,2.2034,1072.0,0.2
12,2,1,1.0,1.0,3,50,1.8821,1072.0,0.12
12,2,1,1.0,1.0,4,50,1.6798,1072.0,0.12
12,2,1,1.0,1.0,5,50,1.4813,1072.0,0.12
12,2,1,1.0,1.0,6,50,1.3166,1072.0,0.12
12,2,1,1.0,1.0,7,50,1.1379,1072.0,0.026
12,2,1,1.0,1.0,8,50,1.0527,1072.0,0.026
12,2,1,1.0,1.0,9,50,0.9747,1072.0,0.026
12,2,1,1.0,1.0,10,50,0.9306,1072.0,0.026
12,2,1,1.0,1.0,11,50,0.9108,1072.0,0.026
12,2,1,1.0,1.0,12,50,0.9122,1072.0,0.026
12,2,1,1.0,1.0,13,50,0.8912,1072.0,0.0093
12,2,1,1.0,1.0,14,50,0.8911,1072.0,0.0093
12,2,1,1.0,1.0,15,50,0.8821,1072.0,0.0093
12,2,1,1.0,1.0,16,50,0.8788,1072.0,0.0093
12,2,1,1.0,1.0,17,50,0.8773,1072.0,0.0093
12,2,1,1.0,1.0,18,50,0.8775,1072.0,0.0093
12,2,1,1.0,1.0,19,50,0.8741,1072.0,0.0056
12,2,1,1.0,1.0,20,50,0.8732,1072.0,0.0056
12,2,1,1.0,1.0,21,50,0.8723,1072.0,0.0056
12,2,1,1.0,1.0,22,50,0.8721,1072.0,0.0056
12,2,1,1.0,1.0,23,50,0.8709,1072.0,0.0034
12,2,1,1.0,1.0,24,50,0.8706,1072.0,0.0034
12,2,1,1.0,1.0,25,50,0.8703,1072.0,0.0034
12,2,1,1.0,1.0,26,50,0.87,1072.0,0.0034
12,2,1,1.0,1.0,27,50,0.8696,1072.0,0.002
12,2,1,1.0,1.0,28,50,0.8693,1072.0,0.002
12,2,1,1.0,1.0,29,50,0.8691,1072.0,0.002
12,2,1,1.0,1.0,30,50,0.869,1072.0,0.002
12,2,1,1.0,1.0,31,50,0.8688,1072.0,0.0012
12,2,1,1.0,1.0,32,50,0.8686,1072.0,0.0012
12,2,1,1.0,1.0,33,50,0.8685,1072.0,0.0012
12,2,1,1.0,1.0,34,50,0.8684,1072.0,0.0012
12,2,1,1.0,1.0,35,50,0.8683,1072.0,0.0012
12,2,1,1.0,1.0,36,50,0.8682,1072.0,0.0012
12,2,1,1.0,1.0,37,50,0.8681,1072.0,0.0012
12,2,1,1.0,1.0,38,50,0.868,1072.0,0.0012
12,2,1,1.0,1.0,39,50,0.868,1072.0,0.0012
12,2,1,1.0,1.0,40,50,0.8679,1072.0,0.0012
12,2,1,1.0,1.0,41,50,0.8678,1072.0,0.0012
12,2,1,1.0,1.0,42,50,0.8678,1072.0,0.0012
12,2,1,1.0,1.0,43,50,0.8677,1072.0,0.0012
12,2,1,1.0,1.0,44,50,0.8677,1072.0,0.0012
12,2,1,1.0,1.0,45,50,0.8676,1072.0,0.0012
12,2,1,1.0,1.0,46,50,0.8676,1072.0,0.0012
12,2,1,1.0,1.0,47,50,0.8676,1072.0,0.0012
12,2,1,1.0,1.0,48,50,0.8675,1072.0,0.0012
12,2,1,1.0,1.0,49,50,0.8675,1072.0,0.00073
12,2,1,1.0,1.0,50,50,0.8674,1072.0,0.00073
13,2,1,1.0,0.25,0,50,2.3135,1072.0,0.2
13,2,1,1.0,0.25,1,50,2.2279,1072.0,0.2
13,2,1,1.0,0.25,2,50,2.2034,1072.0,0.2
13,2,1,1.0,0.25,3,50,1.8968,1072.0,0.12
13,2,1,1.0,0.25,4,50,1.6817,1072.0,0.12
13,2,1,1.0,0.25,5,50,1.4742,1072.0,0.12
13,2,1,1.0,0.25,6,50,1.3671,1072.0,0.12
13,2,1,1.0,0.25,7,50,1.1601,1072.0,0.043
13,2,1,1.0,0.25,8,50,1.0602,1072.0,0.043
13,2,1,1.0,0.25,9,50,0.9694,1072.0,0.043
13,2,1,1.0,0.25,10,50,0.9403,1072.0,0.043
13,2,1,1.0,0.25,11,50,0.9187,1072.0,0.026
13,2,1,1.0,0.25,12,50,0.8994,1072.0,0.026
13,2,1,1.0,0.25,13,50,0.8944,1072.0,0.026
13,2,1,1.0,0.25,14,50,0.8972,1072.0,0.026
13,2,1,1.0,0.25,15,50,0.8837,1072.0,0.016
13,2,1,1.0,0.25,16,50,0.8802,1072.0,0.016
13,2,1,1.0,0.25,17,50,0.8775,1072.0,0.016
13,2,1,1.0,0.25,18,50,0.8778,1072.0,0.016
13,2,1,1.0,0.25,19,50,0.873,1072.0,0.0093
13,2,1,1.0,0.25,20,50,0.8728,1072.0,0.0093
13,2,1,1.0,0.25,21,50,0.872,1072.0,0.0093
13,2,1,1.0,0.25,22,50,0.8717,1072.0,0.0093
13,2,1,1.0,0.25,23,50,0.87,1072.0,0.0056
13,2,1,1.0,0.25,24,50,0.8697,1072.0,0.0056
13,2,1,1.0,0.25,25,50,0.8697,1072.0,0.0056
13,2,1,1.0,0.25,26,50,0.8694,1072.0,0.0056
13,2,1,1.0,0.25,27,50,0.8687,1072.0,0.0034
13,2,1,1.0,0.25,28,50,0.8686,1072.0,0.0034
13,2,1,1.0,0.25,29,50,0.8685,1072.0,0.0034
13,2,1,1.0,0.25,30,50,0.8683,1072.0,0.0034
13,2,1,1.0,0.25,31,50,0.868,1072.0,0.002
13,2,1,1.0,0.25,32,50,0.868,1072.0,0.002
13,2,1,1.0,0.25,33,50,0.8679,1072.0,0.002
13,2,1,1.0,0.25,34,50,0.8678,1072.0,0.002
13,2,1,1.0,0.25,35,50,0.8677,1072.0,0.0012
13,2,1,1.0,0.25,36,50,0.8676,1072.0,0.0012
13,2,1,1.0,0.25,37,50,0.8676,1072.0,0.0012
13,2,1,1.0,0.25,38,50,0.8675,1072.0,0.0012
13,2,1,1.0,0.25,39,50,0.8675,1072.0,0.0012
13,2,1,1.0,0.25,40,50,0.8674,1072.0,0.0012
13,2,1,1.0,0.25,41,50,0.8674,1072.0,0.0012
13,2,1,1.0,0.25,42,50,0.8674,1072.0,0.0012
13,2,1,1.0,0.25,43,50,0.8673,1072.0,0.0012
13,2,1,1.0,0.25,44,50,0.8673,1072.0,0.0012
13,2,1,1.0,0.25,45,50,0.8673,1072.0,0.0012
13,2,1,1.0,0.25,46,50,0.8673,1072.0,0.0012
13,2,1,1.0,0.25,47,50,0.8673,1072.0,0.0012
13,2,1,1.0,0.25,48,50,0.8672,1072.0,0.0012
13,2,1,1.0,0.25,49,50,0.8672,1072.0,0.00073
13,2,1,1.0,0.25,50,50,0.8672,1072.0,0.00073
14,2,1,0.25,0.25,0,50,2.3135,1072.0,0.2
14,2,1,0.25,0.25,1,50,2.2279,1072.0,0.2
14,2,1,0.25,0.25,2,50,2.2034,1072.0,0.2
14,2,1,0.25,0.25,3,50,1.8266,1072.0,0.14
14,2,1,0.25,0.25,4,50,1.6924,1072.0,0.14
14,2,1,0.25,0.25,5,50,1.4208,1072.0,0.029
14,2,1,0.25,0.25,6,50,1.2881,1072.0,0.029
14,2,1,0.25,0.25,7,50,1.1869,1072.0,0.016
14,2,1,0.25,0.25,8,50,1.1153,1072.0,0.016
14,2,1,0.25,0.25,9,50,1.0477,1072.0,0.016
14,2,1,0.25,0.25,10,50,0.9945,1072.0,0.016
14,2,1,0.25,0.25,11,50,0.9554,1072.0,0.016
14,2,1,0.25,0.25,12,50,0.929,1072.0,0.016
14,2,1,0.25,0.25,13,50,0.9085,1072.0,0.018
14,2,1,0.25,0.25,14,50,0.922,1072.0,0.018
14,2,1,0.25,0.25,15,50,0.902,1072.0,0.0072
14,2,1,0.25,0.25,16,50,0.8961,1072.0,0.0072
14,2,1,0.25,0.25,17,50,0.8873,1072.0,0.0072
14,2,1,0.25,0.25,18,50,0.8836,1072.0,0.0072
14,2,1,0.25,0.25,19,50,0.88,1072.0,0.0082
14,2,1,0.25,0.25,20,50,0.8829,1072.0,0.0082
14,2,1,0.25,0.25,21,50,0.8782,1072.0,0.0043
14,2,1,0.25,0.25,22,50,0.8779,1072.0,0.0043
14,2,1,0.25,0.25,23,50,0.875,1072.0,0.0034
14,2,1,0.25,0.25,24,50,0.8745,1072.0,0.0034
14,2,1,0.25,0.25,25,50,0.8736,1072.0,0.0034
14,2,1,0.25,0.25,26,50,0.8732,1072.0,0.0034
14,2,1,0.25,0.25,27,50,0.8744,1072.0,0.0049
14,2,1,0.25,0.25,28,50,0.8731,1072.0,0.0049
14,2,1,0.25,0.25,29,50,0.874,1072.0,0.0049
14,2,1,0.25,0.25,30,50,0.8719,1072.0,0.0049
14,2,1,0.25,0.25,31,50,0.8722,1072.0,0.0049
14,2,1,0.25,0.25,32,50,0.8719,1072.0,0.0049
14,2,1,0.25,0.25,33,50,0.8707,1072.0,0.0026
14,2,1,0.25,0.25,34,50,0.8704,1072.0,0.0026
14,2,1,0.25,0.25,35,50,0.8698,1072.0,0.002
14,2,1,0.25,0.25,36,50,0.8696,1072.0,0.002
14,2,1,0.25,0.25,37,50,0.8694,1072.0,0.002
14,2,1,0.25,0.25,38,50,0.8693,1072.0,0.002
14,2,1,0.25,0.25,39,50,0.869,1072.0,0.0016
14,2,1,0.25,0.25,40,50,0.869,1072.0,0.0016
14,2,1,0.25,0.25,41,50,0.8688,1072.0,0.0012
14,2,1,0.25,0.25,42,50,0.8687,1072.0,0.0012
14,2,1,0.25,0.25,43,50,0.8686,1072.0,0.0014
14,2,1,0.25,0.25,44,50,0.8686,1072.0,0.0014
14,2,1,0.25,0.25,45,50,0.8684,1072.0,0.00094
14,2,1,0.25,0.25,46,50,0.8683,1072.0,0.00094
14,2,1,0.25,0.25,47,50,0.8682,1072.0,0.00094
14,2,1,0.25,0.25,48,50,0.8682,1072.0,0.00094
14,2,1,0.25,0.25,49,50,0.8681,1072.0,0.00056
14,2,1,0.25,0.25,50,50,0.868,1072.0,0.00056
15,2,2,1.0,1.0,0,50,2.3135,1072.0,0.2
15,2,2,1.0,1.0,1,50,2.2201,1072.0,0.12
15,2,2,1.0,1.0,2,50,2.2057,1072.0,0.12
15,2,2,1.0,1.0,3,50,1.8243,1072.0,0.072
15,2,2,1.0,1.0,4,50,1.5657,1072.0,0.072
15,2,2,1.0,1.0,5,50,1.3275,1072.0,0.072
15,2,2,1.0,1.0,6,50,1.2199,1072.0,0.072
15,2,2,1.0,1.0,7,50,1.0562,1072.0,0.043
15,2,2,1.0,1.0,8,50,0.9841,1072.0,0.043
15,2,2,1.0,1.0,9,50,0.9387,1072.0,0.026
15,2,2,1.0,1.0,10,50,0.9158,1072.0,0.026
15,2,2,1.0,1.0,11,50,0.9002,1072.0,0.016
15,2,2,1.0,1.0,12,50,0.8917,1072.0,0.016
15,2,2,1.0,1.0,13,50,0.8838,1072.0,0.0093
15,2,2,1.0,1.0,14,50,0.8805,1072.0,0.0093
15,2,2,1.0,1.0,15,50,0.8782,1072.0,0.0093
15,2,2,1.0,1.0,16,50,0.8787,1072.0,0.0093
15,2,2,1.0,1.0,17,50,0.8743,1072.0,0.0056
15,2,2,1.0,1.0,18,50,0.8732,1072.0,0.0056
15,2,2,1.0,1.0,19,50,0.872,1072.0,0.0056
15,2,2,1.0,1.0,20,50,0.8724,1072.0,0.0056
15,2,2,1.0,1.0,21,50,0.8706,1072.0,0.0034
15,2,2,1.0,1.0,22,50,0.8703,1072.0,0.0034
15,2,2,1.0,1.0,23,50,0.8698,1072.0,0.0034
15,2,2,1.0,1.0,24,50,0.8698,1072.0,0.0034
15,2,2,1.0,1.0,25,50,0.8694,1072.0,0.0034
15,2,2,1.0,1.0,26,50,0.8693,1072.0,0.0034
15,2,2,1.0,1.0,27,50,0.8691,1072.0,0.0034
15,2,2,1.0,1.0,28,50,0.869,1072.0,0.0034
15,2,2,1.0,1.0,29,50,0.8684,1072.0,0.002
15,2,2,1.0,1.0,30,50,0.8683,1072.0,0.002
15,2,2,1.0,1.0,31,50,0.8682,1072.0,0.002
15,2,2,1.0,1.0,32,50,0.8682,1072.0,0.002
15,2,2,1.0,1.0,33,50,0.8681,1072.0,0.002
15,2,2,1.0,1.0,34,50,0.868,1072.0,0.002
15,2,2,1.0,1.0,35,50,0.8679,1072.0,0.002
15,2,2,1.0,1.0,36,50,0.8679,1072.0,0.002
15,2,2,1.0,1.0,37,50,0.8678,1072.0,0.002
15,2,2,1.0,1.0,38,50,0.8678,1072.0,0.002
15,2,2,1.0,1.0,39,50,0.8677,1072.0,0.002
15,2,2,1.0,1.0,40,50,0.8677,1072.0,0.002
15,2,2,1.0,1.0,41,50,0.8675,1072.0,0.0012
15,2,2,1.0,1.0,42,50,0.8675,1072.0,0.0012
15,2,2,1.0,1.0,43,50,0.8674,1072.0,0.0012
15,2,2,1.0,1.0,44,50,0.8674,1072.0,0.0012
15,2,2,1.0,1.0,45,50,0.8674,1072.0,0.0012
15,2,2,1.0,1.0,46,50,0.8674,1072.0,0.0012
15,2,2,1.0,1.0,47,50,0.8673,1072.0,0.0012
15,2,2,1.0,1.0,48,50,0.8673,1072.0,0.0012
15,2,2,1.0,1.0,49,50,0.8672,1072.0,0.00073
15,2,2,1.0,1.0,50,50,0.8672,1072.0,0.00073
16,2,2,1.0,0.25,0,50,2.3135,1072.0,0.2
16,2,2,1.0,0.25,1,50,2.2201,1072.0,0.12
16,2,2,1.0,0.25,2,50,2.2057,1072.0,0.12
16,2,2,1.0,0.25,3,50,1.8207,1072.0,0.072
16,2,2,1.0,0.25,4,50,1.5791,1072.0,0.072
16,2,2,1.0,0.25,5,50,1.3394,1072.0,0.043
16,2,2,1.0,0.25,6,50,1.2026,1072.0,0.043
16,2,2,1.0,0.25,7,50,1.0663,1072.0,0.043
16,2,2,1.0,0.25,8,50,1.0151,1072.0,0.043
16,2,2,1.0,0.25,9,50,0.9608,1072.0,0.026
16,2,2,1.0,0.25,10,50,0.9288,1072.0,0.026
16,2,2,1.0,0.25,11,50,0.9077,1072.0,0.016
16,2,2,1.0,0.25,12,50,0.8987,1072.0,0.016
16,2,2,1.0,0.25,13,50,0.8883,1072.0,0.0093
16,2,2,1.0,0.25,14,50,0.8837,1072.0,0.0093
16,2,2,1.0,0.25,15,50,0.8795,1072.0,0.0093
16,2,2,1.0,0.25,16,50,0.882,1072.0,0.0093
16,2,2,1.0,0.25,17,50,0.8765,1072.0,0.0056
16,2,2,1.0,0.25,18,50,0.8748,1072.0,0.0056
16,2,2,1.0,0.25,19,50,0.8727,1072.0,0.0056
16,2,2,1.0,0.25,20,50,0.8728,1072.0,0.0056
16,2,2,1.0,0.25,21,50,0.8711,1072.0,0.0034
16,2,2,1.0,0.25,22,50,0.8709,1072.0,0.0034
16,2,2,1.0,0.25,23,50,0.8704,1072.0,0.0034
16,2,2,1.0,0.25,24,50,0.8704,1072.0,0.0034
16,2,2,1.0,0.25,25,50,0.8725,1072.0,0.0056
16,2,2,1.0,0.25,26,50,0.8699,1072.0,0.0056
16,2,2,1.0,0.25,27,50,0.8691,1072.0,0.002
16,2,2,1.0,0.25,28,50,0.8689,1072.0,0.002
16,2,2,1.0,0.25,29,50,0.8687,1072.0,0.002
16,2,2,1.0,0.25,30,50,0.8687,1072.0,0.002
16,2,2,1.0,0.25,31,50,0.8685,1072.0,0.002
16,2,2,1.0,0.25,32,50,0.8685,1072.0,0.002
16,2,2,1.0,0.25,33,50,0.8683,1072.0,0.002
