run,momentum_config,search_momentum,muon_nesterov,search_nesterov,interval_index,start_step,muon_lr,muon_momentum,selected_muon_nesterov,interval_loss,best_cooldown_muon_lr,best_cooldown_muon_momentum,best_cooldown_muon_nesterov,best_final_loss
0,search_momentum_search_nesterov,True,False,True,20,40,0.00044,0.9,True,0.866921,0.00026,0.9,True,0.866916
0,search_momentum_search_nesterov,True,False,True,21,42,0.0012,0.9,False,0.866951,0.00026,0.9,False,0.866918
0,search_momentum_search_nesterov,True,False,True,21,42,0.0012,0.9,True,0.866947,0.00073,0.9,True,0.866912
0,search_momentum_search_nesterov,True,False,True,21,42,0.00073,0.8,False,0.866952,0.00026,0.8,False,0.866915
0,search_momentum_search_nesterov,True,False,True,21,42,0.00073,0.8,True,0.866931,0.00016,0.8,True,0.866915
0,search_momentum_search_nesterov,True,False,True,21,42,0.00073,0.9,False,0.866945,0.00044,0.9,False,0.866914
0,search_momentum_search_nesterov,True,False,True,21,42,0.00073,0.9,True,0.866929,0.00044,0.9,True,0.866912
0,search_momentum_search_nesterov,True,False,True,21,42,0.00044,0.8,False,0.866941,0.00016,0.8,False,0.866916
0,search_momentum_search_nesterov,True,False,True,21,42,0.00044,0.9,False,0.866917,0.00026,0.9,False,0.866913
0,search_momentum_search_nesterov,True,False,True,21,42,0.00044,0.9,True,0.866919,0.00026,0.9,True,0.866912
0,search_momentum_search_nesterov,True,False,True,21,42,0.00026,0.9,False,0.866918,5.6e-05,0.9,False,0.866915
0,search_momentum_search_nesterov,True,False,True,22,44,0.0012,0.9,False,0.867025,0.00073,0.9,False,0.866913
0,search_momentum_search_nesterov,True,False,True,22,44,0.0012,0.9,True,0.866982,0.00044,0.9,True,0.866917
0,search_momentum_search_nesterov,True,False,True,22,44,0.00073,0.8,False,0.866952,0.00044,0.8,False,0.866913
0,search_momentum_search_nesterov,True,False,True,22,44,0.00073,0.8,True,0.866936,0.00026,0.8,True,0.866912
0,search_momentum_search_nesterov,True,False,True,22,44,0.00073,0.9,False,0.866964,0.00044,0.9,False,0.866913
0,search_momentum_search_nesterov,True,False,True,22,44,0.00073,0.9,True,0.866936,0.00044,0.9,True,0.86691
0,search_momentum_search_nesterov,True,False,True,22,44,0.00044,0.8,False,0.866926,0.00016,0.8,False,0.866913
0,search_momentum_search_nesterov,True,False,True,22,44,0.00044,0.8,True,0.866921,0.00016,0.8,True,0.866911
0,search_momentum_search_nesterov,True,False,True,22,44,0.00044,0.9,False,0.866918,0.00016,0.9,False,0.866911
0,search_momentum_search_nesterov,True,False,True,22,44,0.00044,0.9,True,0.866917,0.00016,0.9,True,0.86691
0,search_momentum_search_nesterov,True,False,True,22,44,0.00026,0.9,False,0.866913,5.6e-05,0.9,False,0.866912
0,search_momentum_search_nesterov,True,False,True,22,44,0.00026,0.9,True,0.866913,9.4e-05,0.9,True,0.866911
0,search_momentum_search_nesterov,True,False,True,23,46,0.00073,0.9,False,0.866948,0.00044,0.9,False,0.866909
0,search_momentum_search_nesterov,True,False,True,23,46,0.00073,0.9,True,0.866937,0.00044,0.9,True,0.86691
0,search_momentum_search_nesterov,True,False,True,23,46,0.00044,0.8,False,0.866922,0.00026,0.8,False,0.866909
0,search_momentum_search_nesterov,True,False,True,23,46,0.00044,0.8,True,0.866918,0.00026,0.8,True,0.866908
0,search_momentum_search_nesterov,True,False,True,23,46,0.00044,0.9,False,0.866922,0.00026,0.9,False,0.866908
0,search_momentum_search_nesterov,True,False,True,23,46,0.00044,0.9,True,0.866918,0.00026,0.9,True,0.866908
0,search_momentum_search_nesterov,True,False,True,23,46,0.00026,0.9,False,0.866911,9.4e-05,0.9,False,0.866909
0,search_momentum_search_nesterov,True,False,True,23,46,0.00026,0.9,True,0.866911,0.00016,0.9,True,0.866908
0,search_momentum_search_nesterov,True,False,True,24,48,0.00073,0.9,False,0.866967,,,,0.866967
0,search_momentum_search_nesterov,True,False,True,24,48,0.00073,0.9,True,0.866947,,,,0.866947
0,search_momentum_search_nesterov,True,False,True,24,48,0.00044,0.8,False,0.866922,,,,0.866922
0,search_momentum_search_nesterov,True,False,True,24,48,0.00044,0.8,True,0.866918,,,,0.866918
0,search_momentum_search_nesterov,True,False,True,24,48,0.00044,0.9,False,0.866924,,,,0.866924
0,search_momentum_search_nesterov,True,False,True,24,48,0.00044,0.9,True,0.866918,,,,0.866918
0,search_momentum_search_nesterov,True,False,True,24,48,0.00026,0.8,False,0.86691,,,,0.86691
0,search_momentum_search_nesterov,True,False,True,24,48,0.00026,0.8,True,0.86691,,,,0.86691
0,search_momentum_search_nesterov,True,False,True,24,48,0.00026,0.9,False,0.86691,,,,0.86691
0,search_momentum_search_nesterov,True,False,True,24,48,0.00026,0.9,True,0.866909,,,,0.866909
0,search_momentum_search_nesterov,True,False,True,24,48,0.00016,0.8,False,0.866909,,,,0.866909
0,search_momentum_search_nesterov,True,False,True,24,48,0.00016,0.8,True,0.866909,,,,0.866909
0,search_momentum_search_nesterov,True,False,True,24,48,0.00016,0.9,False,0.866909,,,,0.866909
0,search_momentum_search_nesterov,True,False,True,24,48,0.00016,0.9,True,0.866909,,,,0.866909
0,search_momentum_search_nesterov,True,False,True,24,48,9.4e-05,0.9,False,0.866911,,,,0.866911
0,search_momentum_search_nesterov,True,False,True,24,48,9.4e-05,0.9,True,0.866911,,,,0.866911
