run,momentum_config,search_momentum,muon_nesterov,search_nesterov,interval_index,start_step,interval_muon_lr,interval_muon_momentum,interval_muon_nesterov,cooldown_muon_lr,cooldown_muon_momentum,cooldown_muon_nesterov,final_loss
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.7,True,0.043,0.7,True,1.102444
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.7,True,0.026,0.7,True,1.136516
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,False,0.2,0.8,False,1.427052
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,False,0.12,0.8,False,1.334527
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,False,0.072,0.8,False,1.079483
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,False,0.043,0.8,False,1.061841
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,False,0.026,0.8,False,1.097672
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,True,0.2,0.8,True,1.499802
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,True,0.12,0.8,True,1.260033
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,True,0.072,0.8,True,1.13245
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,True,0.043,0.8,True,1.099475
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.8,True,0.026,0.8,True,1.126744
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,False,0.2,0.9,False,1.346295
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,False,0.12,0.9,False,1.270058
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,False,0.072,0.9,False,1.099047
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,False,0.043,0.9,False,1.079612
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,False,0.026,0.9,False,1.114207
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,True,0.2,0.9,True,1.488782
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,True,0.12,0.9,True,1.37746
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,True,0.072,0.9,True,1.132539
0,search_momentum_search_nesterov,True,False,True,1,2,0.12,0.9,True,0.043,0.9,True,1.1335
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,False,0.12,0.8,False,1.274518
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,False,0.072,0.8,False,1.104332
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,False,0.043,0.8,False,1.077621
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,False,0.026,0.8,False,1.129695
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,True,0.12,0.8,True,1.366838
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,True,0.072,0.8,True,1.273539
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,True,0.043,0.8,True,1.149751
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,True,0.026,0.8,True,1.14177
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.8,True,0.016,0.8,True,1.198829
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,False,0.12,0.9,False,1.180902
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,False,0.072,0.9,False,1.158938
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,False,0.043,0.9,False,1.108178
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,False,0.026,0.9,False,1.153838
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,True,0.12,0.9,True,1.284348
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,True,0.072,0.9,True,1.240983
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,True,0.043,0.9,True,1.127846
0,search_momentum_search_nesterov,True,False,True,1,2,0.072,0.9,True,0.026,0.9,True,1.153624
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,False,0.33,0.8,False,1.519162
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,False,0.2,0.8,False,1.297189
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,False,0.12,0.8,False,1.01802
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,False,0.072,0.8,False,0.992277
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,False,0.043,0.8,False,0.993798
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,True,0.33,0.8,True,1.595506
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,True,0.2,0.8,True,1.410522
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,True,0.12,0.8,True,0.988254
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,True,0.072,0.8,True,0.978475
0,search_momentum_search_nesterov,True,False,True,2,4,0.2,0.8,True,0.043,0.8,True,0.986801
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,False,0.2,0.7,False,1.369858
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,False,0.12,0.7,False,1.055939
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,False,0.072,0.7,False,0.953226
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,False,0.043,0.7,False,0.950931
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,False,0.026,0.7,False,0.952321
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,True,0.2,0.7,True,1.433777
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,True,0.12,0.7,True,1.130607
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,True,0.072,0.7,True,0.957498
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,True,0.043,0.7,True,0.955928
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.7,True,0.026,0.7,True,0.961
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,False,0.2,0.8,False,1.260573
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,False,0.12,0.8,False,1.099321
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,False,0.072,0.8,False,0.968502
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,False,0.043,0.8,False,0.961514
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,False,0.026,0.8,False,0.960613
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,False,0.016,0.8,False,0.962148
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,True,0.2,0.8,True,1.410187
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,True,0.12,0.8,True,1.13605
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,True,0.072,0.8,True,0.946599
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.8,True,0.043,0.8,True,0.951903
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,False,0.2,0.9,False,1.208468
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,False,0.12,0.9,False,1.023021
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,False,0.072,0.9,False,0.966861
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,False,0.043,0.9,False,0.940219
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,False,0.026,0.9,False,0.934861
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,False,0.016,0.9,False,0.933743
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,False,0.0093,0.9,False,0.938651
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,True,0.2,0.9,True,1.272292
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,True,0.12,0.9,True,1.151161
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,True,0.072,0.9,True,0.947995
0,search_momentum_search_nesterov,True,False,True,2,4,0.12,0.9,True,0.043,0.9,True,0.959687
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.6,False,0.12,0.6,False,1.200226
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.6,False,0.072,0.6,False,0.988543
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.6,False,0.043,0.6,False,0.940767
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.6,False,0.026,0.6,False,0.95482
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,False,0.12,0.7,False,1.102051
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,False,0.072,0.7,False,0.976353
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,False,0.043,0.7,False,0.915034
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,False,0.026,0.7,False,0.914738
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,False,0.016,0.7,False,0.921666
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,True,0.12,0.7,True,1.098027
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,True,0.072,0.7,True,1.010722
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,True,0.043,0.7,True,0.943625
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,True,0.026,0.7,True,0.940365
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.7,True,0.016,0.7,True,0.951117
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,False,0.12,0.8,False,1.061412
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,False,0.072,0.8,False,0.945979
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,False,0.043,0.8,False,0.918616
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,False,0.026,0.8,False,0.921637
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,True,0.12,0.8,True,1.084389
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,True,0.072,0.8,True,1.019678
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,True,0.043,0.8,True,0.923243
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.8,True,0.026,0.8,True,0.924756
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,False,0.12,0.9,False,1.051073
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,False,0.072,0.9,False,0.953746
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,False,0.043,0.9,False,0.932967
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,False,0.026,0.9,False,0.927308
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,False,0.016,0.9,False,0.933575
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,True,0.12,0.9,True,1.096538
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,True,0.072,0.9,True,0.983042
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,True,0.043,0.9,True,0.910079
0,search_momentum_search_nesterov,True,False,True,2,4,0.072,0.9,True,0.026,0.9,True,0.918933
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.7,False,0.072,0.7,False,1.002397
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.7,False,0.043,0.7,False,0.935428
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.7,False,0.026,0.7,False,0.919974
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.7,False,0.016,0.7,False,0.929107
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,False,0.072,0.8,False,0.941177
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,False,0.043,0.8,False,0.942296
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,False,0.026,0.8,False,0.918041
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,False,0.016,0.8,False,0.934527
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,True,0.072,0.8,True,0.997321
