run,N,M,final_k_granularity,cooldown_final_k_granularity,step,total_steps,loss,head_lr,muon_lr
1,1,1,1.0,1.0,31,50,0.8999,1072.0,0.0056
1,1,1,1.0,1.0,32,50,0.8965,1072.0,0.0034
1,1,1,1.0,1.0,33,50,0.8955,1072.0,0.0034
1,1,1,1.0,1.0,34,50,0.8931,1072.0,0.0034
1,1,1,1.0,1.0,35,50,0.8921,1072.0,0.0034
1,1,1,1.0,1.0,36,50,0.8911,1072.0,0.0034
1,1,1,1.0,1.0,37,50,0.8898,1072.0,0.002
1,1,1,1.0,1.0,38,50,0.8876,1072.0,0.002
1,1,1,1.0,1.0,39,50,0.887,1072.0,0.0034
1,1,1,1.0,1.0,40,50,0.8858,1072.0,0.002
1,1,1,1.0,1.0,41,50,0.8855,1072.0,0.002
1,1,1,1.0,1.0,42,50,0.8844,1072.0,0.002
1,1,1,1.0,1.0,43,50,0.8842,1072.0,0.002
1,1,1,1.0,1.0,44,50,0.8834,1072.0,0.002
1,1,1,1.0,1.0,45,50,0.8829,1072.0,0.002
1,1,1,1.0,1.0,46,50,0.8823,1072.0,0.002
1,1,1,1.0,1.0,47,50,0.8819,1072.0,0.002
1,1,1,1.0,1.0,48,50,0.8815,1072.0,0.002
1,1,1,1.0,1.0,49,50,0.8811,1072.0,0.002
1,1,1,1.0,1.0,50,50,0.8802,1072.0,0.00073
2,1,2,1.0,1.0,0,50,2.3135,1072.0,0.2
2,1,2,1.0,1.0,1,50,2.2279,1072.0,0.2
2,1,2,1.0,1.0,2,50,2.0997,1072.0,0.33
2,1,2,1.0,1.0,3,50,1.8028,1072.0,0.2
2,1,2,1.0,1.0,4,50,1.6509,1072.0,0.12
2,1,2,1.0,1.0,5,50,1.7259,1072.0,0.2
2,1,2,1.0,1.0,6,50,1.5456,1072.0,0.12
2,1,2,1.0,1.0,7,50,1.5014,1072.0,0.072
2,1,2,1.0,1.0,8,50,1.266,1072.0,0.072
2,1,2,1.0,1.0,9,50,1.1904,1072.0,0.072
2,1,2,1.0,1.0,10,50,1.0851,1072.0,0.043
2,1,2,1.0,1.0,11,50,1.0054,1072.0,0.043
2,1,2,1.0,1.0,12,50,0.9573,1072.0,0.026
2,1,2,1.0,1.0,13,50,0.9367,1072.0,0.026
2,1,2,1.0,1.0,14,50,0.9223,1072.0,0.016
2,1,2,1.0,1.0,15,50,0.9065,1072.0,0.0093
2,1,2,1.0,1.0,16,50,0.8998,1072.0,0.016
2,1,2,1.0,1.0,17,50,0.8926,1072.0,0.0093
2,1,2,1.0,1.0,18,50,0.8898,1072.0,0.0093
2,1,2,1.0,1.0,19,50,0.8862,1072.0,0.0093
2,1,2,1.0,1.0,20,50,0.8836,1072.0,0.0056
2,1,2,1.0,1.0,21,50,0.8835,1072.0,0.0093
2,1,2,1.0,1.0,22,50,0.8805,1072.0,0.0056
2,1,2,1.0,1.0,23,50,0.8795,1072.0,0.0056
2,1,2,1.0,1.0,24,50,0.8783,1072.0,0.0056
2,1,2,1.0,1.0,25,50,0.8817,1072.0,0.0093
2,1,2,1.0,1.0,26,50,0.8767,1072.0,0.0056
2,1,2,1.0,1.0,27,50,0.8758,1072.0,0.0034
2,1,2,1.0,1.0,28,50,0.8755,1072.0,0.0056
2,1,2,1.0,1.0,29,50,0.8742,1072.0,0.002
2,1,2,1.0,1.0,30,50,0.8745,1072.0,0.0056
2,1,2,1.0,1.0,31,50,0.8733,1072.0,0.002
2,1,2,1.0,1.0,32,50,0.8727,1072.0,0.0034
2,1,2,1.0,1.0,33,50,0.8722,1072.0,0.002
2,1,2,1.0,1.0,34,50,0.8715,1072.0,0.0034
2,1,2,1.0,1.0,35,50,0.8716,1072.0,0.0056
2,1,2,1.0,1.0,36,50,0.871,1072.0,0.0034
2,1,2,1.0,1.0,37,50,0.8706,1072.0,0.0012
2,1,2,1.0,1.0,38,50,0.8703,1072.0,0.002
2,1,2,1.0,1.0,39,50,0.8702,1072.0,0.0034
2,1,2,1.0,1.0,40,50,0.8699,1072.0,0.0012
2,1,2,1.0,1.0,41,50,0.8699,1072.0,0.0034
2,1,2,1.0,1.0,42,50,0.8696,1072.0,0.0012
2,1,2,1.0,1.0,43,50,0.8694,1072.0,0.0012
2,1,2,1.0,1.0,44,50,0.8695,1072.0,0.0034
2,1,2,1.0,1.0,45,50,0.8691,1072.0,0.0012
2,1,2,1.0,1.0,46,50,0.8689,1072.0,0.0012
2,1,2,1.0,1.0,47,50,0.8691,1072.0,0.0034
2,1,2,1.0,1.0,48,50,0.8687,1072.0,0.002
2,1,2,1.0,1.0,49,50,0.8686,1072.0,0.00044
2,1,2,1.0,1.0,50,50,0.8686,1072.0,5.6e-05
3,1,3,1.0,1.0,0,50,2.3135,1072.0,0.2
3,1,3,1.0,1.0,1,50,2.2279,1072.0,0.2
3,1,3,1.0,1.0,2,50,2.0481,1072.0,0.33
3,1,3,1.0,1.0,3,50,1.8803,1072.0,0.12
3,1,3,1.0,1.0,4,50,1.8027,1072.0,0.2
3,1,3,1.0,1.0,5,50,1.4558,1072.0,0.12
3,1,3,1.0,1.0,6,50,1.373,1072.0,0.12
3,1,3,1.0,1.0,7,50,1.1522,1072.0,0.072
3,1,3,1.0,1.0,8,50,1.1112,1072.0,0.072
3,1,3,1.0,1.0,9,50,1.0617,1072.0,0.072
3,1,3,1.0,1.0,10,50,0.9692,1072.0,0.043
3,1,3,1.0,1.0,11,50,0.9517,1072.0,0.043
3,1,3,1.0,1.0,12,50,0.9297,1072.0,0.043
3,1,3,1.0,1.0,13,50,0.9017,1072.0,0.026
3,1,3,1.0,1.0,14,50,0.8914,1072.0,0.016
3,1,3,1.0,1.0,15,50,0.8888,1072.0,0.016
3,1,3,1.0,1.0,16,50,0.8862,1072.0,0.016
3,1,3,1.0,1.0,17,50,0.8852,1072.0,0.016
3,1,3,1.0,1.0,18,50,0.8831,1072.0,0.016
3,1,3,1.0,1.0,19,50,0.8827,1072.0,0.016
3,1,3,1.0,1.0,20,50,0.8809,1072.0,0.016
3,1,3,1.0,1.0,21,50,0.8807,1072.0,0.016
3,1,3,1.0,1.0,22,50,0.8742,1072.0,0.0093
3,1,3,1.0,1.0,23,50,0.8759,1072.0,0.0093
3,1,3,1.0,1.0,24,50,0.8726,1072.0,0.0056
3,1,3,1.0,1.0,25,50,0.8741,1072.0,0.0093
3,1,3,1.0,1.0,26,50,0.8731,1072.0,0.0093
3,1,3,1.0,1.0,27,50,0.8734,1072.0,0.0093
3,1,3,1.0,1.0,28,50,0.8708,1072.0,0.0056
3,1,3,1.0,1.0,29,50,0.8741,1072.0,0.0093
3,1,3,1.0,1.0,30,50,0.8716,1072.0,0.0093
3,1,3,1.0,1.0,31,50,0.873,1072.0,0.0093
3,1,3,1.0,1.0,32,50,0.8698,1072.0,0.0056
3,1,3,1.0,1.0,33,50,0.8695,1072.0,0.002
3,1,3,1.0,1.0,34,50,0.8693,1072.0,0.0034
3,1,3,1.0,1.0,35,50,0.8702,1072.0,0.0056
3,1,3,1.0,1.0,36,50,0.8695,1072.0,0.0056
3,1,3,1.0,1.0,37,50,0.8699,1072.0,0.0056
3,1,3,1.0,1.0,38,50,0.8694,1072.0,0.0056
3,1,3,1.0,1.0,39,50,0.8697,1072.0,0.0056
3,1,3,1.0,1.0,40,50,0.8692,1072.0,0.0056
3,1,3,1.0,1.0,41,50,0.8695,1072.0,0.0056
3,1,3,1.0,1.0,42,50,0.8691,1072.0,0.0056
3,1,3,1.0,1.0,43,50,0.8693,1072.0,0.0056
3,1,3,1.0,1.0,44,50,0.8683,1072.0,0.0034
3,1,3,1.0,1.0,45,50,0.8697,1072.0,0.0056
3,1,3,1.0,1.0,46,50,0.8687,1072.0,0.0056
3,1,3,1.0,1.0,47,50,0.8683,1072.0,0.0034
3,1,3,1.0,1.0,48,50,0.868,1072.0,0.0012
3,1,3,1.0,1.0,49,50,0.8679,1072.0,0.00016
3,1,3,1.0,1.0,50,50,0.8679,1072.0,0.00016
4,1,4,1.0,1.0,0,50,2.3135,1072.0,0.2
4,1,4,1.0,1.0,1,50,2.2201,1072.0,0.12
4,1,4,1.0,1.0,2,50,2.1095,1072.0,0.2
4,1,4,1.0,1.0,3,50,1.822,1072.0,0.2
4,1,4,1.0,1.0,4,50,1.7232,1072.0,0.12
4,1,4,1.0,1.0,5,50,1.4874,1072.0,0.12
4,1,4,1.0,1.0,6,50,1.3647,1072.0,0.12
4,1,4,1.0,1.0,7,50,1.268,1072.0,0.12
4,1,4,1.0,1.0,8,50,1.1218,1072.0,0.072
4,1,4,1.0,1.0,9,50,1.082,1072.0,0.072
4,1,4,1.0,1.0,10,50,0.9979,1072.0,0.072
4,1,4,1.0,1.0,11,50,0.9353,1072.0,0.043
4,1,4,1.0,1.0,12,50,0.9045,1072.0,0.026
4,1,4,1.0,1.0,13,50,0.8916,1072.0,0.016
4,1,4,1.0,1.0,14,50,0.8846,1072.0,0.0093
4,1,4,1.0,1.0,15,50,0.8861,1072.0,0.016
4,1,4,1.0,1.0,16,50,0.8785,1072.0,0.0093
4,1,4,1.0,1.0,17,50,0.8789,1072.0,0.0093
4,1,4,1.0,1.0,18,50,0.8766,1072.0,0.0093
4,1,4,1.0,1.0,19,50,0.8862,1072.0,0.016
4,1,4,1.0,1.0,20,50,0.8745,1072.0,0.0093
4,1,4,1.0,1.0,21,50,0.8728,1072.0,0.0034
4,1,4,1.0,1.0,22,50,0.8722,1072.0,0.0056
4,1,4,1.0,1.0,23,50,0.8722,1072.0,0.0056
4,1,4,1.0,1.0,24,50,0.8718,1072.0,0.0056
4,1,4,1.0,1.0,25,50,0.8715,1072.0,0.0056
4,1,4,1.0,1.0,26,50,0.8713,1072.0,0.0056
4,1,4,1.0,1.0,27,50,0.8711,1072.0,0.0056
4,1,4,1.0,1.0,28,50,0.8708,1072.0,0.0056
4,1,4,1.0,1.0,29,50,0.8707,1072.0,0.0056
4,1,4,1.0,1.0,30,50,0.8705,1072.0,0.0056
4,1,4,1.0,1.0,31,50,0.8703,1072.0,0.0056
4,1,4,1.0,1.0,32,50,0.8694,1072.0,0.0034
4,1,4,1.0,1.0,33,50,0.8706,1072.0,0.0056
4,1,4,1.0,1.0,34,50,0.869,1072.0,0.0034
4,1,4,1.0,1.0,35,50,0.87,1072.0,0.0056
4,1,4,1.0,1.0,36,50,0.8687,1072.0,0.0034
4,1,4,1.0,1.0,37,50,0.8702,1072.0,0.0056
4,1,4,1.0,1.0,38,50,0.8689,1072.0,0.0056
4,1,4,1.0,1.0,39,50,0.8683,1072.0,0.002
4,1,4,1.0,1.0,40,50,0.8682,1072.0,0.002
4,1,4,1.0,1.0,41,50,0.868,1072.0,0.0012
4,1,4,1.0,1.0,42,50,0.8685,1072.0,0.0034
4,1,4,1.0,1.0,43,50,0.8682,1072.0,0.0034
4,1,4,1.0,1.0,44,50,0.8696,1072.0,0.0056
4,1,4,1.0,1.0,45,50,0.8684,1072.0,0.0056
4,1,4,1.0,1.0,46,50,0.8734,1072.0,0.0093
4,1,4,1.0,1.0,47,50,0.8682,1072.0,0.0056
4,1,4,1.0,1.0,48,50,0.8677,1072.0,0.0012
4,1,4,1.0,1.0,49,50,0.8676,1072.0,0.00044
4,1,4,1.0,1.0,50,50,0.8676,1072.0,0.00044
5,1,5,1.0,1.0,0,50,2.3135,1072.0,0.2
5,1,5,1.0,1.0,1,50,2.2279,1072.0,0.2
5,1,5,1.0,1.0,2,50,2.1458,1072.0,0.33
5,1,5,1.0,1.0,3,50,1.8323,1072.0,0.2
5,1,5,1.0,1.0,4,50,1.6824,1072.0,0.12
5,1,5,1.0,1.0,5,50,1.6665,1072.0,0.2
5,1,5,1.0,1.0,6,50,1.4108,1072.0,0.2
5,1,5,1.0,1.0,7,50,1.4935,1072.0,0.2
5,1,5,1.0,1.0,8,50,1.3173,1072.0,0.2
5,1,5,1.0,1.0,9,50,1.101,1072.0,0.072
5,1,5,1.0,1.0,10,50,1.0098,1072.0,0.072
5,1,5,1.0,1.0,11,50,0.926,1072.0,0.043
5,1,5,1.0,1.0,12,50,0.8987,1072.0,0.026
5,1,5,1.0,1.0,13,50,0.9241,1072.0,0.043
5,1,5,1.0,1.0,14,50,0.8827,1072.0,0.026
5,1,5,1.0,1.0,15,50,0.8784,1072.0,0.0056
5,1,5,1.0,1.0,16,50,0.8765,1072.0,0.0093
5,1,5,1.0,1.0,17,50,0.881,1072.0,0.016
5,1,5,1.0,1.0,18,50,0.8739,1072.0,0.0093
5,1,5,1.0,1.0,19,50,0.8789,1072.0,0.016
5,1,5,1.0,1.0,20,50,0.8722,1072.0,0.0093
5,1,5,1.0,1.0,21,50,0.8808,1072.0,0.016
5,1,5,1.0,1.0,22,50,0.8712,1072.0,0.0093
5,1,5,1.0,1.0,23,50,0.8772,1072.0,0.016
5,1,5,1.0,1.0,24,50,0.8733,1072.0,0.016
5,1,5,1.0,1.0,25,50,0.8693,1072.0,0.0056
5,1,5,1.0,1.0,26,50,0.8706,1072.0,0.0093
5,1,5,1.0,1.0,27,50,0.869,1072.0,0.0056
5,1,5,1.0,1.0,28,50,0.8695,1072.0,0.0056
5,1,5,1.0,1.0,29,50,0.8688,1072.0,0.0056
5,1,5,1.0,1.0,30,50,0.8716,1072.0,0.0093
5,1,5,1.0,1.0,31,50,0.8684,1072.0,0.0056
5,1,5,1.0,1.0,32,50,0.8703,1072.0,0.0093
5,1,5,1.0,1.0,33,50,0.8683,1072.0,0.0056
5,1,5,1.0,1.0,34,50,0.8679,1072.0,0.002
5,1,5,1.0,1.0,35,50,0.868,1072.0,0.0034
5,1,5,1.0,1.0,36,50,0.8677,1072.0,0.002
5,1,5,1.0,1.0,37,50,0.868,1072.0,0.0034
5,1,5,1.0,1.0,38,50,0.8685,1072.0,0.0056
5,1,5,1.0,1.0,39,50,0.8681,1072.0,0.0056
5,1,5,1.0,1.0,40,50,0.8684,1072.0,0.0056
5,1,5,1.0,1.0,41,50,0.8676,1072.0,0.0034
5,1,5,1.0,1.0,42,50,0.8688,1072.0,0.0056
5,1,5,1.0,1.0,43,50,0.8678,1072.0,0.0056
5,1,5,1.0,1.0,44,50,0.8674,1072.0,0.0012
5,1,5,1.0,1.0,45,50,0.8674,1072.0,0.002
5,1,5,1.0,1.0,46,50,0.8673,1072.0,0.00073
5,1,5,1.0,1.0,47,50,0.8673,1072.0,0.00044
5,1,5,1.0,1.0,48,50,0.8673,1072.0,0.00073
5,1,5,1.0,1.0,49,50,0.8673,1072.0,0.0012
5,1,5,1.0,1.0,50,50,0.8672,1072.0,0.00044
6,2,0,1.0,1.0,0,50,2.3135,1072.0,0.2
6,2,0,1.0,1.0,1,50,2.2279,1072.0,0.2
6,2,0,1.0,1.0,2,50,2.2034,1072.0,0.2
6,2,0,1.0,1.0,3,50,1.866,1072.0,0.072
6,2,0,1.0,1.0,4,50,1.6381,1072.0,0.072
6,2,0,1.0,1.0,5,50,1.4148,1072.0,0.072
6,2,0,1.0,1.0,6,50,1.2739,1072.0,0.072
6,2,0,1.0,1.0,7,50,1.1327,1072.0,0.043
6,2,0,1.0,1.0,8,50,1.0319,1072.0,0.043
6,2,0,1.0,1.0,9,50,0.9645,1072.0,0.026
6,2,0,1.0,1.0,10,50,0.9289,1072.0,0.026
6,2,0,1.0,1.0,11,50,0.9093,1072.0,0.0093
6,2,0,1.0,1.0,12,50,0.898,1072.0,0.0093
6,2,0,1.0,1.0,13,50,0.8898,1072.0,0.0093
6,2,0,1.0,1.0,14,50,0.8862,1072.0,0.0093
6,2,0,1.0,1.0,15,50,0.8822,1072.0,0.0056
6,2,0,1.0,1.0,16,50,0.8803,1072.0,0.0056
6,2,0,1.0,1.0,17,50,0.8782,1072.0,0.0034
6,2,0,1.0,1.0,18,50,0.8769,1072.0,0.0034
6,2,0,1.0,1.0,19,50,0.8755,1072.0,0.0034
6,2,0,1.0,1.0,20,50,0.8751,1072.0,0.0034
6,2,0,1.0,1.0,21,50,0.874,1072.0,0.002
6,2,0,1.0,1.0,22,50,0.8734,1072.0,0.002
6,2,0,1.0,1.0,23,50,0.8728,1072.0,0.002
6,2,0,1.0,1.0,24,50,0.8723,1072.0,0.002
6,2,0,1.0,1.0,25,50,0.8718,1072.0,0.002
6,2,0,1.0,1.0,26,50,0.8714,1072.0,0.002
6,2,0,1.0,1.0,27,50,0.871,1072.0,0.002
6,2,0,1.0,1.0,28,50,0.8708,1072.0,0.002
6,2,0,1.0,1.0,29,50,0.8705,1072.0,0.0012
6,2,0,1.0,1.0,30,50,0.8702,1072.0,0.0012
6,2,0,1.0,1.0,31,50,0.87,1072.0,0.0012
6,2,0,1.0,1.0,32,50,0.8698,1072.0,0.0012
6,2,0,1.0,1.0,33,50,0.8696,1072.0,0.0012
6,2,0,1.0,1.0,34,50,0.8695,1072.0,0.0012
6,2,0,1.0,1.0,35,50,0.8693,1072.0,0.0012
6,2,0,1.0,1.0,36,50,0.8692,1072.0,0.0012
6,2,0,1.0,1.0,37,50,0.869,1072.0,0.00073
6,2,0,1.0,1.0,38,50,0.8689,1072.0,0.00073
6,2,0,1.0,1.0,39,50,0.8688,1072.0,0.00073
6,2,0,1.0,1.0,40,50,0.8687,1072.0,0.00073
6,2,0,1.0,1.0,41,50,0.8686,1072.0,0.0012
6,2,0,1.0,1.0,42,50,0.8686,1072.0,0.0012
6,2,0,1.0,1.0,43,50,0.8684,1072.0,0.00073
6,2,0,1.0,1.0,44,50,0.8684,1072.0,0.00073
6,2,0,1.0,1.0,45,50,0.8683,1072.0,0.00073
6,2,0,1.0,1.0,46,50,0.8682,1072.0,0.00073
6,2,0,1.0,1.0,47,50,0.8681,1072.0,0.00073
6,2,0,1.0,1.0,48,50,0.8681,1072.0,0.00073
6,2,0,1.0,1.0,49,50,0.868,1072.0,0.00073
6,2,0,1.0,1.0,50,50,0.868,1072.0,0.00073
7,2,1,1.0,1.0,0,50,2.3135,1072.0,0.2
7,2,1,1.0,1.0,1,50,2.2279,1072.0,0.2
7,2,1,1.0,1.0,2,50,2.2034,1072.0,0.2
7,2,1,1.0,1.0,3,50,1.8821,1072.0,0.12
7,2,1,1.0,1.0,4,50,1.6798,1072.0,0.12
7,2,1,1.0,1.0,5,50,1.4813,1072.0,0.12
7,2,1,1.0,1.0,6,50,1.3166,1072.0,0.12
7,2,1,1.0,1.0,7,50,1.1379,1072.0,0.026
7,2,1,1.0,1.0,8,50,1.0527,1072.0,0.026
7,2,1,1.0,1.0,9,50,0.9747,1072.0,0.026
7,2,1,1.0,1.0,10,50,0.9306,1072.0,0.026
7,2,1,1.0,1.0,11,50,0.9108,1072.0,0.026
7,2,1,1.0,1.0,12,50,0.9122,1072.0,0.026
7,2,1,1.0,1.0,13,50,0.8912,1072.0,0.0093
7,2,1,1.0,1.0,14,50,0.8911,1072.0,0.0093
7,2,1,1.0,1.0,15,50,0.8821,1072.0,0.0093
7,2,1,1.0,1.0,16,50,0.8788,1072.0,0.0093
7,2,1,1.0,1.0,17,50,0.8773,1072.0,0.0093
7,2,1,1.0,1.0,18,50,0.8775,1072.0,0.0093
7,2,1,1.0,1.0,19,50,0.8741,1072.0,0.0056
7,2,1,1.0,1.0,20,50,0.8732,1072.0,0.0056
7,2,1,1.0,1.0,21,50,0.8723,1072.0,0.0056
7,2,1,1.0,1.0,22,50,0.8721,1072.0,0.0056
7,2,1,1.0,1.0,23,50,0.8709,1072.0,0.0034
7,2,1,1.0,1.0,24,50,0.8706,1072.0,0.0034
7,2,1,1.0,1.0,25,50,0.8703,1072.0,0.0034
7,2,1,1.0,1.0,26,50,0.87,1072.0,0.0034
7,2,1,1.0,1.0,27,50,0.8696,1072.0,0.002
7,2,1,1.0,1.0,28,50,0.8693,1072.0,0.002
7,2,1,1.0,1.0,29,50,0.8691,1072.0,0.002
7,2,1,1.0,1.0,30,50,0.869,1072.0,0.002
7,2,1,1.0,1.0,31,50,0.8688,1072.0,0.0012
7,2,1,1.0,1.0,32,50,0.8686,1072.0,0.0012
7,2,1,1.0,1.0,33,50,0.8685,1072.0,0.0012
7,2,1,1.0,1.0,34,50,0.8684,1072.0,0.0012
7,2,1,1.0,1.0,35,50,0.8683,1072.0,0.0012
7,2,1,1.0,1.0,36,50,0.8682,1072.0,0.0012
7,2,1,1.0,1.0,37,50,0.8681,1072.0,0.0012
7,2,1,1.0,1.0,38,50,0.868,1072.0,0.0012
7,2,1,1.0,1.0,39,50,0.868,1072.0,0.0012
7,2,1,1.0,1.0,40,50,0.8679,1072.0,0.0012
7,2,1,1.0,1.0,41,50,0.8678,1072.0,0.0012
7,2,1,1.0,1.0,42,50,0.8678,1072.0,0.0012
7,2,1,1.0,1.0,43,50,0.8677,1072.0,0.0012
7,2,1,1.0,1.0,44,50,0.8677,1072.0,0.0012
7,2,1,1.0,1.0,45,50,0.8676,1072.0,0.0012
7,2,1,1.0,1.0,46,50,0.8676,1072.0,0.0012
7,2,1,1.0,1.0,47,50,0.8676,1072.0,0.0012
7,2,1,1.0,1.0,48,50,0.8675,1072.0,0.0012
7,2,1,1.0,1.0,49,50,0.8675,1072.0,0.00073
7,2,1,1.0,1.0,50,50,0.8674,1072.0,0.00073
8,2,2,1.0,1.0,0,50,2.3135,1072.0,0.2
8,2,2,1.0,1.0,1,50,2.2201,1072.0,0.12
8,2,2,1.0,1.0,2,50,2.2057,1072.0,0.12
8,2,2,1.0,1.0,3,50,1.8243,1072.0,0.072
8,2,2,1.0,1.0,4,50,1.5657,1072.0,0.072
8,2,2,1.0,1.0,5,50,1.3275,1072.0,0.072
8,2,2,1.0,1.0,6,50,1.2199,1072.0,0.072
8,2,2,1.0,1.0,7,50,1.0562,1072.0,0.043
8,2,2,1.0,1.0,8,50,0.9841,1072.0,0.043
8,2,2,1.0,1.0,9,50,0.9387,1072.0,0.026
8,2,2,1.0,1.0,10,50,0.9158,1072.0,0.026
8,2,2,1.0,1.0,11,50,0.9002,1072.0,0.016
8,2,2,1.0,1.0,12,50,0.8917,1072.0,0.016
8,2,2,1.0,1.0,13,50,0.8838,1072.0,0.0093
8,2,2,1.0,1.0,14,50,0.8805,1072.0,0.0093
8,2,2,1.0,1.0,15,50,0.8782,1072.0,0.0093
8,2,2,1.0,1.0,16,50,0.8787,1072.0,0.0093
8,2,2,1.0,1.0,17,50,0.8743,1072.0,0.0056
8,2,2,1.0,1.0,18,50,0.8732,1072.0,0.0056
8,2,2,1.0,1.0,19,50,0.872,1072.0,0.0056
